,2014102898
peds_0,ルーラーシップ
peds_1,メジロドーベル
peds_2,キングカメハメハ
peds_3,エアグルーヴ
peds_4,メジロライアン
peds_5,メジロビューティー
peds_6,Kingmambo (米)
peds_7,マンファス Manfath(愛)
peds_8,トニービン Tony Bin(愛)
peds_9,ダイナカール
peds_10,アンバーシャダイ
peds_11,メジロチェイサー
peds_12,パーソロン Partholon(愛)
peds_13,メジロナガサキ
peds_14,Mr. Prospector
peds_15,Miesque
peds_16,ラストタイクーン
peds_17,Pilot Bird
peds_18,カンパラ
peds_19,Severn Bridge
peds_20,ノーザンテースト
peds_21,シャダイフェザー
peds_22,ノーザンテースト
peds_23,クリアアンバー
peds_24,メジロサンマン
peds_25,シエリル
peds_26,Milesian
peds_27,Paleo
peds_28,ネヴァービート
peds_29,メジロボサツ
peds_30,Raise a Native
peds_31,Gold Digger
peds_32,Nureyev
peds_33,Pasadoble
peds_34,トライマイベスト
peds_35,Mill Princess
peds_36,Blakeney
peds_37,The Dancer
peds_38,Kalamoun
peds_39,State Pension
peds_40,Hornbeam
peds_41,Priddy Fair
peds_42,Northern Dancer
peds_43,Lady Victoria
peds_44,ガーサント
peds_45,パロクサイド
peds_46,Northern Dancer
peds_47,Lady Victoria
peds_48,Ambiopoise
peds_49,One Clear Call
peds_50,Charlottesville
peds_51,パラデイシア
peds_52,スノッブ
peds_53,Chanel
peds_54,My Babu
peds_55,Oatflake
peds_56,Pharis
peds_57,Calonice
peds_58,Never Say Die
peds_59,Bride Elect
peds_60,モンタヴァル
peds_61,メジロクイン
