,2018110064
peds_0,Union Rags
peds_1,Acquant
peds_2,Dixie Union
peds_3,Tempo
peds_4,Giant's Causeway (米)
peds_5,Social Queen
peds_6,Dixieland Band
peds_7,She's Tops
peds_8,Gone West
peds_9,Terpsichorist
peds_10,Storm Cat (米)
peds_11,Mariah's Storm
peds_12,Dynaformer
peds_13,Gal On the Go
peds_14,Northern Dancer
peds_15,Mississippi Mud
peds_16,Capote
peds_17,She's a Talent
peds_18,Mr. Prospector
peds_19,Secrettame
peds_20,Nijinsky
peds_21,Glad Rags
peds_22,Storm Bird
peds_23,Terlingua
peds_24,Rahy
peds_25,イメンス
peds_26,Roberto
peds_27,Andover Way
peds_28,Irgun
peds_29,Gypsy
peds_30,Nearctic
peds_31,Natalma
peds_32,Delta Judge
peds_33,Sand Buggy
peds_34,Seattle Slew
peds_35,Too Bald
peds_36,Mr. Prospector
peds_37,Paintbrush
peds_38,Raise a Native
peds_39,Gold Digger
peds_40,Secretariat
peds_41,Tamerett
peds_42,Northern Dancer
peds_43,Flaming Page
peds_44,ハイハット
peds_45,Dryad
peds_46,Northern Dancer
peds_47,South Ocean
peds_48,Secretariat
peds_49,Crimson Saint
peds_50,Blushing Groom
peds_51,Glorious Song
peds_52,Roberto
peds_53,Imsodear
peds_54,Hail to Reason
peds_55,Bramalea
peds_56,His Majesty
peds_57,On the Trail
peds_58,Sunny's Halo
peds_59,Late From Lunch
peds_60,Marfa
peds_61,Nice Gal
