,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,グランセゾン,牝3,55.0,佐々木,栗田,美浦,2022106645,01197,オルフェーヴル  ,ディルガ  ,Curlin  (米)  ,-1.8871244383992094,12
1,1,2,バントック,牡3,57.0,丹内,浜田,栗東,2022102903,01091,キタサンブラック  ,ノーバザー  ,Scat Daddy  (米)  ,0.21555010230907287,5
2,2,3,ストレートブラック,牝3,55.0,松岡,奥平,美浦,2022103353,01085,トーセンラー  ,コスモメソッド  ,ヴィクトワールピサ  ,3.3458982045587433,2
3,2,4,アインホルン,牡3,54.0,▲森田,寺島,栗東,2022104823,01222,リオンディーズ  ,シンハディーパ  ,ウォーエンブレム  War Emblem(米)  ,-2.0696630361717703,13
4,3,5,ヴァンガルダ,牝3,55.0,斎藤,奥村豊,栗東,2022104726,01178,ハービンジャー  Harbinger(英)  ,ガラアフェアー  ,ダイワメジャー  ,-1.359554707463567,10
5,3,6,カリータフェリス,牝3,52.0,▲舟山,鈴木慎,美浦,2022105504,01221,ゴールドシップ  ,ベアトリッツ  ,ディープインパクト  ,-1.470088415806191,11
6,4,7,エコログロス,牡3,57.0,嶋田,手塚久,美浦,2022101430,01134,フィエールマン  ,ターキー  ,Sinndar  (愛)  ,0.10745420149918217,6
7,4,8,アロマフェリス,牝3,55.0,キング,辻野,栗東,2022104624,05643,レイデオロ  ,アロマドゥルセ  ,ディープインパクト  ,-5.18386867035088,16
8,5,9,ホウオウアーネスト,牡3,57.0,横山典,安田,栗東,2022103548,00660,キズナ  ,ビーコンターン  Beacon Tarn(英)  ,Shamardal  (米)  ,-0.20604360828531867,8
9,5,10,フェアリーグレン,牝3,54.0,☆松本,吉田,栗東,2022105083,01191,ロードカナロア  ,ムードインディゴ  ,ダンスインザダーク  ,0.6443580379786736,4
10,6,11,トリフォラート,牝3,55.0,横山武,小手川,美浦,2022104630,01170,サトノダイヤモンド  ,アンフィトリテII  ,Sebring  ,-2.879821082010337,14
11,6,12,ゴートゥーミジョカ,牝3,52.0,▲柴田裕,宮本,栗東,2022102777,01212,レイデオロ  ,シェアザジョイフル  ,ブラックタイド  ,3.3487795814651222,1
12,7,13,マサノイロハ,牡3,57.0,古川吉,藤野,栗東,2022100489,01015,ルーラーシップ  ,マサノスパーク  ,エンパイアメーカー  Empire Maker(米)  ,0.09778748890010498,7
13,7,14,ロパシック,牝3,55.0,池添,大竹,美浦,2022104906,01032,エピファネイア  ,ツルマルワンピース  ,キングカメハメハ  ,1.7572685537772124,3
14,8,15,シカレ,牝3,52.0,▲古川奈,前川,栗東,2022104308,01190,American Pharoah  (米)  ,スウィートマナ  Sweet Mana(亜)  ,Easing Along  ,-1.2531381201082776,9
15,8,16,バトラーズワーフ,牡3,57.0,鮫島駿,浅利,美浦,2022105252,01157,ブリックスアンドモルタル  Bricks and Mortar(米)  ,エオリアンハープ  ,キングカメハメハ  ,-3.1270636580985833,15
