,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,コンセントレイト,セ3,53.0,★河原田,渡辺,栗東,2022106635,01204,ジャスタウェイ  ,ケープジャスミン  ,クロフネ  ,-1.8938545950071386,12
1,1,2,メイショウアボット,牡3,57.0,松若,武幸,栗東,2022103249,01154,ドレフォン  Drefong(米)  ,メイショウアステカ  ,ルーラーシップ  ,-0.26883126522827455,4
2,2,3,ローズゴジャール,牝3,55.0,城戸,荒川,栗東,2022103065,01147,ルヴァンスレーヴ  ,ロザリウム  ,キングカメハメハ  ,-2.8996882519869467,15
3,2,4,タマモスノーダンス,牝3,53.0,◇永島,緒方,栗東,2022104513,01187,サンダースノー  Thunder Snow(愛)  ,チャームダンス  ,アフリート  Afleet(加)  ,-0.9127231725386254,8
4,3,5,アイファージェット,牡3,57.0,加藤,宮本,栗東,2022101114,01156,パドトロワ  ,オトメローズ  ,アサクサデンエン  ,-0.9317768049464226,9
5,3,6,チルウィズミー,牝3,55.0,小沢,中内田,栗東,2022104809,01185,ドゥラメンテ  ,シャルマント  ,エンパイアメーカー  Empire Maker(米)  ,-0.6925541489738769,6
6,4,7,ハッピーダンチャン,牡3,57.0,団野,小椋,栗東,2022100529,01180,ダンカーク  Dunkirk(米)  ,ハッピーエム  ,プリサイスエンド  Precise End(米)  ,-1.3085765471341313,10
7,4,8,ワクシングムーン,牡3,56.0,☆吉村,畑端,栗東,2022101691,01216,アドマイヤムーン  ,ホーカマー  Hawkamah(愛)  ,New Approach  ,-0.08826709118369247,3
8,5,9,サントモナルカ,牡3,57.0,和田竜,平田,栗東,2022105795,01018,イスラボニータ  ,サンヴァンサン  ,クロフネ  ,-1.3258204412374959,11
9,5,10,モメン,牝3,55.0,バデル,高橋亮,栗東,2022104414,05644,ダノンレジェンド  ,マーヴェリックス  ,Smart Strike  (加)  ,0.17530273814748698,1
10,6,11,オーケーエンジェル,牝3,54.0,☆高杉,笹田,栗東,2022104553,01213,ナダル  Nadal(米)  ,キュリオスティー  ,ディープインパクト  ,-2.2825540507150235,14
11,6,12,メイショウユウボシ,牡3,57.0,角田和,飯田,栗東,2022101054,01186,キズナ  ,ムーンライトベイ  ,High Chaparral  (愛)  ,-2.1756049994221383,13
12,7,13,フランキーバローズ,牡3,57.0,川田,池江,栗東,2022101417,01088,オルフェーヴル  ,シークレットアセット  Secret Asset(米)  ,Awesome Again  (加)  ,-2.9186454014440373,16
13,7,14,ユナパール,牝3,55.0,川須,岡田,栗東,2022104261,01128,デクラレーションオブウォー  ,アサケゴマ  ,クロフネ  ,-0.45792959483391427,5
14,8,15,メイショウライズ,牡3,57.0,田口,安達,栗東,2022101874,01208,カリフォルニアクローム  California Chrome(米)  ,メイショウナゴミ  ,スズカマンボ  ,-0.9117247460864235,7
15,8,16,シェーネアウゲン,牝3,55.0,幸,清水久,栗東,2022100999,00732,サートゥルナーリア  ,ピュアアイズ  ,ネオユニヴァース  ,0.10188114165399315,2
