,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,ジューンベロシティ,牡8,61.0,高田,武英,474(+4),栗東,2018103308,01046,ロードカナロア,アドマイヤサブリナ,シンボリクリスエス
1,2,2,ローディアマント,セ6,60.0,伴,尾関,488(+4),美浦,2020101429,01149,サトノダイヤモンド,ブロッサムレーン,New Approach
2,3,3,テイエムマジック,牡8,60.0,難波,鈴木孝,526(-8),栗東,2018103005,01066,マジェスティックウォリアー,ハミングライフ,スペシャルウィーク
3,4,4,ブラックボイス,牡7,60.0,坂口,浅利,522(-8),美浦,2019105276,01211,ブラックタイド,ソングライティング,Giant's Causeway
4,4,5,フェーングロッテン,セ7,60.0,小野寺,宮本,470(0),栗東,2019105366,01123,ブラックタイド,ピクシーホロウ,キングヘイロー
5,5,6,レッドファーロ,牡7,60.0,西谷誠,松永幹,526(0),栗東,2019104983,01005,ハーツクライ,プラヤデシエルタ,Orpen
6,5,7,オールザワールド,牡9,60.0,森一,中竹,478(+6),栗東,2017105248,01139,キズナ,エピックラヴ,Dansili
7,6,8,サルサロッサ,牝7,58.0,五十嵐,高柳瑞,454(-2),美浦,2019103100,01069,エスケンデレヤ,ノバラ,マンハッタンカフェ
8,6,9,エンデュミオン,牡9,60.0,鷲頭,清水久,468(-14),栗東,2017106153,01202,ヴィクトワールピサ,ヒラボクビジン,ブライアンズタイム
9,7,10,サンデイビス,牡8,61.0,上野,村田,516(+12),美浦,2018100297,01087,ジョーカプチーノ,ピントゥハティ,アドマイヤムーン
10,7,11,トーアモルペウス,セ6,60.0,石神深,辻,502(+6),美浦,2020103173,01059,タリスマニック,トーアヒミコ,クロフネ
11,8,12,ワールドスケール,牡9,60.0,黒岩,加藤公,494(+4),栗東,2017106372,01072,ワールドエース,アモーレヴォレ,アグネスデジタル
12,8,13,トゥラッタッタ,牡5,60.0,草野,新開,472(-6),美浦,2021102973,01113,デクラレーションオブウォー,クイーンマザー,ハーツクライ
