,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,マスターストーン,牡3,57.0,吉村,前川,580(0),栗東,2023100927,01216,サトノダイヤモンド,シェイクズセレナーデ,Unbridled's Song,-1.5462971588206567,9
1,1,2,ワイルドカグラ,牝3,55.0,高倉,渡辺,454(0),栗東,2023102549,01130,シニスターミニスター,ワイルドゲッツ,ワイルドラッシュ,-4.013997334918469,16
2,2,3,サンライズレマ,牡3,57.0,菱田,石坂,--,栗東,2023105643,01144,コントレイル,テオレーマ,ジャスタウェイ,-3.2828094706837185,15
3,2,4,ゼンノボニータ,牡3,57.0,国分優,秋山,516(0),栗東,2023104608,01125,イスラボニータ,カルトレガーメ,キズナ,-0.4987450836499099,2
4,3,5,ガトー,牡3,57.0,富田,高橋忠,488(0),栗東,2023101650,01168,ルヴァンスレーヴ,マダムストーリー,ストリートセンス,-3.0736373681527014,12
5,3,6,ロードゴスペル,牡3,57.0,団野,野中,482(0),栗東,2023105790,01180,ロードカナロア,ウィンディスペル,ディープインパクト,-3.086430823376466,14
6,4,7,メイショウサザナミ,牝3,55.0,太宰,本田,484(0),栗東,2023105206,01037,マジェスティックウォリアー,メイショウナヴィア,リオンディーズ,-1.2130991091961467,6
7,4,8,ガラード,牡3,57.0,古川吉,杉山佳,478(0),栗東,2023100855,01015,ルヴァンスレーヴ,クオリティスタート,ダノンシャンティ,-1.1714366765760287,5
8,5,9,ゴナビーオーライト,牝3,55.0,藤懸,梅田,430(0),栗東,2023100505,01138,オルフェーヴル,ジョーダンエース,エイシンフラッシュ,-2.4457067137929718,11
9,5,10,バンブラボー,牡3,57.0,幸,飯田,528(0),栗東,2023104922,00732,クリソベリル,アルボナンザ,キングカメハメハ,-3.0862306872389214,13
10,6,11,リアンドゥクール,牝3,55.0,ハマーハン,佐藤悠,536(0),栗東,2023103893,05676,キズナ,ストリートバンド,Istan,-1.1017938484062095,4
11,6,12,ゴールドバローズ,牡3,57.0,田口,渡辺,512(0),栗東,2023105395,01208,ゴールドドリーム,アースサウンド,Yes It's True,-1.2243827979090076,7
12,7,13,ウェイヴムーン,牡3,57.0,西村淳,石坂,490(0),栗東,2023103332,01171,キズナ,インフレイムド,Unusual Heat,-1.7993183457821218,10
13,7,14,ヤマニンエラマ,牡3,57.0,酒井,四位,482(0),栗東,2023104367,01034,フィエールマン,ヤマニンラレーヌ,ヤマニンセラフィム,-1.0761554153181907,3
14,8,15,ルールオーヴァー,牡3,57.0,小崎,尾関,--,美浦,2023101886,01152,ルーラーシップ,ハートオブスワロー,ハーツクライ,0.4348585637881668,1
15,8,16,ウインアトム,牡3,57.0,高杉,寺島,468(0),栗東,2023105881,01213,リアルスティール,サイレントクロップ,シンボリクリスエス,-1.5152243251911188,8
