,式別,馬番,配当,人気
0,単勝,2,1950,6
1,複勝,2,450,6
2,複勝,15,900,14
3,複勝,5,180,2
4,枠連,1-8,5960,22
5,馬連,2-15,27430,77
6,ワイド,2-15,5890,73
7,ワイド,2-5,890,4
8,ワイド,5-15,2460,29
9,馬単,2→15,45670,130
10,3連複,2-5-15,35460,131
11,3連単,2→15→5,314280,1
