,式別,馬番,配当,人気
0,単勝,8,250,1
1,複勝,8,120,1
2,複勝,7,130,2
3,複勝,1,150,3
4,枠連,5-6,270,1
5,馬連,7-8,380,1
6,ワイド,7-8,170,1
7,ワイド,1-8,320,2
8,ワイド,1-7,340,4
9,馬単,8→7,800,2
10,3連複,1-7-8,770,1
11,3連単,8→7→1,3800,5
