,式別,馬番,配当,人気
0,単勝,8,380,1
1,複勝,8,160,1
2,複勝,10,210,5
3,複勝,5,850,8
4,枠連,6-7,300,1
5,馬連,8-10,770,1
6,ワイド,8-10,400,5
7,ワイド,5-8,2500,22
8,ワイド,5-10,3160,27
9,馬単,8→10,1460,1
10,3連複,5-8-10,9390,28
11,3連単,8→10→5,31480,112
