,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202609030204,1,4,8,ゼルダ,牝3,55.0,高倉,0:1:24.9,,5,11.4,36.9,1-1,栗東 鈴木孝,476(+8)
202609030204,2,6,12,メイショウナナユキ,牝3,55.0,菱田,0:1:25.0,クビ,2,4.7,36.6,4-4,栗東 牧浦,474(0)
202609030204,3,2,3,ビッグヒーロー,牡3,57.0,川田,0:1:25.3,2,1,1.8,36.7,6-6,栗東 福永,492(+2)
202609030204,4,4,7,モズジェネラル,牡3,54.0,▲森田,0:1:25.5,1.1/4,3,7.4,36.7,9-7,栗東 田中克,498(-4)
202609030204,5,5,10,レッドピアレス,牡3,57.0,小沢,0:1:26.1,3.1/2,8,41.1,38.0,2-2,栗東 中内田,466(-8)
202609030204,6,1,1,アンリミテッド,牡3,57.0,西村淳,0:1:26.1,ハナ,4,8.8,37.9,4-4,栗東 高野,500(0)
202609030204,7,8,15,サマーブリザード,牡3,57.0,田口,0:1:26.2,3/4,9,56.1,38.0,3-2,栗東 吉田,462(+6)
202609030204,8,3,5,シュネープリンセス,牝3,55.0,国分優,0:1:27.0,5,13,151.1,37.6,13-13,栗東 緒方,454(0)
202609030204,9,1,2,メイショウタダツグ,牡3,57.0,吉村,0:1:27.1,1/2,7,40.2,38.1,11-11,栗東 藤岡健,470(-12)
202609030204,10,5,9,ヒルノジェノヴァ,牝3,55.0,富田,0:1:27.3,1,12,126.1,38.6,6-7,栗東 藤野,430(0)
202609030204,11,2,4,ヴァンロゼ,牝3,55.0,松若,0:1:27.4,1,11,115.3,38.7,9-9,栗東 東田,450(+12)
202609030204,12,7,13,ワンダーリュクス,牡3,54.0,▲和田陽,0:1:27.5,クビ,14,159.5,37.4,15-14,栗東 牧田,490(0)
202609030204,13,8,16,ロードインヴォーグ,牡3,57.0,酒井,0:1:27.6,1/2,6,21.0,38.8,6-9,栗東 辻野,450(+12)
202609030204,14,3,6,イクヒロ,牡3,57.0,Ｍデム,0:1:27.6,ハナ,10,105.9,38.5,11-12,栗東 小椋,478(0)
202609030204,15,6,11,ピゲ,牡3,55.0,◇永島,0:1:27.9,2,15,237.3,37.8,16-14,栗東 高橋康,512(+8)
202609030204,16,7,14,ココプレミア,牝3,55.0,渡辺竜,0:1:28.1,3/4,16,248.4,38.2,13-14,栗東 中村,416(0)
