,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202609030203,1,1,2,ロードヴェリタス,牡3,57.0,西塚,0:1:54.2,,1,2.9,37.9,3-3-5-3,栗東 友道,502(+2)
202609030203,2,3,5,ダイメイクマモト,牡3,57.0,太宰,0:1:54.7,3,5,12.0,38.5,2-2-2-2,栗東 秋山,456(-20)
202609030203,3,2,4,ウルトラハート,牡3,57.0,角田和,0:1:54.9,1.1/4,2,3.6,38.8,1-1-1-1,栗東 中尾,496(+2)
202609030203,4,3,6,リバーソニック,牡3,57.0,西村淳,0:1:55.4,3,3,3.8,37.6,16-16-14-10,栗東 浜田,452(+8)
202609030203,5,2,3,ロスニーニョス,牡3,57.0,古川吉,0:1:55.5,3/4,11,89.0,38.6,7-7-7-7,栗東 大根田,460(-4)
202609030203,6,8,16,スリーケイ,牝3,55.0,国分恭,0:1:55.5,ハナ,7,26.5,38.8,5-5-6-5,栗東 高橋一,510(-6)
202609030203,7,4,8,シエルブリエ,牡3,57.0,渡辺竜,0:1:56.0,3,15,230.6,38.4,7-9-11-11,栗東 浜田,520(+8)
202609030203,8,4,7,ボクサークラブ,牡3,57.0,鮫島駿,0:1:56.0,クビ,4,9.6,39.6,3-3-3-3,栗東 杉山佳,490(+6)
202609030203,9,1,1,バーバラップ,牡3,57.0,小崎,0:1:56.4,2.1/2,10,74.7,39.2,10-10-8-8,栗東 小崎,484(+4)
202609030203,10,7,13,マーゴットデウス,セ3,57.0,小沢,0:1:56.9,3,9,72.9,39.7,10-12-8-8,栗東 今野,492(-2)
202609030203,11,8,15,シャインヴィーラ,牡3,55.0,◇永島,0:1:57.0,3/4,8,51.7,39.4,14-14-11-11,栗東 本田,480(+4)
202609030203,12,5,9,オセアスターライト,セ3,55.0,△田山,0:1:57.5,3,13,210.6,39.8,13-12-11-13,栗東 東田,460(0)
202609030203,13,6,12,ウェイヴムーン,牡3,57.0,池添,0:1:57.5,クビ,6,13.5,41.0,7-7-3-5,栗東 石坂,482(+2)
202609030203,14,6,11,セキゾウ,牡3,57.0,亀田,0:1:58.8,8,12,198.1,40.7,15-14-16-15,栗東 田中克,494(0)
202609030203,15,5,10,スマイルガルーダ,牡3,54.0,▲森田,0:2:00.0,7,14,215.5,41.9,10-10-14-15,栗東 飯田,514(0)
202609030203,16,7,14,ジョイフルサンデー,牡3,57.0,長岡,0:2:00.2,1,16,362.7,42.8,5-5-8-13,栗東 宮,460(-10)
