,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202609030211,1,3,6,アンズアメ,牝4,53.0,川田,0:1:10.3,,1,3.4,35.6,3-3,栗東 高柳大,484(+2)
202609030211,2,3,5,ショウナンアビアス,牡6,55.0,池添,0:1:10.3,アタマ,6,13.6,35.3,5-5,美浦 加藤士,504(-2)
202609030211,3,4,7,スマートフォルス,牡6,56.0,鮫島駿,0:1:10.3,クビ,12,49.5,34.5,10-9,栗東 吉村,486(+8)
202609030211,4,8,15,コンクイスタ,セ6,58.0,西村淳,0:1:10.8,3,2,3.7,35.5,7-6,栗東 吉岡,500(+10)
202609030211,5,6,12,ロードフロンティア,牡5,55.0,川須,0:1:10.9,クビ,5,11.1,35.4,8-8,栗東 松下,466(-8)
202609030211,6,4,8,クロジシジョー,牡7,59.0,菱田,0:1:11.0,3/4,8,20.0,35.0,11-11,栗東 岡田,454(-6)
202609030211,7,7,14,サンライズアムール,牡7,59.5,斎藤,0:1:11.1,1/2,4,9.0,36.6,2-2,栗東 小林,518(-2)
202609030211,8,1,1,ムーヴ,牡7,56.0,坂井,0:1:11.1,ハナ,7,19.9,35.0,11-13,美浦 池上,482(-6)
202609030211,9,5,10,リジル,牝5,53.0,渡辺竜,0:1:11.2,1/2,9,23.8,36.0,5-6,栗東 奥村豊,504(+14)
202609030211,10,2,3,プレゼンティーア,牝5,52.0,松本,0:1:11.2,クビ,3,7.6,36.8,1-1,栗東 田中克,496(+4)
202609030211,11,7,13,ペプチドヤマト,牡7,57.0,高倉,0:1:11.4,1.1/4,14,57.9,34.9,15-15,栗東 武英,502(0)
202609030211,12,5,9,ケイアイドリー,牡9,58.5,松若,0:1:11.6,1.1/4,13,50.5,36.8,3-3,栗東 前川,534(+2)
202609030211,13,2,4,フリームファクシ,牡6,58.5,酒井,0:1:11.7,1/2,10,24.6,35.6,11-11,栗東 須貝,510(-4)
202609030211,14,6,11,アガシ,セ5,55.0,田口,0:1:11.7,クビ,16,83.2,36.0,9-9,栗東 庄野,500(+8)
202609030211,15,8,16,ジュンウィンダム,牝6,55.0,国分優,0:1:11.8,1/2,15,81.3,35.1,16-15,栗東 浜田,504(-2)
202609030211,16,1,2,マルモリスペシャル,牡7,55.0,西塚,0:1:11.9,1/2,11,48.8,35.6,14-13,栗東 大橋,542(-4)
