,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202609030111,1,2,2,ジーティーダーリン,牡4,58.0,松本,0:1:58.7,,7,20.2,34.1,,栗東 田中克,508(-2)
202609030111,2,1,1,ミュージシャン,牡4,58.0,坂井,0:1:59.0,2,1,2.6,34.2,,栗東 杉山晴,476(0)
202609030111,3,6,6,バッデレイト,牡5,58.0,岩田望,0:1:59.0,ハナ,2,3.9,33.7,,栗東 上村,474(+4)
202609030111,4,4,4,クルミナーレ,牡5,58.0,松山,0:1:59.1,1,3,4.5,34.1,,栗東 池江,512(+4)
202609030111,5,3,3,キャントウェイト,牡5,58.0,団野,0:1:59.2,1/2,4,6.7,34.2,,美浦 萱野,478(-2)
202609030111,6,7,8,ミッキーツインクル,牝6,56.0,中井,0:1:59.4,1,6,18.5,33.5,,栗東 中内田,480(0)
202609030111,7,6,7,エラン,牡5,58.0,西村淳,0:1:59.4,アタマ,5,11.6,33.9,,美浦 蛯名正,468(0)
202609030111,8,8,11,イケイケドンドン,牡6,58.0,小沢,0:1:59.5,3/4,9,65.4,33.8,,美浦 松山,476(-10)
202609030111,9,7,9,モズマーヴェリック,牡5,58.0,Ｍデム,0:1:59.7,1.1/4,11,144.1,34.0,,栗東 牧浦,478(0)
202609030111,10,5,5,ミカッテヨンデイイ,牝6,56.0,今村,0:1:59.7,ハナ,10,76.2,33.9,,美浦 室井,434(+2)
202609030111,11,8,10,ハギノアルデバラン,牡6,58.0,高杉,0:2:00.0,1.3/4,8,49.8,35.2,,栗東 佐藤悠,502(0)
