,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202609030110,1,4,4,バトンインディ,牡5,58.0,幸,0:1:52.8,,2,4.6,36.6,,栗東 安達,472(-2)
202609030110,2,7,9,プライベートアイズ,牡4,58.0,鮫島駿,0:1:53.1,1.3/4,4,12.4,37.0,,栗東 小栗,494(+2)
202609030110,3,2,2,タカサンフェイス,牡6,58.0,松山,0:1:53.6,3,7,36.8,37.1,,栗東 森田,482(+2)
202609030110,4,1,1,クリノフィガロ,牡5,58.0,団野,0:1:53.6,ハナ,5,14.6,37.1,,栗東 荒川,500(0)
202609030110,5,5,6,ボクマダネムイヨ,牡3,55.0,川田,0:1:54.0,2.1/2,1,1.6,37.3,,栗東 東田,488(-2)
202609030110,6,5,5,ドゥラエテルノ,牡4,58.0,武豊,0:1:54.0,ハナ,3,5.6,37.4,,栗東 武幸,470(0)
202609030110,7,6,7,タイガースパーク,牡6,58.0,田口,0:1:54.2,1.1/4,6,24.6,37.2,,栗東 大橋,458(0)
202609030110,8,3,3,サパテアール,セ7,58.0,国分優,0:1:54.4,1,11,194.9,37.7,,美浦 畠山,530(-4)
202609030110,9,8,11,フクキタテーラー,牝4,56.0,菱田,0:1:54.6,1.1/4,9,61.4,37.7,,栗東 緒方,448(-2)
202609030110,10,6,8,ゴルデールスカー,牡6,58.0,坂井,0:1:54.6,クビ,8,50.6,38.2,,栗東 加藤公,480(0)
202609030110,11,7,10,ヒデノレインボー,牡7,58.0,吉村,0:1:54.8,1.1/4,10,158.1,37.6,,栗東 梅田,500(-2)
202609030110,12,8,12,エクストラノート,セ9,58.0,藤懸,0:1:55.0,1,12,289.3,37.9,,美浦 加藤和,480(-10)
