,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ダンケルド,牡3,57.0,杉原,森一,,美浦,2022104722,01135,ミッキーアイル,カレドニアレディ,Firebreak,-0.7996794168811069,7
1,1,2,レーヴレジェンド,牡3,57.0,菊沢,金成,,美浦,2022101409,01161,ゴールドドリーム,サイズミックレディ,サクラバクシンオー,-1.0538087873756348,10
2,2,3,キボウノホシ,セ6,58.0,プーシャン,奥平,,美浦,2019101165,05678,ロードカナロア,アイアムカミノマゴ,アグネスタキオン,-0.20461462446044215,3
3,2,4,ピコテンダー,牝3,54.0,ルメール,上原佑,,美浦,2022110132,05339,Justify,Lightstream,Harlan's Holiday,0.05176615801950645,1
4,3,5,エンジェルブリーズ,牝3,55.0,横山和,中舘,,美浦,2022104418,01140,エピファネイア,レーヌミノル,ダイワメジャー,-1.3668094131791662,11
5,3,6,スペルビア,牡3,54.0,▲上里,石栗,,美浦,2022101781,01217,エスケンデレヤ,パシャ,デュランダル,-0.07413912411376683,2
6,4,7,タルトポワール,牝3,55.0,丹内,清水英,,美浦,2022106122,01091,モーニン,スレドボ,コマンズ,-0.5158565117879372,5
7,4,8,ポムファッジ,牝4,56.0,石橋脩,矢野,,美浦,2021101921,01077,リオンディーズ,ニューアイデア,Cape Cross,-1.038163974705806,9
8,5,9,セイゲン,セ6,55.0,▲舟山,中川,,美浦,2019100234,01221,エスポワールシチー,ヘイブンズギフト,クロフネ,-1.562829391290088,13
9,5,10,カサブランカキッド,牡5,58.0,横山典,和田勇,,美浦,2020104936,00660,ドレフォン,ビーチパラソル,ダイワメジャー,-1.9670762858472226,15
10,6,11,シルフレイ,牝3,55.0,横山武,千葉,,美浦,2022100620,01170,フォーウィールドライブ,エレディア,キングカメハメハ,-1.4777680605921693,12
11,6,12,アツキヤマト,牡4,58.0,小林凌,小西,,美浦,2021103918,01177,マルターズアポジー,メルティーキス,ブライアンズタイム,-0.7155858946637684,6
12,7,13,ルプランドル,牝6,56.0,木幡巧,萱野,,美浦,2019105754,01162,アイルハヴアナザー,ギャラクシーセレブ,ブラックタイド,-1.007019953112653,8
13,7,14,ルクスマーベリック,セ4,58.0,富田,大和田,,美浦,2021104105,01168,エピファネイア,サトノアイリ,ステイゴールド,-1.944616771022974,14
14,8,15,ジェイエルバース,牡3,55.0,△長浜,小西,,美浦,2022100604,01214,マジェスティックウォリアー,ホウライマリーン,サウスヴィグラス,-2.1855445624491985,16
15,8,16,キングズブレス,牡4,58.0,北村宏,木村,,美浦,2021110001,01043,Kingman,インピード,Bated Breath,-0.3846562785774076,4
