,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ユーヴェリア,牝4,54.0,△柴田裕,宮本,450(-8),栗東,2021107278,1212,オルフェーヴル,ミラクルベリー,ファルブラヴ,0.5103590158656595,4,-0.024925342735237613,4,,
1,1,2,ルージュナリッシュ,牝3,55.0,小沢,国枝,456(+4),美浦,2022105162,1185,ドレフォン,レッドラヴィータ,スペシャルウィーク,0.3677174582705925,5,-0.07018538217101512,5,,
2,2,3,クインズセレネ,牝4,55.0,☆松本,野中,486(-8),栗東,2021103943,1191,キンシャサノキセキ,ターフデザイナー,Unbridled's Song,-0.15269503450456728,9,-0.23531180355194367,9,,
3,2,4,カルネヴァーレ,牝4,53.0,▲石田,菊沢,522(-4),美浦,2021103720,1203,ダノンレジェンド,ゴールドフェスタ,Medaglia d'Oro,1.9589171737284097,1,0.43470087318146705,1,,
4,3,5,リノアラ,牝6,53.0,▲古川奈,今野,444(-6),栗東,2019101620,1190,キングカメハメハ,サトノジョリー,Bernardini,-0.6709771665316467,13,-0.39976226336111015,13,,
5,3,6,エイミームーン,牝3,55.0,藤懸,矢野,462(-8),美浦,2022106013,1138,ポアゾンブラック,ジョジョニー,ゴールドアリュール,-0.16628850281402194,10,-0.23962499896377074,10,,
6,4,7,ユージュアーナ,牝3,55.0,亀田,奥村豊,466(+2),栗東,2022102952,1176,リアルスティール,アルボナンザ,キングカメハメハ,-0.12440506287439643,8,-0.22633542069966583,8,,
7,4,8,アトリウムチャペル,牝4,56.0,菱田,浅利,436(+2),美浦,2021105078,1144,ドレフォン,ジュリエットベール,ヴィクトワールピサ,0.9922364751868484,2,0.12797394678320176,2,,
8,5,9,モリノアミーゴ,牝3,52.0,▲小林美,鈴木伸,466(0),美浦,2022106328,1206,モーニン,ロサモスカータ,ヴィクトワールピサ,-1.2130633812418687,15,-0.5717657374470136,15,,
9,5,10,ヴィヴァシャス,牝3,55.0,丸山,笹田,444(-2),栗東,2022104391,1127,モズアスコット,ジニアスミノル,ディープインパクト,-1.3192989541851063,16,-0.6054741903127838,16,,
10,6,11,メルシージュテーム,牝3,55.0,高杉,西田,444(-8),美浦,2022105364,1213,ダノンレジェンド,ジャドール,フジキセキ,-0.4131478826080312,11,-0.3179532607476622,11,,
11,6,12,ショウナンラフィネ,牝3,54.0,☆西塚,高野,416(+2),栗東,2022101048,1200,オルフェーヴル,ショウナンランジュ,キングカメハメハ,0.7434102832135364,3,0.04902161724304873,3,,
12,7,13,ハヤブサオヒメサマ,牝3,51.0,★河原田,渡辺,452(+2),栗東,2022105973,1204,ロードカナロア,フェアリーダンス,アグネスタキオン,-0.7823917055808931,14,-0.4351139975689134,14,,
13,7,14,アクアマリーナ,牝3,55.0,鮫島駿,伊坂,458(-2),美浦,2022102026,1157,シニスターミニスター,コーラルビュー,キングヘイロー,0.09211612762669774,7,-0.15763343941185123,7,,
14,8,15,イーブンベター,牝3,55.0,国分恭,牧浦,436(+2),栗東,2022106540,1124,リアルスティール,サムシングジャスト,ヴィクトワールピサ,0.16140410754790124,6,-0.1356484249705375,6,,
15,8,16,ホシニネガイヲ,牝3,53.0,◇今村,竹内,436(-4),美浦,2022101386,1193,ミスターメロディ,アストランティア,キングカメハメハ,-0.500338998798634,12,-0.34561892441377895,12,,
