,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,コパノキュラソー,牡3,53.0,★河原田,宮,,栗東,2022104085,1204,シャンハイボビー,アシュレイリバー,Mr. Greeley,0.4416625361880942,3,-0.046722674675008985,3,,
1,1,2,シュテルンビルト,牡3,57.0,丸山,森田,,栗東,2022102360,1127,レインボーライン,ブループレリュード,ゴールドアリュール,-0.22053082638665852,8,-0.2568360400192467,8,,
2,2,3,マテンロウミラクル,牡4,56.0,△柴田裕,佐々木,,栗東,2021105993,1212,カリフォルニアクローム,レイナカスターニャ,キングカメハメハ,-0.8152026013396222,12,-0.44552486562869,12,,
3,2,4,パヴィーア,牝3,54.0,☆松本,田中克,,栗東,2022110082,1191,Medaglia d'Oro,Pavini,Dubawi,-1.2153814437376702,16,-0.572501256616486,16,,
4,3,5,ザングウィル,牡5,57.0,☆西塚,佐藤悠,,栗東,2020110051,1200,Dandy Man,Zaaqya,Nayef,-0.8100011663720722,11,-0.4438744549368617,11,,
5,3,6,ウォーターパラディ,牡3,57.0,菱田,岡田,,栗東,2022103229,1144,ウォータービルド,トレースイスラ,サウスヴィグラス,-0.9963599759497773,13,-0.50300593956798,13,,
6,4,7,ゴンドワナ,セ5,58.0,横山琉,小島,,美浦,2020103921,1192,マツリダゴッホ,ヌーナ,Congrats,0.009250784837442122,7,-0.18392653902275058,7,,
7,4,8,ライングッドマン,牡4,58.0,武藤,武藤,,美浦,2021101930,1169,シャンハイボビー,ヤサカオディール,メイショウボーラー,0.3225560545491893,6,-0.0845150554294097,6,,
8,5,9,トリプルバレル,牡3,54.0,▲川端,藤野,,栗東,2022101086,1195,ロゴタイプ,ボーナスチャンス,エンパイアメーカー,-1.0060406808539963,14,-0.5060776186292456,14,,
9,5,10,ケイアイマウンガ,牡3,57.0,藤懸,宮本,,栗東,2022106582,1138,マクフィ,ケイアイアテナ,Afleet Alex,1.2914587607721535,1,0.22291691203109917,1,,
10,6,11,ペイドラロワール,牡3,57.0,高杉,清水久,,栗東,2022103962,1213,ダイワメジャー,ルリオン,キングカメハメハ,0.39707181907268924,4,-0.06087126958058385,4,,
11,6,12,レーティッシュ,牡3,57.0,吉田隼,高橋一,,栗東,2022110152,1095,American Pharoah,Bernina Star,Harlan's Holiday,0.34968785043662814,5,-0.07590616071083843,5,,
12,7,13,シルフズミスチーフ,牝3,53.0,◇今村,池江,,栗東,2022110001,1193,Into Mischief,ヘヴンハズマイニッキー,マジェスティックウォリアー,0.719823850089209,2,0.04153766297786265,2,,
13,7,14,ダイタエリュシオン,牡3,57.0,柴田大,土田,,美浦,2022101733,1009,ホッコータルマエ,クリスタルストーン,ブライアンズタイム,-0.4057547487035771,9,-0.31560742593127944,9,,
14,8,15,タケルハーロック,牡3,57.0,鮫島駿,高柳大,,栗東,2022100333,1157,ナダル,ヒシアルコル,ダイワメジャー,-1.0298126077862004,15,-0.513620429914792,15,,
15,8,16,テーオーミリカン,牡3,57.0,秋山稔,宮,,栗東,2022106705,1181,ウインブライト,ミッキーパール,タニノギムレット,-0.5046327634248955,10,-0.34698133211311316,10,,
