,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,サンダーユニバンス,牡4,58.0,城戸,奥村豊,486(+12),栗東,2021105839,1147,ドレフォン,ラテラス,Harlan's Holiday,-0.09130864454625237,12,-0.2333505441730526,12,,
1,1,2,コスモフレディ,牡4,58.0,柴田大,水野,474(-5),美浦,2021100730,1009,シニスターミニスター,ナンヨークイーン,トワイニング,0.9796240218483631,5,0.04890620002356135,5,,
2,2,3,アバレリュウ,牡3,57.0,野中,鈴木慎,494(-12),美浦,2022100390,1158,マクフィ,ラブリースター,サウスヴィグラス,0.3418504550874215,8,-0.1191864318826478,8,,
3,2,4,スルーザナイト,牝3,55.0,亀田,西園翔,490(-4),栗東,2022105053,1176,リアルインパクト,マイティースルー,クロフネ,1.7959156248699457,2,0.26404933405418207,2,,
4,3,5,ニヒトツーゼーア,牡3,54.0,▲小林美,中竹,518(+10),栗東,2022102383,1206,リオンディーズ,フィエラメンテ,タニノギムレット,1.0791274760488723,4,0.07513149121157306,4,,
5,3,6,アイファーファイト,牡6,54.0,★河原田,的場,446(+4),美浦,2019101233,1204,バトルプラン,エアリーチューン,ステイゴールド,-0.05138034069311255,10,-0.2228269758848409,10,,
6,4,7,フリッパー,牡5,57.0,☆西塚,戸田,498(+4),美浦,2020100078,1200,ドレフォン,ピアノボレロ,ダンスインザダーク,-1.2556646406047127,16,-0.5402300921092317,16,,
7,4,8,リボルトバレット,牡4,58.0,秋山稔,伊藤伸,490(-2),美浦,2021104822,1181,ラニ,リボルトレイダー,ワイルドラッシュ,0.49467356658544087,7,-0.07890812565201816,7,,
8,5,9,ディニテ,牡3,57.0,国分優,辻野,506(+8),栗東,2022105695,1125,エピファネイア,ゴールディーエスポニー,Vespone,1.9605138436406904,1,0.30743110658634354,1,,
9,5,10,メリトーリアス,牡3,57.0,小沢,東田,536(-2),栗東,2022105727,1185,オルフェーヴル,メリオーラ,Starspangledbanner,-0.7423726269431838,14,-0.40494601950177433,14,,
10,6,11,ロストボール,セ6,55.0,▲森田,加藤和,448(-6),美浦,2019106972,1222,フリオーソ,センスオブラヴ,ストリートセンス,-0.08013676360088609,11,-0.2304060651771814,11,,
11,6,12,ワンカードフェロー,牡3,57.0,菱田,嘉藤,488(-12),美浦,2022103643,1144,American Pharoah,ワンカードトゥーメニー,Drosselmeyer,0.8920414368814,6,0.025822792395028663,6,,
12,7,13,キュードス,牡3,57.0,高杉,荒川,490(0),栗東,2022106312,1213,ミスターメロディ,アルカンジュ,チチカステナンゴ,-0.9505972055679455,15,-0.4598260259378471,15,,
13,7,14,スコーピオンイメル,牡3,54.0,▲古川奈,武英,500(+4),栗東,2022104496,1190,ホッコータルマエ,ダーリングバード,Birdstone,0.026904515631027536,9,-0.2021940926426657,9,,
14,8,15,ハイグッドワールド,牡4,56.0,△柴田裕,谷,518(+16),栗東,2021104474,1212,アジアエクスプレス,ハイフィールド,マーベラスサンデー,-0.20762010810077056,13,-0.264005781468377,13,,
15,8,16,コズミックダンサー,牡3,56.0,☆松本,藤原,484(0),栗東,2022104740,1191,アドマイヤマーズ,ギエム,Medaglia d'Oro,1.6369515454532193,3,0.22215250439501089,3,,
