,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ベリーベリーベリー,牝5,53.0,▲小林美,鈴木伸,,美浦,2020104291,1206,シャンハイボビー,ストロベリーパフェ,ブライアンズタイム,0.30262147047704724,8,-0.13184155700311895,8,,
1,1,2,エースアビリティ,牡4,58.0,長岡,堀内,,美浦,2021102098,1142,ヤマカツエース,ヒアデス,モンテロッソ,-0.46233205176191794,12,-0.39640097729141693,12,,
2,2,3,ウイングスオブラヴ,セ6,54.0,★河原田,笹田,,栗東,2019106615,1204,ルーラーシップ,エイジアンウインズ,フジキセキ,0.35140058969394317,7,-0.1149712830230426,7,,
3,2,4,カーフキック,牡3,57.0,武藤,高橋文,,美浦,2022104840,1169,マインドユアビスケッツ,ジョンブドール,ステイゴールド,0.39803193248262164,6,-0.09884381820749558,6,,
4,3,5,メイショウオグマ,セ6,58.0,国分恭,安達,,栗東,2019104261,1124,ホッコータルマエ,メイショウワゴコロ,マンハッタンカフェ,0.4448866152396301,5,-0.08263911119248049,5,,
5,3,6,キタノサワヤカ,牡3,56.0,☆松本,吉田,,栗東,2022102501,1191,イスラボニータ,サワヤカブラン,クロフネ,0.10869764340622572,9,-0.19891017460982058,9,,
6,4,7,ダイシンラー,牡3,57.0,鮫島駿,梅田,,栗東,2022101562,1157,サトノダイヤモンド,グレースドゥモナコ,タイキシャトル,0.46979066722965546,3,-0.07402603684774595,3,,
7,4,8,ビップレーヌ,牝4,56.0,菱田,高柳瑞,,美浦,2021100886,1144,リアルインパクト,ヒシタイトル,キングカメハメハ,2.1330558393730343,1,0.5012147548280992,1,,
8,5,9,タガノヘラクレス,牡4,58.0,高杉,千田,,栗東,2021106544,1213,シルバーステート,タガノグラッツェ,エンパイアメーカー,0.766908780265217,2,0.02873235756001978,2,,
9,5,10,ゴルデールスカー,牡5,58.0,亀田,加藤公,,栗東,2020103625,1176,モーリス,マラムデール,フレンチデピュティ,-0.5412477442669509,13,-0.4236939947804704,13,,
10,6,11,ブルーゴールド,牡5,58.0,野中,根本,,美浦,2020104951,1158,アイファーソング,タカラインディ,エンパイアメーカー,-1.1429074978260263,14,-0.6317782129516553,14,,
11,6,12,カスバートテソーロ,牝3,55.0,吉田隼,畠山,,美浦,2022102263,1095,ゴールドアクター,パテオドバテール,Shirocco,0.44862262610104664,4,-0.08134701064133304,4,,
12,7,13,ブリスフル,牡4,58.0,丸田,武市,,美浦,2021106070,1117,エスポワールシチー,ポルボローネ,フレンチデピュティ,-1.3137145992749688,15,-0.690851903609609,15,,
13,7,14,ウヌボレヤサン,セ4,56.0,△柴田裕,本間,,美浦,2021104052,1212,ダノンレジェンド,サクラヴァニータ,サクラローレル,-0.34301472035564384,11,-0.355135040068463,11,,
14,8,15,メイショウアゴナス,牡3,57.0,藤懸,本田,,栗東,2022103263,1138,スワーヴリチャード,メイショウブーケ,フレンチデピュティ,-1.3896798469844074,16,-0.7171245088225932,16,,
15,8,16,エンマ,牡3,54.0,▲森田,武英,,栗東,2022102956,1222,バゴ,ウェルノーテッド,ドリームジャーニー,-0.052618279547801905,10,-0.25470133815015544,10,,
