,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,フェリ,牝5,56.0,藤岡佑,佐々木,栗東,2020105156,01093,ヘニーヒューズ Henny Hughes(米) ,キョウワフェアリー ,アルカセット Alkaased(米) ,-4.543480469057313,16
1,1,2,クリノオリーブ,牝4,56.0,酒井,谷,栗東,2021102259,01034,ドレフォン Drefong(米) ,ストラスペイ ,シンボリクリスエス ,2.7923632802600347,1
2,2,3,ニホンピロトッティ,牝4,56.0,田口,緒方,栗東,2021104210,01208,パドトロワ ,シンデレラロマンス ,Elusive Quality ,-1.3138093905765238,10
3,2,4,エンプレスペイ,牝5,56.0,国分優,小栗,栗東,2020103779,01125,サトノアラジン ,ヒップホップスワン ,Tiz Wonderful ,-1.9291305365676363,13
4,3,5,プリンスノット,牡5,58.0,岩田康,小椋,栗東,2020102881,05203,ダノンレジェンド ,ジュピターズビコー ,シングスピール Singspiel(愛) ,-3.0959898910911194,14
5,3,6,フォルテローザ,牝4,56.0,団野,斉藤崇,栗東,2021105706,01180,Gun Runner (米) ,Dixie Crisp ,Dixieland Band ,-1.8682690063162601,12
6,4,7,モックモック,牡5,58.0,シュタルケ,寺島,栗東,2020100061,05115,リアルインパクト ,レディオブフレイム ,パイロ Pyro(米) ,-0.773124053516559,7
7,4,8,ワイワイレジェンド,牡4,57.0,☆高杉,矢作,栗東,2021103812,01213,サンダースノー Thunder Snow(愛) ,エヴォリューション ,リキアイサイレンス ,-3.7607083560918793,15
8,5,9,ビップシュプリーム,牝6,55.0,☆吉村,松下,栗東,2019105241,01216,ロードカナロア ,ナスケンアイリス ,フレンチデピュティ French Deputy(米) ,-1.3994201009905542,11
9,5,10,イミュータブル,牡5,58.0,鮫島駿,浜田,栗東,2020104346,01157,,,,1.2244633190723155,2
10,6,11,ディキシーガンナー,牡5,58.0,和田竜,中内田,栗東,2020110031,01018,,,,0.7180033441950446,4
11,6,12,メイショウヤーキス,牡4,58.0,幸,飯田,栗東,2021102573,00732,,,,-0.44405173543892157,6
12,7,13,フレイミングパイ,牝4,56.0,岩田望,中竹,栗東,2021106936,01174,,,,0.7356194766264408,3
13,7,14,ストームバンガード,牡4,58.0,水口,岡田,栗東,2021103819,01133,,,,-1.126160950294803,8
14,8,15,サンダーバース,牡4,55.0,▲鷲頭,井上,栗東,2021103582,01202,,,,-1.2954201737318118,9
15,8,16,プロテア,セ5,55.0,▲森田,宮本,栗東,2020104206,01222,,,,0.023205535072239745,5
