,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,エレレラナキラ,牡3,57.0,木幡巧,牧,美浦,2022101382,01162,ノーブルミッション Noble Mission(英) ,プレアデスマリーン ,スペシャルウィーク ,-2.308299809600399,14
1,1,2,ジェイエルライナー,牝3,55.0,小林凌,小西,美浦,2022101819,01177,ルヴァンスレーヴ ,スリールドランジュ ,ゼンノロブロイ ,-1.4513391347561049,5
2,2,3,ニシノベニトアイト,牡3,53.0,★谷原,伊藤圭,美浦,2022100917,01219,リアルスティール ,シェリレーヌ ,Mineshaft (米) ,-1.7029573997641902,8
3,2,4,ブルーオブウインド,牝3,55.0,江田照,的場,美浦,2022106405,00689,ブリックスアンドモルタル Bricks and Mortar(米) ,クォリティシーズン ,トワイニング Twining(米) ,-1.5791669283414138,7
4,3,5,グランヴァルール,牝3,52.0,▲遠藤,千葉,美浦,2022104131,01218,ロゴタイプ ,オープンユアアイズ ,ヴィクトワールピサ ,-0.985081343750146,4
5,3,6,タイヨウノキセツ,牡3,57.0,三浦,高柳瑞,美浦,2022100277,01122,アルアイン ,ジャーメイン ,アドマイヤムーン ,0.5557796209441297,1
6,4,7,ブリックンクリック,セ3,57.0,戸崎圭,中舘,美浦,2022105300,05386,ロジャーバローズ ,ディアジーローズ ,ワイルドラッシュ Wild Rush(米) ,-1.8109820579630205,9
7,4,8,エイトビートレター,牝3,55.0,黛,佐藤吉,美浦,2022107018,01109,パイロ Pyro(米) ,トラストダーコ ,キズナ ,-2.049635586376433,11
8,5,9,アリアルブラック,牡3,57.0,坂井,久保田,美浦,2022105278,01163,,,,-0.43139699922806235,2
9,5,10,ミスティマウンテン,牡3,57.0,横山武,池上,美浦,2022101684,01170,,,,-2.086696630538056,12
10,6,11,サイモングリット,牡3,57.0,石橋脩,勢司,美浦,2022101509,01077,,,,-2.2255891322387367,13
11,6,12,ガストフロント,牡3,57.0,斎藤,水野,美浦,2022103029,01178,,,,-2.376952020937257,15
12,7,13,トラストパイロ,牡3,57.0,横山和,田村,美浦,2022107415,01140,,,,-1.4628309104043826,6
13,7,14,ロアリングフレイム,牝3,55.0,横山典,稲垣,美浦,2022102019,00660,,,,-1.8541641524860317,10
14,8,15,ダノンメナージュ,牡3,57.0,内田博,西田,美浦,2022101484,00422,,,,-2.4424634185632805,16
15,8,16,マーレリアン,牝3,55.0,原,萱野,美浦,2022104422,01184,,,,-0.6521778853533988,3
