race_type,course_len,ground_state,class,体重帯,1着,2着,3着,着外
ダート,1200,不良,1勝クラス,410,0,0,0,1
ダート,1200,不良,1勝クラス,420,0,0,0,1
ダート,1200,不良,1勝クラス,440,2,0,0,2
ダート,1200,不良,1勝クラス,450,0,0,0,3
ダート,1200,不良,1勝クラス,460,1,1,1,7
ダート,1200,不良,1勝クラス,470,0,0,0,9
ダート,1200,不良,1勝クラス,480,0,0,2,3
ダート,1200,不良,1勝クラス,490,0,1,0,6
ダート,1200,不良,1勝クラス,500,0,2,0,1
ダート,1200,不良,1勝クラス,510,0,0,0,5
ダート,1200,不良,1勝クラス,520,0,0,0,4
ダート,1200,不良,1勝クラス,530,1,0,1,2
ダート,1200,不良,2勝クラス,430,0,0,1,0
ダート,1200,不良,2勝クラス,450,0,0,0,1
ダート,1200,不良,2勝クラス,460,0,0,0,2
ダート,1200,不良,2勝クラス,470,0,0,0,3
ダート,1200,不良,2勝クラス,480,1,0,0,2
ダート,1200,不良,2勝クラス,490,0,1,0,3
ダート,1200,不良,2勝クラス,500,0,0,0,1
ダート,1200,不良,2勝クラス,520,0,0,0,1
ダート,1200,不良,3勝クラス,440,0,0,0,3
ダート,1200,不良,3勝クラス,450,0,0,0,3
ダート,1200,不良,3勝クラス,460,0,0,1,2
ダート,1200,不良,3勝クラス,470,1,0,0,9
ダート,1200,不良,3勝クラス,480,0,1,0,3
ダート,1200,不良,3勝クラス,490,1,0,0,2
ダート,1200,不良,3勝クラス,500,1,1,0,5
ダート,1200,不良,3勝クラス,510,0,0,1,2
ダート,1200,不良,3勝クラス,520,0,1,1,4
ダート,1200,不良,3勝クラス,530,0,0,0,1
ダート,1200,不良,3勝クラス,540,0,0,0,1
ダート,1200,不良,all,400,0,0,0,1
ダート,1200,不良,all,410,0,0,0,4
ダート,1200,不良,all,420,0,1,1,3
ダート,1200,不良,all,430,0,0,1,3
ダート,1200,不良,all,440,2,0,1,19
ダート,1200,不良,all,450,0,1,2,14
ダート,1200,不良,all,460,2,3,2,22
ダート,1200,不良,all,470,2,2,1,28
