,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,クリュメノス,牡3,54.0,▲石田,小西,478(+6),美浦,2023102107,1203,マジェスティックウォリアー,オーシャンケリー,シンボリクリスエス,-1.601492302007904,13,-1.182708079362635,9,,8,45.2,46.3,44.7,9
1,2,2,オルブライト,牡3,57.0,大野,杉浦,470(-2),美浦,2023101644,1096,オルフェーヴル,エナジャイズ,キングカメハメハ,0.0412632465657372,5,-0.2958014129150568,4,,6,52.6,46.8,49.4,6
2,3,3,インスウィング,セ3,57.0,原,青木,508(+4),美浦,2023101444,1184,アメリカンペイトリオット,アルカナ,ステイゴールド,0.1004805011205558,4,-0.2638306319434182,11,,11,41.2,45.9,40.5,11
3,4,4,フィンガー,牡3,57.0,戸崎圭,田中博,548(+6),美浦,2023102813,5386,Gun Runner,エスティロタレントーソ,Maclean's Music,1.0470127042130095,1,0.2471922781048311,1,,1,76.3,82.2,76.2,1
4,4,5,ブルージェネシス,牡3,57.0,荻野極,菊川,450(+8),美浦,2023101798,1160,サトノジェネシス,レアシルウィア,ティンバーカントリー,-0.5785856842251504,8,-0.6304514157022474,2,,5,56.6,47.5,57.8,2
5,5,6,タイガーゲイト,牡3,57.0,丹内,大和田,476(0),美浦,2023102964,1091,リオンディーズ,ロイヤルヴォルト,ディープインパクト,-1.375250523402458,12,-1.0605624918171537,12,,13,39.0,45.4,39.9,12
6,5,7,ゴーフォアブローク,牡3,55.0,△長浜,手塚久,528(-2),美浦,2023100629,1214,インディチャンプ,ラヴィーズラヴィン,Giant's Causeway,-0.3390401206963055,7,-0.501123252789547,6,,2,51.2,55.4,54.8,4
7,6,8,ニシノモリミチ,牡3,57.0,菅原明,高木,492(+4),美浦,2023100362,1179,ダノンプレミアム,ポークチョップ,ゴールドヘイロー,0.8098286221603401,2,0.1191390545254545,3,,9,55.5,46.2,51.3,5
8,6,9,タニセンローマ,牡3,57.0,岩田康,斎藤誠,464(+4),美浦,2023101095,5203,シャンハイボビー,メイシャイン,シンボリクリスエス,0.7943359558131897,3,0.1107747248013721,7,,7,50.6,46.7,47.6,8
9,7,10,モリインビクタス,牡3,54.0,▲遠藤,伊藤伸,476(0),美浦,2023106582,1218,ストーミーシー,イオ,タイキシャトル,-1.049132104020706,10,-0.8844945427834954,10,,10,42.7,46.1,43.4,10
10,7,11,クラウンプレゼンタ,牡3,57.0,内田博,天間,470(-2),美浦,2023100795,422,クラウンレガーロ,クラウンシトラス,スニッツェル,-0.9619559921476598,9,-0.8374290649999526,13,,12,38.0,45.6,39.3,13
11,8,12,トーセンシーギリヤ,牡3,57.0,原田和,土田,488(+22),美浦,2023100588,1143,Magna Grecia,ドルスノッテ,The Gurkha,-1.0500173509243644,11,-0.8849724783966111,5,,3,51.9,48.1,48.6,7
12,8,13,シンエンドーツダ,牡3,57.0,菊沢,萱野,472(+4),美浦,2023103621,1161,イスラボニータ,エンドーツダ,タートルボウル,0.0257548223615462,6,-0.3041742501425655,8,,4,49.2,47.9,56.6,3
