,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,バンブトンプロ,牡6,58.0,柴田大,粕谷,506(+4),美浦,2020106562,1009,マクフィ,ニースセブンティン,ナリタトップロード,-1.899623639012785,15,-1.2872418008208832,15,,
1,1,2,テセラリアン,牝5,56.0,菅原明,鈴木慎,438(0),美浦,2021100338,1179,リアルスティール,テセラレフィナード,ファルブラヴ,-0.259107191057079,9,-0.4296116606289535,9,,
2,2,3,ジャスパーソレイユ,牡4,58.0,丸山,森秀,478(+2),栗東,2022110111,1127,Mitole,Hen Escape,ヘニーヒューズ,1.6670371313319439,2,0.5773391854286346,2,,
3,2,4,タイセイピューマ,牡5,55.0,▲石田,新開,492(0),美浦,2021106119,1203,ディスクリートキャット,タイセイクインス,ワイルドラッシュ,-0.5658780414478979,10,-0.5899855037289887,10,,
4,3,5,ケープアグラス,牝5,56.0,伊藤,金成,478(+4),美浦,2021100382,1119,エスポワールシチー,ケープタウンシチー,シンボリクリスエス,-0.8278869896672951,13,-0.7269586936491235,13,,
5,3,6,ヒストリアイ,セ5,58.0,原,堀,554(+18),美浦,2021110062,1184,Liam's Map,Cara Bella,Ghostzapper,0.8487976874038368,4,0.14957949433800538,4,,
6,4,7,クラリティスケール,牝7,56.0,石川,藤野,472(+18),栗東,2019103442,1150,エイシンヒカリ,エイシンカラット,Tale of Ekati,0.3426495809175482,6,-0.11502490634608693,6,,
7,4,8,ヴィクトリーロード,牡6,58.0,菊沢,畠山,486(0),美浦,2020103931,1161,ロードカナロア,ファーゴ,ハーツクライ,-1.4376607837597712,14,-1.045736591404779,14,,
8,5,9,モリノセピア,牡5,58.0,横山武史,鈴木伸,500(+2),美浦,2021106307,1170,エスポワールシチー,ペルレストラーダ,アルデバラン,0.8780382732025979,3,0.1648659047419581,3,,
9,5,10,コスタデラルス,牡4,55.0,▲石神道,和田雄,442(+6),美浦,2022107309,1209,パイロ  Pyro(米),ホウオウサファイア,サウスヴィグラス,0.13925227262367285,7,-0.22135706915013056,7,,
10,6,11,ヴェルトラウム,セ5,58.0,武藤,西田,454(+2),美浦,2021104903,1169,ミッキーロケット,ヒルダ,ダイワメジャー,-0.6975126109403118,12,-0.6588015003186989,12,,
11,6,12,グリーンライズ,セ7,58.0,原田和,和田雄,468(+24),美浦,2019102421,1143,パイロ,タガノシムナ,ロードカナロア,-2.1330904939926048,16,-1.409293738682294,16,,
12,7,13,スリーピース,セ4,58.0,三浦,武井,472(+12),美浦,2022104972,1122,ミッキーアイル,ビバリーヒルズ,スニッツェル,1.9500002159797294,1,0.7252667909445859,1,,
13,7,14,ロッカバイベイビー,牝4,53.0,▲佐藤,伊藤圭,452(-2),美浦,2022103725,1207,ルヴァンスレーヴ,アイシークレット,ゴールドアリュール,0.8217976683989803,5,0.13546440874213997,5,,
14,8,15,ラーナローザ,牝4,53.0,▲大久保,畠山,498(+4),美浦,2022102785,1194,ドレフォン,ラーナアズーラ,パイロ,-0.6662787534959116,11,-0.6424730462077048,11,,
15,8,16,ショウナンハクウン,牡6,58.0,荻野極,大竹,508(0),美浦,2020103670,1160,ダイワメジャー,ラッドルチェンド,Danehill Dancer,0.11469708521348734,8,-0.23419404426688667,8,,
