,peds_0,peds_1,peds_2,peds_3,peds_4,peds_5,peds_6,peds_7,peds_8,peds_9,peds_10,peds_11,peds_12,peds_13,peds_14,peds_15,peds_16,peds_17,peds_18,peds_19,peds_20,peds_21,peds_22,peds_23,peds_24,peds_25,peds_26,peds_27,peds_28,peds_29,peds_30,peds_31,peds_32,peds_33,peds_34,peds_35,peds_36,peds_37,peds_38,peds_39,peds_40,peds_41,peds_42,peds_43,peds_44,peds_45,peds_46,peds_47,peds_48,peds_49,peds_50,peds_51,peds_52,peds_53,peds_54,peds_55,peds_56,peds_57,peds_58,peds_59,peds_60,peds_61
2019106605,マジェスティックウォリアー,ラストアロー,A.P. Indy,Dream Supreme,アサティス,サンヨウアロー,Seattle Slew,Weekend Surprise,Seeking the Gold,Spinning Round,Topsider,Secret Asset,ミスターシービー,タニイチパワー,Bold Reasoning,My Charmer,Secretariat,Lassie Dear,Mr. Prospector,Con Game,Dixieland Band,Take Heart,Northern Dancer,Drumtop,Graustark,Numbered Account,トウショウボーイ,シービークイン,ネヴァービート,ロングパワー,Boldnesian,Reason to Earn,Poker,Fair Charmer,Bold Ruler,Somethingroyal,Buckpasser,Gay Missile,Raise a Native,Gold Digger,Buckpasser,Broadway,Northern Dancer,Mississippi Mud,Secretariat,Deck Stewardess,Nearctic,Natalma,Round Table,Zonah,Ribot,Flower Bowl,Buckpasser,Intriguing,テスコボーイ,ソシアルバターフライ,トピオ,メイドウ,Never Say Die,Bride Elect,ヒンドスタン,マーシユメドウ
2019106690,エスポワールシチー,チャームダンス,ゴールドアリュール,エミネントシチー,アフリート,ダンシングゴッデス,サンデーサイレンス,ニキーヤ,ブライアンズタイム,ヘップバーンシチー,Mr. Prospector,Polite Lady,Nijinsky,Producer,Halo,Wishing Well,Nureyev,Reluctant Guest,Roberto,Kelley's Day,ブレイヴェストローマン,コンパルシチー,Raise a Native,Gold Digger,Venetian Jester,Friendly Ways,Northern Dancer,Flaming Page,Nashua,Marion,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Special,Hostage,Vaguely Royal,Hail to Reason,Bramalea,Graustark,Golden Trail,Never Bend,Roman Song,トラフィック,リンネス,Native Dancer,Raise You,Nashua,Sequence,Tom Fool,Venice,Green Ticket,Ways to Learn,Nearctic,Natalma,Bull Page,Flaring Top,Nasrullah,Segula,Tantieme,Magda
2019106060,コパノリッキー,ムゲン,ゴールドアリュール,コパノニキータ,アジュディケーティング,サンヨウアロー,サンデーサイレンス,ニキーヤ,ティンバーカントリー,ニホンピロローズ,Danzig,Resolver,ミスターシービー,タニイチパワー,Halo,Wishing Well,Nureyev,Reluctant Guest,Woodman,Fall Aspen,トニービン,ウェディングブーケ,Northern Dancer,Pas de Nom,Reviewer,Lovely Morning,トウショウボーイ,シービークイン,ネヴァービート,ロングパワー,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Special,Hostage,Vaguely Royal,Mr. Prospector,プレイメイト,Pretense,Change Water,カンパラ,Severn Bridge,リアルシャダイ,アリーウイン,Nearctic,Natalma,Admiral's Voyage,Petitioner,Bold Ruler,Broadway,Swaps,Misty Morn,テスコボーイ,ソシアルバターフライ,トピオ,メイドウ,Never Say Die,Bride Elect,ヒンドスタン,マーシユメドウ
2019102327,リオンディーズ,テーオーヴィーナス,キングカメハメハ,シーザリオ,ディープインパクト,シルクチャプター,Kingmambo,マンファス,スペシャルウィーク,キロフプリミエール,サンデーサイレンス,ウインドインハーヘア,アフリート,ノーブルプライド,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,サンデーサイレンス,キャンペンガール,Sadler's Wells,Querida,Halo,Wishing Well,Alzao,Burghclere,Mr. Prospector,Polite Lady,Caerleon,Noble Chick,Raise a Native,Gold Digger,Nureyev,Pasadoble,トライマイベスト,Mill Princess,Blakeney,The Dancer,Halo,Wishing Well,マルゼンスキー,レディーシラオキ,Northern Dancer,Fairy Bridge,Habitat,Principia,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,Raise a Native,Gold Digger,Venetian Jester,Friendly Ways,Nijinsky,Foreseer,Vaguely Noble,Margarethen
2019105471,ジャスタウェイ,モアザンセイクリッド,ハーツクライ,シビル,More Than Ready,Danalaga,サンデーサイレンス,アイリッシュダンス,Wild Again,シャロン,サザンヘイロー,Woodman's Girl,デインヒル,Tamarino,Halo,Wishing Well,トニービン,ビューパーダンス,Icecapade,Bushel-n-Peck,Mo Exception,Double Wiggle,Halo,Northern Sea,Woodman,Becky Be Good,Danzig,Razyana,Caerleon,Fruition,Hail to Reason,Cosmah,Understanding,Mountain Flower,カンパラ,Severn Bridge,Lyphard,My Bupers,Nearctic,Shenanigans,Khaled,Dama,Hard Work,With Exception,Sir Wiggle,Blue Double,Hail to Reason,Cosmah,Northern Dancer,Sea Saga,Mr. Prospector,プレイメイト,Naskra,Good Landing,Northern Dancer,Pas de Nom,His Majesty,Spring Adieu,Nijinsky,Foreseer,ラインゴールド,Welsh Flame
2019101901,ディスクリートキャット,ニューチャプター,Forestry,Pretty Discreet,A.P. Indy,Headline,Storm Cat,Shared Interest,Private Account,Pretty Persuasive,Seattle Slew,Weekend Surprise,Machiavellian,Priceless Fame,Storm Bird,Terlingua,Pleasant Colony,Surgery,Damascus,Numbered Account,Believe It,Bury the Hatchet,Bold Reasoning,My Charmer,Secretariat,Lassie Dear,Mr. Prospector,Coup de Folie,Irish Castle,Comely Nell,Northern Dancer,South Ocean,Secretariat,Crimson Saint,His Majesty,Sun Colony,Dr. Fager,Bold Sequence,Sword Dancer,Kerala,Buckpasser,Intriguing,In Reality,Breakfast Bell,Tom Rolfe,Christmas Whishes,Boldnesian,Reason to Earn,Poker,Fair Charmer,Bold Ruler,Somethingroyal,Buckpasser,Gay Missile,Raise a Native,Gold Digger,Halo,Raise the Standard,Bold Ruler,Castle Forbes,Commodore M.,Nellie L.
2019101006,ホッコータルマエ,ラヴァーズレーン,キングカメハメハ,マダムチェロキー,メジロライアン,モガミヒメ,Kingmambo,マンファス,Cherokee Run,アンフォイルド,アンバーシャダイ,メジロチェイサー,カコイーシーズ,モガミポイント,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Runaway Groom,Cherokee Dame,Unbridled,Bold Foil,ノーザンテースト,クリアアンバー,メジロサンマン,シエリル,Alydar,Careless Notion,マルゼンスキー,ポイントメーカー,Raise a Native,Gold Digger,Nureyev,Pasadoble,トライマイベスト,Mill Princess,Blakeney,The Dancer,Blushing Groom,Yonnie Girl,Silver Saber,Dame Francesca,Fappiano,Gana Facil,Bold Forbes,Perfect Foil,Northern Dancer,Lady Victoria,Ambiopoise,One Clear Call,Charlottesville,パラデイシア,スノッブ,Chanel,Raise a Native,Sweet Tooth,Jester,Miss Uppity,Nijinsky,シル,ボールドラツド,クリヒデ
2019102069,キングカメハメハ,スウィートアンドセイヴォリー,Kingmambo,マンファス,Storm Cat,Sweet Life,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Storm Bird,Terlingua,Kris S.,Symbolically,Raise a Native,Gold Digger,Nureyev,Pasadoble,トライマイベスト,Mill Princess,Blakeney,The Dancer,Northern Dancer,South Ocean,Secretariat,Crimson Saint,Roberto,Sharp Queen,Flying Paster,Hail to the Queen,Native Dancer,Raise You,Nashua,Sequence,Northern Dancer,Special,Prove Out,Santa Quilla,Northern Dancer,Sex Appeal,Mill Reef,Irish Lass,Hethersett,Windmill Girl,Green Dancer,Khazaeen,Nearctic,Natalma,New Providence,Shining Sun,Bold Ruler,Somethingroyal,Crimson Satan,Bolero Rose,Hail to Reason,Bramalea,Princequillo,Bridgework,Gummo,Procne,Native Royalty,Instinctively
2019101076,ルーラーシップ,ジャジャウマガール,キングカメハメハ,エアグルーヴ,ハーツクライ,マーズプリンセス,Kingmambo,マンファス,トニービン,ダイナカール,サンデーサイレンス,アイリッシュダンス,デインヒル,ディアーミミ,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,カンパラ,Severn Bridge,ノーザンテースト,シャダイフェザー,Halo,Wishing Well,トニービン,ビューパーダンス,Danzig,Razyana,Roberto,Carnival Princess,Raise a Native,Gold Digger,Nureyev,Pasadoble,トライマイベスト,Mill Princess,Blakeney,The Dancer,Kalamoun,State Pension,Hornbeam,Priddy Fair,Northern Dancer,Lady Victoria,ガーサント,パロクサイド,Hail to Reason,Cosmah,Understanding,Mountain Flower,カンパラ,Severn Bridge,Lyphard,My Bupers,Northern Dancer,Pas de Nom,His Majesty,Spring Adieu,Hail to Reason,Bramalea,Prince John,Carnival Queen
2019100306,ペルーサ,スターライトダンス,ゼンノロブロイ,アルゼンチンスター,スピードワールド,スピードデクタス,サンデーサイレンス,ローミンレイチェル,Candy Stripes,ディフェレンテ,Woodman,Gray Tab,ディクタス,ライフサイクル,Halo,Wishing Well,マイニング,One Smart Lady,Blushing Groom,バブルカンパニー,Propicio,Derepente,Mr. Prospector,プレイメイト,Zulu Tom,Pro Tab,Sanctus,Doronic,ノーザンテースト,サイクラス,Hail to Reason,Cosmah,Understanding,Mountain Flower,Mr. Prospector,I Pass,Clever Trick,Pia's Lady,Red God,Runaway Bride,Lyphard,Prodice,Dorileo,Prontisima,Samos,Desalmada,Raise a Native,Gold Digger,Buckpasser,Intriguing,Tom Rolfe,Zulu Dancer,Al Hattab,Prologue,Fine Top,Sanelta,Worden,Dulzetta,Northern Dancer,Lady Victoria,Sword Dancer,Cycle
