,式別,馬番,配当,人気
0,単勝,7,150,1
1,複勝,7,110,1
2,複勝,4,290,7
3,複勝,3,210,4
4,枠連,4-6,1390,6
5,馬連,4-7,1570,6
6,ワイド,4-7,600,7
7,ワイド,3-7,410,4
8,ワイド,3-4,1270,18
9,馬単,7→4,1760,8
10,3連複,3-4-7,3270,13
11,3連単,7→4→3,9000,30
