,式別,馬番,配当,人気
0,単勝,9,360,1
1,複勝,9,160,1
2,複勝,2,160,3
3,複勝,7,170,5
4,枠連,2-6,1090,3
5,馬連,2-9,1190,4
6,ワイド,2-9,500,7
7,ワイド,7-9,550,9
8,ワイド,2-7,440,3
9,馬単,9→2,1930,2
10,3連複,2-7-9,2110,6
11,3連単,9→2→7,7860,3
