,式別,馬番,配当,人気
0,単勝,5,310,1
1,複勝,5,160,2
2,複勝,11,310,6
3,複勝,10,400,7
4,枠連,4-7,870,4
5,馬連,5-11,1600,4
6,ワイド,5-11,700,5
7,ワイド,5-10,860,10
8,ワイド,10-11,2180,27
9,馬単,5→11,2650,7
10,3連複,5-10-11,6570,17
11,3連単,5→11→10,23460,67
