,式別,馬番,配当,人気
202609010204,ワイド,6-9,210,1
202609010204,ワイド,9-13,480,5
202609010204,馬単,6→13,2150,7
202609010204,三連複,6-9-13,1470,2
202609010204,三連単,6→13→9,7980,17
202609010205,単勝,13,150,1
202609010205,複勝,13,110,1
202609010205,複勝,6,160,3
202609010205,複勝,11,160,2
202609010205,枠連,5-8,190,1
202609010205,馬連,6-13,400,1
202609010205,ワイド,6-13,200,1
202609010205,ワイド,11-13,240,2
202609010205,ワイド,6-11,560,6
202609010205,馬単,13→6,530,1
202609010205,三連複,6-11-13,870,2
202609010205,三連単,13→6→11,2130,3
202609010206,単勝,11,250,1
202609010206,複勝,11,120,1
202609010206,複勝,5,280,7
202609010206,複勝,8,200,3
202609010206,枠連,5-8,1690,6
202609010206,馬連,5-11,1910,7
202609010206,ワイド,5-11,730,9
202609010206,ワイド,8-11,380,3
202609010206,ワイド,5-8,930,14
202609010206,馬単,11→5,2980,10
202609010206,三連複,5-8-11,2550,8
202609010206,三連単,11→5→8,10180,25
202609010207,単勝,3,550,3
202609010207,複勝,3,140,3
202609010207,複勝,6,170,4
202609010207,複勝,7,110,1
202609010207,枠連,3-6,2320,10
202609010207,馬連,3-6,2360,10
202609010207,ワイド,3-6,560,7
202609010207,ワイド,3-7,230,2
202609010207,ワイド,6-7,290,3
202609010207,馬単,3→6,4460,16
202609010207,三連複,3-6-7,1590,5
202609010207,三連単,3→6→7,13410,41
202609010208,単勝,9,690,3
202609010208,複勝,9,190,3
202609010208,複勝,3,160,1
202609010208,複勝,7,450,8
202609010208,枠連,2-5,610,3
202609010208,馬連,3-9,1040,1
202609010208,ワイド,3-9,410,1
202609010208,ワイド,7-9,1490,22
202609010208,ワイド,3-7,1220,17
202609010208,馬単,9→3,2390,6
202609010208,三連複,3-7-9,5460,19
202609010208,三連単,9→3→7,24220,67
202609010209,単勝,4,1360,6
202609010209,複勝,4,240,6
202609010209,複勝,9,160,3
202609010209,複勝,2,150,2
202609010209,枠連,4-8,1160,5
202609010209,馬連,4-9,2340,11
202609010209,ワイド,4-9,660,10
202609010209,ワイド,2-4,620,8
202609010209,ワイド,2-9,290,2
202609010209,馬単,4→9,5790,26
202609010209,三連複,2-4-9,2090,7
202609010209,三連単,4→9→2,18600,72
202609010210,単勝,2,350,2
202609010210,複勝,2,140,2
202609010210,複勝,1,150,3
202609010210,馬連,2-7,550,1
202609010210,ワイド,2-7,230,1
202609010210,ワイド,1-2,440,7
202609010210,ワイド,1-7,260,2
202609010210,馬単,2→7,1140,2
202609010210,三連複,1-2-7,1110,2
202609010210,三連単,2→7→1,5080,11
202609010211,単勝,8,350,1
202609010211,複勝,8,160,1
202609010211,複勝,6,390,8
202609010211,複勝,7,220,4
202609010211,枠連,5-6,820,4
202609010211,馬連,6-8,2410,9
202609010211,ワイド,6-8,770,9
202609010211,ワイド,7-8,400,3
202609010211,ワイド,6-7,1470,21
202609010211,馬単,8→6,3810,14
202609010211,三連複,6-7-8,3980,13
202609010211,三連単,8→6→7,15930,46
202609010212,単勝,11,260,1
202609010212,複勝,11,140,1
202609010212,複勝,15,470,8
202609010212,複勝,6,170,2
202609010212,枠連,6-8,2090,9
202609010212,馬連,11-15,3080,11
202609010212,ワイド,11-15,930,11
202609010212,ワイド,6-11,320,1
202609010212,ワイド,6-15,2090,23
202609010212,馬単,11→15,4720,16
202609010212,三連複,6-11-15,4520,13
202609010212,三連単,11→15→6,26010,71
202609010301,単勝,5,460,2
202609010301,複勝,5,180,3
202609010301,複勝,16,110,1
202609010301,複勝,3,460,6
202609010301,枠連,3-8,420,1
202609010301,馬連,5-16,590,2
202609010301,ワイド,5-16,310,3
202609010301,ワイド,3-5,1820,20
202609010301,ワイド,3-16,910,9
202609010301,馬単,5→16,1190,4
202609010301,三連複,3-5-16,3130,7
202609010301,三連単,5→16→3,12170,32
202609010302,単勝,7,250,1
202609010302,複勝,7,110,2
202609010302,複勝,1,170,3
202609010302,複勝,8,320,6
202609010302,枠連,1-5,460,2
202609010302,馬連,1-7,530,2
202609010302,ワイド,1-7,310,2
202609010302,ワイド,7-8,600,6
202609010302,ワイド,1-8,1500,17
202609010302,馬単,7→1,1130,4
202609010302,三連複,1-7-8,2970,9
202609010302,三連単,7→1→8,8640,22
202609010303,単勝,8,210,1
202609010303,複勝,2,170,4
202609010303,複勝,13,160,3
202609010303,枠連,1-4,490,2
202609010303,馬連,2-8,850,3
202609010303,ワイド,2-8,310,2
202609010303,ワイド,8-13,350,3
202609010303,ワイド,2-13,600,7
202609010303,馬単,8→2,1130,3
202609010303,三連複,2-8-13,1590,4
202609010303,三連単,8→2→13,5710,8
202609010304,単勝,7,300,2
202609010304,複勝,7,160,2
202609010304,複勝,8,780,9
202609010304,複勝,10,610,8
202609010304,枠連,5-5,6180,15
202609010304,馬連,7-8,5410,19
202609010304,ワイド,7-8,1700,20
202609010304,ワイド,7-10,1300,15
202609010304,ワイド,8-10,5930,40
202609010304,馬単,7→8,8800,35
202609010304,三連複,7-8-10,21390,58
202609010304,三連単,7→8→10,111210,300
202609010305,単勝,7,340,3
202609010305,複勝,7,120,3
202609010305,複勝,5,110,2
202609010305,複勝,12,110,1
202609010305,枠連,4-5,360,1
202609010305,馬連,5-7,370,1
202609010305,ワイド,5-7,210,2
202609010305,ワイド,7-12,240,3
202609010305,ワイド,5-12,160,1
202609010305,馬単,7→5,740,2
202609010305,三連複,5-7-12,380,1
202609010305,三連単,7→5→12,1930,2
202609010306,単勝,1,340,2
202609010306,複勝,1,160,3
202609010306,複勝,5,120,1
202609010306,複勝,6,910,9
202609010306,枠連,1-4,460,2
202609010306,馬連,1-5,550,2
202609010306,ワイド,1-5,270,2
202609010306,ワイド,1-6,2180,22
202609010306,ワイド,5-6,2300,23
202609010306,馬単,1→5,960,3
202609010306,三連複,1-5-6,5170,13
202609010306,三連単,1→5→6,15690,51
202609010307,単勝,1,460,3
202609010307,複勝,1,170,2
202609010307,複勝,9,480,8
202609010307,複勝,13,160,1
202609010307,枠連,1-5,2970,10
202609010307,馬連,1-9,5270,16
202609010307,ワイド,1-9,1650,17
202609010307,ワイド,1-13,350,1
202609010307,ワイド,9-13,1450,14
202609010307,馬単,1→9,8560,28
202609010307,三連複,1-9-13,5090,11
202609010307,三連単,1→9→13,39390,91
202609010308,単勝,9,890,5
202609010308,複勝,9,300,5
202609010308,複勝,5,360,7
202609010308,複勝,10,170,1
202609010308,枠連,3-5,2410,11
202609010308,馬連,5-9,4480,21
202609010308,ワイド,5-9,1790,26
202609010308,ワイド,9-10,1070,11
202609010308,ワイド,5-10,1180,13
202609010308,馬単,9→5,7740,41
202609010308,三連複,5-9-10,10170,36
202609010308,三連単,9→5→10,67830,281
202609010309,単勝,5,240,1
202609010309,複勝,2,110,1
202609010309,複勝,6,150,3
202609010309,枠連,2-5,240,1
202609010309,馬連,2-5,250,1
202609010309,ワイド,2-5,140,1
202609010309,ワイド,5-6,340,4
202609010309,ワイド,2-6,400,6
202609010309,馬単,5→2,590,2
202609010309,三連複,2-5-6,720,2
202609010309,三連単,5→2→6,2490,4
202609010310,単勝,2,290,2
202609010310,複勝,8,140,4
202609010310,枠連,2-5,380,2
202609010310,馬連,2-5,380,1
202609010310,ワイド,2-5,170,1
202609010310,ワイド,2-8,300,4
202609010310,ワイド,5-8,310,5
202609010310,馬単,2→5,750,2
202609010310,三連複,2-5-8,700,2
202609010310,三連単,2→5→8,2370,3
202609010311,単勝,4,2570,7
202609010311,複勝,4,570,7
202609010311,複勝,7,150,1
202609010311,複勝,1,350,6
202609010311,枠連,2-4,1620,7
202609010311,馬連,4-7,3840,13
202609010311,ワイド,4-7,1360,15
202609010311,ワイド,1-4,3540,38
202609010311,ワイド,1-7,790,8
202609010311,馬単,4→7,11990,37
202609010311,三連複,1-4-7,12250,38
202609010311,三連単,4→7→1,121180,349
202609010312,単勝,6,280,1
202609010312,複勝,6,150,2
202609010312,複勝,4,290,4
202609010312,複勝,9,340,6
202609010312,枠連,2-3,1790,6
202609010312,馬連,4-6,1490,2
202609010312,ワイド,4-6,620,2
202609010312,ワイド,6-9,720,4
202609010312,ワイド,4-9,1590,18
202609010312,馬単,6→4,3000,5
202609010312,三連複,4-6-9,4850,8
202609010312,三連単,6→4→9,19850,33
202609010401,単勝,3,220,1
202609010401,複勝,3,150,1
202609010401,複勝,2,560,7
202609010401,複勝,7,400,5
202609010401,枠連,2-3,4050,9
202609010401,馬連,2-3,3690,10
202609010401,ワイド,2-3,1250,12
202609010401,ワイド,3-7,780,7
202609010401,ワイド,2-7,5420,35
202609010401,馬単,3→2,5480,16
202609010401,三連複,2-3-7,13130,38
202609010401,三連単,3→2→7,39220,122
202609010402,単勝,13,340,2
202609010402,複勝,9,460,7
202609010402,複勝,6,410,6
202609010402,枠連,5-7,2050,7
202609010402,馬連,9-13,4190,13
202609010402,ワイド,9-13,1290,13
202609010402,ワイド,6-13,1420,14
202609010402,ワイド,6-9,3320,31
202609010402,馬単,13→9,6120,23
202609010402,三連複,6-9-13,17880,52
202609010402,三連単,13→9→6,81810,219
202609010403,単勝,12,2800,7
202609010403,複勝,12,860,6
202609010403,複勝,11,1440,9
202609010403,複勝,3,330,3
202609010403,枠連,8-8,13420,23
202609010403,馬連,11-12,30670,43
202609010403,ワイド,11-12,5770,39
202609010403,ワイド,3-12,1900,20
202609010403,ワイド,3-11,3340,28
202609010403,馬単,12→11,81380,85
202609010403,三連複,3-11-12,63380,98
202609010403,三連単,12→11→3,686250,684
202609010404,単勝,7,110,1
202609010404,複勝,7,100,1
202609010404,複勝,1,110,2
202609010404,馬連,1-7,190,1
202609010404,ワイド,1-7,110,1
202609010404,ワイド,7-8,210,2
202609010404,ワイド,1-8,420,7
202609010404,馬単,7→1,220,1
202609010404,三連複,1-7-8,470,1
202609010404,三連単,7→1→8,940,1
202609010405,単勝,1,280,2
202609010405,複勝,1,130,2
202609010405,複勝,5,230,4
202609010405,複勝,7,300,5
202609010405,枠連,1-4,230,1
202609010405,馬連,1-5,1070,4
202609010405,ワイド,1-5,430,5
202609010405,ワイド,1-7,610,8
202609010405,ワイド,5-7,1470,16
202609010405,馬単,1→5,1980,6
202609010405,三連複,1-5-7,4460,16
202609010405,三連単,1→5→7,13830,44
202609010406,単勝,5,200,1
202609010406,複勝,5,100,3
202609010406,複勝,1,100,1
202609010406,複勝,2,100,2
202609010406,馬連,1-5,370,3
202609010406,ワイド,1-5,110,3
202609010406,ワイド,2-5,110,2
202609010406,ワイド,1-2,110,1
202609010406,馬単,5→1,560,4
202609010406,三連複,1-2-5,130,1
202609010406,三連単,5→1→2,690,4
202609010407,単勝,11,380,2
202609010407,複勝,11,150,1
202609010407,複勝,7,170,3
202609010407,複勝,9,1480,13
202609010407,枠連,4-6,570,3
202609010407,馬連,7-11,740,3
202609010407,ワイド,7-11,290,1
202609010407,ワイド,9-11,5090,41
202609010407,ワイド,7-9,5670,50
202609010407,馬単,11→7,1560,5
202609010407,三連複,7-9-11,23990,75
202609010407,三連単,11→7→9,113550,308
202609010408,単勝,3,160,1
202609010408,複勝,3,110,1
202609010408,複勝,7,2000,13
202609010408,複勝,6,170,3
202609010408,枠連,2-4,480,2
202609010408,馬連,3-7,11500,21
202609010408,ワイド,3-7,3750,28
202609010408,ワイド,3-6,280,2
202609010408,ワイド,6-7,9860,51
202609010408,馬単,3→7,12680,27
202609010408,三連複,3-6-7,15190,41
202609010408,三連単,3→7→6,66440,162
202609010409,単勝,3,190,1
202609010409,複勝,3,110,3
202609010409,複勝,8,110,2
202609010409,複勝,4,110,1
202609010409,枠連,3-8,230,1
202609010409,馬連,3-8,300,1
202609010409,ワイド,3-8,140,1
202609010409,ワイド,3-4,140,2
202609010409,ワイド,4-8,220,3
202609010409,馬単,3→8,480,1
202609010409,三連複,3-4-8,270,1
202609010409,三連単,3→8→4,1030,2
202609010410,単勝,2,1350,6
202609010410,複勝,2,380,8
202609010410,複勝,10,150,1
202609010410,複勝,9,350,7
202609010410,枠連,2-6,2160,11
202609010410,馬連,2-10,2430,9
202609010410,ワイド,2-10,810,7
202609010410,ワイド,2-9,1910,24
202609010410,ワイド,9-10,920,9
202609010410,馬単,2→10,5350,22
202609010410,三連複,2-9-10,8780,34
202609010410,三連単,2→10→9,66570,239
202609010411,単勝,13,440,2
202609010411,複勝,14,350,8
202609010411,複勝,12,130,1
202609010411,枠連,7-8,1460,6
202609010411,馬連,13-14,2960,13
202609010411,ワイド,13-14,810,11
202609010411,ワイド,12-13,250,1
202609010411,ワイド,12-14,1090,15
202609010411,馬単,13→14,4810,18
202609010411,三連複,12-13-14,2480,5
202609010411,三連単,13→14→12,14860,30
202609010412,単勝,14,1050,6
202609010412,複勝,14,360,7
202609010412,複勝,15,190,2
202609010412,複勝,6,260,4
202609010412,枠連,7-8,3310,13
202609010412,馬連,14-15,3700,14
202609010412,ワイド,14-15,1430,15
202609010412,ワイド,6-14,1890,20
202609010412,ワイド,6-15,1040,12
202609010412,馬単,14→15,7590,29
202609010412,三連複,6-14-15,14440,50
202609010412,三連単,14→15→6,64080,201
202609010501,単勝,13,650,2
202609010501,複勝,13,400,2
202609010501,複勝,14,650,5
202609010501,複勝,1,1640,9
202609010501,枠連,8-8,3270,11
202609010501,馬連,13-14,3360,10
202609010501,ワイド,13-14,950,9
202609010501,ワイド,1-13,3190,32
202609010501,ワイド,1-14,7200,46
202609010501,馬単,13→14,6750,19
202609010501,三連複,1-13-14,54300,105
202609010501,三連単,13→14→1,202870,416
202609010502,単勝,7,140,1
202609010502,複勝,9,120,3
202609010502,枠連,2-4,250,1
202609010502,馬連,3-7,270,1
202609010502,ワイド,3-7,140,1
202609010502,ワイド,7-9,170,2
202609010502,ワイド,3-9,300,4
202609010502,馬単,7→3,410,1
202609010502,三連複,3-7-9,430,1
202609010502,三連単,7→3→9,1100,1
202609010503,単勝,8,380,2
202609010503,複勝,8,350,2
202609010503,複勝,11,3730,11
202609010503,複勝,2,860,5
202609010503,枠連,6-7,6190,16
202609010503,馬連,8-11,11420,25
202609010503,ワイド,8-11,2920,26
202609010503,ワイド,2-8,900,9
202609010503,ワイド,2-11,10600,55
202609010503,馬単,8→11,14300,37
202609010503,三連複,2-8-11,41550,87
202609010503,三連単,8→11→2,172120,368
202609010504,単勝,2,340,2
202609010504,複勝,2,140,1
202609010504,複勝,13,180,3
202609010504,複勝,6,260,5
202609010504,枠連,2-8,860,4
202609010504,馬連,2-13,900,3
202609010504,ワイド,2-13,330,3
202609010504,ワイド,2-6,530,7
202609010504,ワイド,6-13,680,10
202609010504,馬単,2→13,1610,6
202609010504,三連複,2-6-13,2240,7
202609010504,三連単,2→13→6,8590,28
202609010505,複勝,14,370,6
202609010505,複勝,3,180,4
202609010505,枠連,7-7,1930,9
202609010505,馬連,13-14,1760,7
202609010505,ワイド,13-14,600,7
202609010505,ワイド,3-13,410,3
202609010505,ワイド,3-14,1350,14
202609010505,馬単,13→14,2720,10
202609010505,三連複,3-13-14,3550,8
202609010505,三連単,13→14→3,14550,31
202609010506,単勝,7,670,4
202609010506,複勝,7,220,2
202609010506,複勝,3,250,4
202609010506,複勝,6,220,3
202609010506,枠連,3-6,2250,12
202609010506,馬連,3-7,2020,8
202609010506,ワイド,3-7,720,7
202609010506,ワイド,6-7,780,9
202609010506,ワイド,3-6,740,8
202609010506,馬単,7→3,3540,13
202609010506,三連複,3-6-7,2860,7
202609010506,三連単,7→3→6,18980,50
202609010507,単勝,2,540,3
202609010507,複勝,7,180,5
202609010507,複勝,6,110,1
202609010507,馬連,2-7,2220,9
202609010507,ワイド,2-7,490,9
202609010507,ワイド,2-6,180,2
202609010507,ワイド,6-7,250,3
202609010507,馬単,2→7,4810,16
202609010507,三連複,2-6-7,870,5
202609010507,三連単,2→7→6,10950,35
202609010508,単勝,6,150,1
202609010508,複勝,3,160,4
202609010508,複勝,10,140,2
202609010508,枠連,3-6,570,3
202609010508,馬連,3-6,580,3
202609010508,ワイド,3-6,240,2
202609010508,ワイド,6-10,190,1
202609010508,ワイド,3-10,540,8
202609010508,馬単,6→3,710,3
202609010508,三連複,3-6-10,850,1
202609010508,三連単,6→3→10,2370,2
202609010509,単勝,3,170,1
202609010509,複勝,4,270,6
202609010509,複勝,8,130,2
202609010509,枠連,3-4,1370,5
202609010509,馬連,3-4,1270,5
202609010509,ワイド,3-4,390,6
202609010509,ワイド,3-8,160,1
202609010509,ワイド,4-8,850,13
202609010509,馬単,3→4,2060,7
202609010509,三連複,3-4-8,1510,7
202609010509,三連単,3→4→8,6700,25
202609010510,単勝,2,520,3
202609010510,複勝,2,160,2
202609010510,複勝,15,540,10
202609010510,枠連,2-2,890,3
202609010510,馬連,2-3,860,2
202609010510,ワイド,2-3,350,1
202609010510,ワイド,2-15,2770,36
202609010510,ワイド,3-15,1440,17
202609010510,馬単,2→3,1910,5
202609010510,三連複,2-3-15,7490,23
202609010510,三連単,2→3→15,50770,160
202609010511,単勝,2,2450,10
202609010511,複勝,2,720,11
202609010511,複勝,17,220,3
202609010511,複勝,7,270,4
202609010511,枠連,1-8,5190,19
202609010511,馬連,2-17,7160,26
202609010511,ワイド,2-17,2370,28
202609010511,ワイド,2-7,3460,46
202609010511,ワイド,7-17,1210,9
202609010511,馬単,2→17,15480,60
202609010511,三連複,2-7-17,23970,76
202609010511,三連単,2→17→7,172150,571
202609010512,単勝,2,190,1
202609010512,複勝,10,160,3
202609010512,複勝,5,160,2
202609010512,枠連,1-5,510,2
202609010512,馬連,2-10,620,2
202609010512,ワイド,2-10,280,2
202609010512,ワイド,2-5,240,1
202609010512,ワイド,5-10,570,5
202609010512,馬単,2→10,880,2
202609010512,三連複,2-5-10,950,1
202609010512,三連単,2→10→5,2750,2
202609010601,単勝,7,190,1
202609010601,複勝,4,110,2
202609010601,枠連,5-6,360,2
202609010601,馬連,6-7,390,2
202609010601,ワイド,6-7,180,2
202609010601,ワイド,4-7,150,1
202609010601,ワイド,4-6,260,3
202609010601,馬単,7→6,590,2
202609010601,三連複,4-6-7,350,1
202609010601,三連単,7→6→4,1330,2
202609010602,単勝,9,200,1
202609010602,複勝,7,180,4
202609010602,複勝,12,110,2
202609010602,枠連,4-5,1030,4
202609010602,馬連,7-9,1150,4
202609010602,ワイド,7-9,390,5
202609010602,ワイド,9-12,160,1
202609010602,ワイド,7-12,350,4
202609010602,馬単,9→7,1470,5
202609010602,三連複,7-9-12,810,2
202609010602,三連単,9→7→12,3750,8
202609010603,単勝,14,200,1
202609010603,複勝,14,110,1
202609010603,複勝,10,320,8
202609010603,枠連,4-8,250,1
202609010603,馬連,6-14,280,1
202609010603,ワイド,6-14,180,1
202609010603,ワイド,10-14,760,10
202609010603,ワイド,6-10,1170,15
202609010603,馬単,14→6,550,1
202609010603,三連複,6-10-14,1810,6
202609010603,三連単,14→6→10,4580,8
202609010604,単勝,16,410,3
202609010604,複勝,16,130,3
202609010604,枠連,1-8,800,3
202609010604,馬連,2-16,590,2
202609010604,ワイド,2-16,240,2
202609010604,ワイド,7-16,280,3
202609010604,ワイド,2-7,150,1
202609010604,馬単,16→2,1110,3
202609010604,三連複,2-7-16,480,1
202609010604,三連単,16→2→7,3200,7
202609010605,単勝,8,1560,8
202609010605,複勝,8,330,6
202609010605,複勝,11,170,2
202609010605,複勝,13,290,4
202609010605,枠連,4-6,1700,7
202609010605,馬連,8-11,3260,13
202609010605,ワイド,8-11,1130,12
202609010605,ワイド,8-13,2280,32
202609010605,ワイド,11-13,740,5
202609010605,馬単,8→11,7290,28
202609010605,三連複,8-11-13,9560,34
202609010605,三連単,8→11→13,81250,266
202609010606,複勝,1,140,3
202609010606,複勝,5,110,1
202609010606,複勝,8,120,2
202609010606,枠連,1-5,590,2
202609010606,馬連,1-5,520,2
202609010606,ワイド,1-5,230,3
202609010606,ワイド,1-8,370,5
202609010606,ワイド,5-8,180,1
202609010606,馬単,1→5,1170,5
202609010606,三連複,1-5-8,730,2
202609010606,三連単,1→5→8,3530,6
202609010607,単勝,5,140,1
202609010607,複勝,6,180,4
202609010607,複勝,2,580,8
202609010607,枠連,5-6,470,3
202609010607,馬連,5-6,440,3
202609010607,ワイド,5-6,200,2
202609010607,ワイド,2-5,940,10
202609010607,ワイド,2-6,3370,23
202609010607,馬単,5→6,570,3
202609010607,三連複,2-5-6,6530,17
202609010607,三連単,5→6→2,14870,46
202609010608,単勝,5,180,1
202609010608,複勝,3,810,8
202609010608,複勝,6,210,4
202609010608,枠連,3-5,4600,10
202609010608,馬連,3-5,3930,11
202609010608,ワイド,3-5,1160,12
202609010608,ワイド,5-6,270,2
202609010608,ワイド,3-6,3780,23
202609010608,馬単,5→3,4680,14
202609010608,三連複,3-5-6,6560,18
202609010608,三連単,5→3→6,27690,68
202609010609,単勝,3,390,2
202609010609,複勝,3,230,3
202609010609,複勝,6,210,2
202609010609,馬連,3-6,1150,5
202609010609,ワイド,3-6,310,4
202609010609,ワイド,1-3,380,8
202609010609,ワイド,1-6,740,9
202609010609,馬単,3→6,2190,9
202609010609,三連複,1-3-6,2090,8
202609010609,三連単,3→6→1,8090,33
202609010610,単勝,1,2390,9
202609010610,複勝,1,700,9
202609010610,複勝,6,1080,11
202609010610,複勝,11,520,7
202609010610,枠連,1-4,7870,28
202609010610,枠連,1-7,8770,29
202609010610,馬連,1-6,22670,71
202609010610,馬連,1-11,16010,63
202609010610,ワイド,1-6,11860,71
202609010610,ワイド,1-11,7970,63
202609010610,ワイド,6-11,7160,59
