,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ダノンブランニュー,牡3,57.0,岩田望,福永,栗東,2022105334,01174,ミッキーアイル ,サザンスターズ Southern Stars(英) ,Smart Strike (加) ,1.936585467717114,1
1,1,2,テーオートムソン,牡3,57.0,藤岡佑,奥村豊,栗東,2022103210,01093,ダイワメジャー ,クライシスオブスピリット Crisis of Spirit(米) ,Vindication ,-1.0865106550476633,7
2,2,3,ビッグビート,牡3,55.0,◇永島,高橋康,栗東,2022101774,01187,ディープブリランテ ,シャルロットノアル ,フジキセキ ,-2.9392879553671256,15
3,2,4,エイシンマールス,牡3,57.0,和田竜,今野,栗東,2022102624,01018,エイシンヒカリ ,エーシンアマゾーン ,ファルブラヴ Falbrav(愛) ,-3.0292489897169177,16
4,3,5,レーヴドアンジュ,牝3,55.0,西村淳,河嶋,栗東,2022110157,01171,Maximum Security (米) ,Tiz Midnight ,Midnight Lute ,-0.5366199452875359,4
5,3,6,ダイヤノエース,牡3,55.0,△吉村,清水久,栗東,2022100124,01216,サトノダイヤモンド ,アルポルト ,ルーラーシップ ,-0.1235591664923254,3
6,4,7,モズケイスター,牡3,56.0,☆高杉,高柳大,栗東,2022102127,01213,モズアスコット ,モズレディーモー ,Uncle Mo (米) ,-1.164915948187831,8
7,4,8,チカクール,牝3,55.0,武豊,池江,栗東,2022110150,00666,Dubawi ,Sans Equivoque ,Stormy River ,-1.0491203711575239,6
8,5,9,タマモスノーダンス,牝3,52.0,▲和田陽,緒方,栗東,2022104513,01223,サンダースノー Thunder Snow(愛) ,チャームダンス ,アフリート Afleet(加) ,-1.7523853998249503,11
9,5,10,アニュレス,牝3,52.0,▲森田,佐々木,栗東,2022104464,01222,デクラレーションオブウォー ,ラブフール ,ゼンノロブロイ ,-2.8549453699809453,14
10,6,11,ジューンアルテミス,牝3,55.0,田口,長谷川,栗東,2022110070,01208,Quality Road ,Sustainable ,Forestry ,-2.079866991697855,12
11,6,12,コパノハワード,牡3,57.0,荻野琢,梅田,栗東,2022104086,01112,コパノリッキー ,エバーアンドエバー ,ハーツクライ ,-2.1164613901347233,13
12,7,13,ブルーカミング,牡3,54.0,▲柴田裕,牧浦,栗東,2022104205,01212,ロジャーバローズ ,ミーシャレヴュー ,アグネスタキオン ,-1.6704645233769517,10
13,7,14,ショウナンナスカ,牡3,57.0,松若,畑端,栗東,2022105879,01154,リアルスティール ,ショウナンナナイロ ,エンパイアメーカー Empire Maker(米) ,-1.5368022214121198,9
14,8,15,チュウワチーフ,牡3,57.0,シュタルケ,小崎,栗東,2022110117,05115,Tom's d'Etat ,Figure ,Overanalyze ,1.5962657200491719,2
15,8,16,ストラテージュ,牡3,54.0,▲古川奈,矢作,栗東,2022101536,01190,モズアスコット ,シンボリバーグ ,ダイワメジャー ,-0.8853816746717287,5
