,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,ロイガヴェーグル,牡6,60.0,中村,浜田,450(-4),栗東,2020103697,01101,サトノアラジン,レジェンドトレイル,フレンチデピュティ
1,2,2,グラスビジョン,牡4,59.0,大江圭,佐藤吉,438(-8),美浦,2022102229,01120,ノーブルミッション,ワンダービリーヴ,ディープインパクト
2,3,3,ポワンキュルミナン,牡6,60.0,小牧加,岡田,432(-10),栗東,2020102955,01196,ロゴタイプ,ディオベルタ,フジキセキ
3,4,4,レヴァントリ,セ4,59.0,五十嵐,大和田,464(-6),美浦,2022105283,01069,ドレフォン,カラフルマーメイド,ハービンジャー
4,5,5,ニシノルアノーヴァ,牡4,59.0,伴,古賀慎,490(-10),美浦,2022102709,01149,リオンディーズ,ニシノリコルディ,ハーツクライ
5,5,6,ベールドインパクト,セ4,59.0,難波,小島,442(-10),美浦,2022103493,01066,ダノンバラード,ウェディングベール,タートルボウル
6,6,7,ブランフォルテ,牡4,57.0,▲水沼,辻,480(-2),美浦,2022100527,01201,シルバーステート,トーセンバスケット,ブライアンズタイム
7,6,8,ドラギニャン,牡4,57.0,▲井上,河嶋,418(0),栗東,2022106684,01151,オルフェーヴル,ザデイ,シンボリクリスエス
8,7,9,ガイ,セ4,59.0,草野,本間,472(-4),美浦,2022101140,01113,ラニ,グラニュエル,クロフネ
9,7,10,フレイムジョーカー,牡7,60.0,上野,岩戸,498(+4),美浦,2019105745,01087,ロージズインメイ,オヒア,ブラックタイド
10,8,11,シャトーホークビル,牡4,59.0,江田勇,加藤和,452(+16),美浦,2022107268,01023,ホークビル,ノーモアクライ,Cozzene
11,8,12,ラパンラピッド,セ6,57.0,▲坂口,武井,488(-8),美浦,2020102648,01211,ルーラーシップ,クードラパン,ダイワメジャー
