,式別,馬番,配当,人気
0,単勝,5,1280,6
1,複勝,5,260,6
2,複勝,6,880,9
3,複勝,1,170,1
4,枠連,5-6,15640,27
5,馬連,5-6,10420,29
6,ワイド,5-6,2380,27
7,ワイド,1-5,560,6
8,ワイド,1-6,1260,16
9,馬単,5→6,19550,53
10,3連複,1-5-6,10390,34
11,3連単,5→6→1,101620,266
