,式別,馬番,配当,人気
0,単勝,10,480,3
1,複勝,10,240,4
2,複勝,5,2740,13
3,複勝,14,220,3
4,枠連,3-6,4640,15
5,馬連,5-10,58110,50
6,ワイド,5-10,13500,55
7,ワイド,10-14,880,9
8,ワイド,5-14,16380,63
9,馬単,10→5,92800,89
10,3連複,5-10-14,100400,122
11,3連単,10→5→14,294350,466
