,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,コンバットペスカ,牝4,53.0,▲和田陽,角田,458(-4),栗東,2021103236,1223,デクラレーションオブウォー,シンメイスバル,アドマイヤムーン,0.8551763825785501,2,0.05925973604689001,2,,
1,1,2,フィールオーサム,牝3,55.0,菅原明,岩戸,440(0),美浦,2022105925,1179,ルヴァンスレーヴ,フィールザプリティ,ブラックタイド,1.119877822117024,1,0.1508068135592674,1,,
2,2,3,ウエヲムイテゴラン,牝4,56.0,丹内,萩原,456(-2),美浦,2021103226,1091,Justify,オールインファン,Tapit,0.7315483086078691,4,0.01650292712951795,4,,
3,2,4,プロピエダッド,牝3,55.0,黛,武藤,456(-12),美浦,2022109090,1109,ルヴァンスレーヴ,エレンシア,ワークフォース,0.06118681909411361,8,-0.2153418083914936,8,,
4,3,5,ドルフィンスルー,牝4,56.0,杉原,木村,444(+10),美浦,2021105401,1135,ドゥラメンテ,イルーシヴウェーヴ,Elusive City,-1.3154974486402333,15,-0.6914685026327172,15,,
5,3,6,ライヴスプーン,牝3,55.0,小林凌,尾形,410(-2),美浦,2022104264,1177,カリフォルニアクローム,クイックモーション,ディープインパクト,-1.2139068657459198,14,-0.656333367051403,14,,
6,4,7,ミツカネヴィーナス,牝6,53.0,▲上里,鈴木伸,462(0),美浦,2019100844,1217,ヘニーヒューズ,ナスカザン,ダイワメジャー,0.03189088189923118,9,-0.22547381763879437,9,,
7,4,8,ビジュードネージュ,牝3,55.0,西村淳,高柳大,432(+2),栗東,2022101580,1171,ゴールドシップ,プリンシアルーチェ,ヘニーヒューズ,-0.6702354069982048,13,-0.46830441918461174,13,,
8,5,9,セージグリーン,牝4,56.0,吉田隼,菊川,462(-12),美浦,2021104850,1095,ディーマジェスティ,グリサージュ,クロフネ,-0.22274483122745262,11,-0.3135396604527688,11,,
9,5,10,カロローザ,牝3,53.0,△鷲頭,松永幹,468(-6),栗東,2022105772,1202,ナダル,エスティタート,ドリームジャーニー,0.33405693133191694,6,-0.1209695928138204,6,,
10,6,11,フォンデネージュ,牝3,53.0,◇今村,武井,516(-6),美浦,2022105100,1193,ドレフォン,ユキチャン,クロフネ,-1.4044948198538565,16,-0.7222482719271232,16,,
11,6,12,ルージュミレネール,牝3,55.0,斎藤,斎藤誠,446(+4),美浦,2022105813,1178,スワーヴリチャード,タイムハンドラー,ディープブリランテ,0.7791715615431763,3,0.032973444386476175,3,,
12,7,13,ブルージュ,牝3,55.0,鮫島駿,栗田,448(0),美浦,2022104800,1157,ブリックスアンドモルタル,サンブルエミューズ,ダイワメジャー,-0.2561688091436654,12,-0.32509935390363415,12,,
13,7,14,ベルフィーヌ,牝4,56.0,丸田,堀内,510(-4),美浦,2021104754,1117,マインドユアビスケッツ,クライリング,ハーツクライ,0.2865637417539855,7,-0.1373951276170377,7,,
14,8,15,メイショウハマギク,牝3,55.0,小沢,藤岡,502(0),栗東,2022103228,1185,マインドユアビスケッツ,テーオーフェアリー,キングカメハメハ,0.5701522633894722,5,-0.0393159467215711,5,,
15,8,16,サウンドルーチェ,牝3,53.0,◇永島,渡辺,450(0),栗東,2022105267,1187,ミッキーアイル,オッティマルーチェ,Fusaichi Pegasus,-0.17521294535074275,10,-0.29710074252224444,10,,
