,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,リオンエトワール,セ5,60.0,大江圭,堀内,438(-2),美浦,2020102589,01120,ルーラーシップ,ミネット,ディープインパクト
1,2,2,イーサンバーニング,牡6,60.0,小野寺,藤野,526(0),栗東,2019104192,01123,ホッコータルマエ,ターキッシュブルー,カリズマティック
2,3,3,メイショウコガシラ,牡5,60.0,森一,本田,504(+4),栗東,2020100979,01139,メイショウボーラー,マイラッキー,Elusive Quality
3,4,4,ファベル,牡6,60.0,小牧加,小林,446(+4),栗東,2019106821,01196,ディープインパクト,ポウリナズラヴ,Mizzen Mast
4,5,5,コレクテイニア,牡5,60.0,草野,戸田,470(0),美浦,2020110020,01113,Collected,ダンスウィズキトゥン,Kitten's Joy
5,5,6,ノーダブルディップ,牡7,60.0,上野,古賀,538(-8),美浦,2018104837,01087,リーチザクラウン,リトルディッパー,アグネスワールド
6,6,7,オリンポスカズマ,牡5,60.0,黒岩,平田,538(+28),栗東,2020102013,01072,ヴィクトワールピサ,サクラサクラサクラ,アッミラーレ
7,6,8,レッドファーロ,牡6,60.0,西谷誠,松永幹,528(0),栗東,2019104983,01005,ハーツクライ,プラヤデシエルタ,Orpen
8,7,9,ハイウェイスター,牝4,58.0,中村,宮本,498(+8),栗東,2021106621,01101,アメリカンペイトリオット,キエレ,Distorted Humor
9,7,10,アメリカンエール,セ7,60.0,小坂,東田,508(+8),栗東,2018110132,01063,Tapit,Sindy With an S,Broken Vow
10,8,11,ビッグショータイム,牡4,60.0,石神深,土田,498(+10),美浦,2021100626,01059,ワールドエース,ティンタジェル,キングカメハメハ
11,8,12,ロードリベラシオン,牡3,56.0,▲坂口,尾形,502(+4),美浦,2022102821,01211,ダノンバラード,レディシアトル,エンパイアメーカー
