,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ドラゴンヘッド,牡5,58.0,横山琉,武藤,,美浦,2020100495,01192,ラブリーデイ,フリティラリア,アドマイヤムーン,-2.283228959008838,10
1,1,2,カヨウネンカ,牝6,56.0,長浜,斎藤誠,,美浦,2019104159,01214,ゴールドシップ,リーベストラウム,ゼンノエルシド,-2.213437330196425,9
2,2,3,グーテンベルク,牡3,57.0,戸崎圭,金成,,美浦,2022102391,05386,リアルスティール,アトラクティヴ,スクリーンヒーロー,-2.388184680709694,11
3,2,4,ワイドアラジン,牡5,58.0,マーカンド,奥村豊,,栗東,2020104550,05626,ダイワメジャー,トクラットリバー,ウォーエンブレム,1.0446121495856175,1
4,3,5,ライトバック,牝4,56.0,横山典,安田,,栗東,2021105953,00660,キズナ,インザスポットライト,Exceed And Excel,-1.2889100592052902,5
5,3,6,アマイ,牝5,56.0,原,伊藤大,,美浦,2020100809,01184,ダノンバラード,イオ,タイキシャトル,-2.0034294615025408,8
6,4,7,ユキノロイヤル,牡4,58.0,石橋脩,小野,,美浦,2021104326,01077,ディーマジェスティ,ユキノクイーン,タイキシャトル,-2.881968547374532,14
7,4,8,ショウナンラピダス,牡4,58.0,荻野極,国枝,,美浦,2021105578,01160,ドゥラメンテ,シーヴ,Mineshaft,-0.7949043421576311,2
8,5,9,ディープリッチ,牡7,58.0,武藤,小島,,美浦,2018105157,01169,ディープブリランテ,デビルズコーナー,Songandaprayer,-1.4792915157489148,6
9,5,10,フクノブルーレイク,牡3,57.0,横山武,竹内,,美浦,2022101329,01170,ウインブライト,ブルーエクセル,ロードカナロア,-3.1993697318984466,15
10,6,11,マイネルオーシャン,牡4,58.0,佐々木,鹿戸,,美浦,2021106766,01197,ゴールドシップ,アメリオラシオン,ルーラーシップ,-2.8310090815520152,13
11,6,12,トラマンダーレ,セ5,58.0,北村宏,鹿戸,,美浦,2020103486,01043,ドゥラメンテ,テルアケリー,Tapit,-1.5354800980277719,7
12,7,13,ピンクジン,牝5,56.0,内田博,南田,,美浦,2020106966,00422,ダノンバラード,オーミチェリッシュ,キャプテンスティーヴ,-0.8382051519373015,4
13,7,14,バロネッサ,牝4,56.0,プーシャン,田中博,,美浦,2021105788,05678,ロードカナロア,マルケッサ,オルフェーヴル,-2.425670330563696,12
14,8,15,マイネルブリックス,牡4,58.0,松岡,黒岩,,美浦,2021106816,01085,ブリックスアンドモルタル,マイネカンナ,アグネスタキオン,-3.307272043296197,16
15,8,16,マイネルニコラス,牡6,58.0,柴田大,畠山,,美浦,2019100768,01009,キングカメハメハ,フライングメリッサ,ダンスインザダーク,-0.831583594890495,3
