,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,コズミックダンサー,牡3,56.0,☆松本,藤原,484(+10),栗東,2022104740,1191,アドマイヤマーズ,ギエム,Medaglia d'Oro,0.7330900713901216,4,-0.016070686361405538,4,,
1,2,2,ジャクソン,牡5,58.0,丸田,武市,522(-8),美浦,2020104354,1117,サトノアラジン,プードルデコール,New Approach,0.9323496408987412,3,0.03644648778444104,3,,
2,3,3,シークレットイスラ,牡4,56.0,△鷲頭,辻,470(+2),美浦,2021106118,1202,イスラボニータ,シークレットベース,テレグノシス,-1.0803673350090004,12,-0.4940284509636129,12,,
3,4,4,ローズゴジャール,牝3,55.0,藤懸,荒川,404(-4),栗東,2022103065,1138,ルヴァンスレーヴ,ロザリウム,キングカメハメハ,-0.037810605508595566,7,-0.21925051455073433,7,,
4,5,5,クインズエクレア,牝3,55.0,小崎,加藤征,474(0),美浦,2022104536,1152,キズナ,ケイアイエレガント,キングカメハメハ,0.2649426140810141,6,-0.13945638674240604,6,,
5,5,6,ブレードサクセス,牡4,58.0,丹内,岩戸,506(+6),美浦,2021103376,1091,タリスマニック,ポーズ,ゼンノロブロイ,1.6511484953877777,2,0.2258942754622259,2,,
6,6,7,エポカリーナ,牡3,54.0,▲石神道,土田,458(-2),美浦,2022107233,1209,エポカドーロ,カルカリーナ,オウケンブルースリ,-0.30022714162573044,8,-0.288413440878432,8,,
7,6,8,ニシノミチアキ,牡3,57.0,池添,吉村,502(+8),栗東,2022104403,1032,ニューイヤーズデイ,パラーティウム,マンハッタンカフェ,-0.9119958966293797,10,-0.44965220257376226,10,,
8,7,9,ギュルヴィ,牡3,57.0,武豊,大久保,514(+4),栗東,2022103267,666,Nyquist,メイディーン,Tapit,1.8369505698729773,1,0.27486457047220625,1,,
9,7,10,エンマ,牡3,57.0,藤岡佑,武英,470(0),栗東,2022102956,1093,バゴ,ウェルノーテッド,ドリームジャーニー,-0.7136451336362524,9,-0.3973745549417824,9,,
10,8,11,ジーティーパワー,牡4,58.0,鮫島駿,中村,550(+10),栗東,2021105526,1157,Frankel,コールバック,ストリートセンス,0.35080021591697913,5,-0.11682761845547525,5,,
11,8,12,ディアマイサン,牡5,56.0,◇永島,浅利,548(+8),美浦,2020102570,1187,ハービンジャー,ディアマイダーリン,ハーツクライ,-1.0349061298590962,11,-0.48204662226838285,11,,
