,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ポイズンオーク,牝2,55.0,プーシャン,浅利,536(0),美浦,2023106842,05678,キズナ,アドマイヤローザ,ハービンジャー,-1.4843294958516298,13
1,2,2,アンタレス,牡2,56.0,高田,藤野,496(0),栗東,2023100017,01046,キズナ,マサノバルサー,エンパイアメーカー,-2.1551028493712057,14
2,2,3,ホウオウファラオ,牡2,56.0,石川,奥村武,478(0),美浦,2023105365,01150,American Pharoah,マールボロロード,The Gurkha,-1.163365630321061,11
3,3,4,ノーブルウェザー,牡2,53.0,▲舟山,鈴木伸,490(0),美浦,2023102198,01221,ロジャーバローズ,サンフラワーガール,タイキシャトル,-0.909656619713501,7
4,3,5,フォルマシオン,牝2,55.0,横山武,菊沢,514(0),美浦,2023103765,01170,オルフェーヴル,カルマート,シンボリクリスエス,-2.6174909219725766,15
5,4,6,スティールヴォーグ,牡2,56.0,内田博,田村,454(0),美浦,2023102958,00422,モズアスコット,ラブアンドピース,キングカメハメハ,-0.9459228523539748,8
6,4,7,ゴールドソシアル,牝2,55.0,武藤,武藤,468(0),美浦,2023104509,01169,ゴールドアクター,ゴールドプラネット,ケープブランコ,-1.2868761060772267,12
7,5,8,モズオージー,牡2,54.0,△長浜,清水久,560(0),栗東,2023105732,01214,モズアスコット,モズジャカランダ,Congrats,-1.0912964321936083,9
8,5,9,タイセイエムロード,牡2,53.0,▲石田,新開,452(0),美浦,2023104031,01203,ゴールドドリーム,マウロア,キングカメハメハ,-0.48194547735724796,3
9,6,10,サクラドール,牡2,56.0,戸崎圭,田島,504(0),美浦,2023102868,05386,ゴールドドリーム,サクラクローバー,サウスヴィグラス,-0.7463394390057149,5
10,6,11,インスウィング,セ2,56.0,原,青木,504(0),美浦,2023101444,01184,アメリカンペイトリオット,アルカナ,ステイゴールド,-0.7836818730762725,6
11,7,12,グスタフ,牡2,56.0,横山典,大和田,488(0),美浦,2023103322,00660,クリソベリル,アンズチャン,フレンチデピュティ,-0.1582215719574205,1
12,7,13,アラビアンドリーム,牡2,56.0,マーカンド,栗田,504(0),美浦,2023102398,05626,ゴールドドリーム,ハイエストクイーン,シンボリクリスエス,-1.1375507625031087,10
13,8,14,シルバークラフト,牝2,55.0,石橋脩,牧,506(0),美浦,2023106340,01077,コパノリッキー,シルバージェニー,Lantana Mob,-0.39453434332233556,2
14,8,15,チームユートピア,牝2,55.0,佐々木,中舘,466(0),美浦,2023105429,01197,Vino Rosso,シンシアズフューリー,ユートピア,-0.5237277097288752,4
