,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,フォースミラクル,牡3,57.0,鮫島駿,加藤征,450(-2),美浦,2022105242,1157,ジャスタウェイ,ヴィクトリアマンボ,ヴィクトワールピサ,0.47154220751659914,7,-0.03724188152147871,7,,
1,1,2,ハレアカラフラ,牝5,56.0,池添,吉田,466(-12),栗東,2020103292,1032,ラブリーデイ,オーキッドレイ,ディープインパクト,0.6758664853967435,5,0.027590030233121447,5,,
2,2,3,マジックローズ,牝3,55.0,西村淳,中内田,440(-12),栗東,2022100622,1171,キズナ,エンジェルフェイス,キングカメハメハ,-0.5796581735768523,14,-0.37078682806684204,14,,
3,2,4,リッキースタイル,牡3,57.0,菅原明,水野,476(+4),美浦,2022103577,1179,ジャスタウェイ,ラズールリッキー,スタチューオブリバティ,0.15800893346552441,10,-0.1367257106890231,10,,
4,3,5,レイザリオ,牡3,57.0,斎藤,橋口,478(-2),栗東,2022104910,1178,アドマイヤマーズ,テルアケリー,Tapit,-0.815175579581722,15,-0.445516291648927,15,,
5,3,6,バトンロード,牡3,57.0,太宰,石橋,480(-1),栗東,2022103285,1037,ホッコータルマエ,ウイナーズロード,ケイムホーム,0.15708181177855643,11,-0.1370198855762117,11,,
6,4,7,ラブミーナッソー,牝3,55.0,古川吉,宮,450(-6),栗東,2022103453,1015,コパノリッキー,バックアタック,アグネスデジタル,-1.078504281857351,16,-0.5290702548172264,16,,
7,4,8,プロスペクト,牡4,58.0,国分優,小栗,524(+12),栗東,2021101430,1125,リオンディーズ,ピサノプリヴェ,Hold That Tiger,0.7218864038402459,4,0.04219210944973409,4,,
8,5,9,エンダードラゴン,牡3,57.0,武豊,友道,518(0),栗東,2022104890,666,リアルスティール,ダストアンドダイヤモンズ,Vindication,1.1386825048830915,2,0.17444114183501905,2,,
9,5,10,ハッピーウィズユー,牝3,55.0,丹内,小笠,498(-4),美浦,2022106656,1091,キズナ,フェアエレン,Street Cry,0.28010834179270266,8,-0.09798367695674208,8,,
10,6,11,クロユキ,牝3,53.0,◇永島,松永幹,436(-8),栗東,2022104900,1187,モーリス,チカリータ,クロフネ,1.0463683746946992,3,0.14514995038107334,3,,
11,6,12,スノーホルンロード,セ6,55.0,▲石神道,清水英,518(-2),美浦,2019106520,1209,ロードカナロア,ホワイトエレガンス,クロフネ,3.810451462245269,1,1.0221910571632034,1,,
12,7,13,アスクザアメリカン,牡3,57.0,富田,野中,502(-10),栗東,2022106719,1168,American Pharoah,ゲットイクスプリシット,Get Stormy,-0.3010858974635788,13,-0.2823960924693425,13,,
13,7,14,ハイクライテリア,セ5,58.0,小沢,羽月,482(+12),栗東,2020102910,1185,ヴィクトワールピサ,ストロボフラッシュ,Speightstown,0.5741964359456063,6,-0.004669786086740836,6,,
14,8,15,ハウリングウィンド,牡3,56.0,☆松本,安田,506(+6),栗東,2022105321,1191,ブリックスアンドモルタル,コンテスティッド,Ghostzapper,0.13255934690646004,12,-0.1448008418829587,12,,
15,8,16,エイシンマールス,牡3,57.0,松山,今野,468(-6),栗東,2022102624,1126,エイシンヒカリ,エーシンアマゾーン,ファルブラヴ,0.24533205167387528,9,-0.1090181629000069,9,,
