race_type,course_len,ground_state,class,体重帯,1着,2着,3着,着外
ダート,1150,全,新馬,410,0,1,2,3
ダート,1150,全,新馬,420,0,1,2,8
ダート,1150,全,新馬,430,0,1,0,15
ダート,1150,全,新馬,440,2,1,2,19
ダート,1150,全,新馬,450,1,2,3,21
ダート,1150,全,新馬,460,3,3,0,24
ダート,1150,全,新馬,470,3,2,0,14
ダート,1150,全,新馬,480,1,2,1,18
ダート,1150,全,新馬,490,2,1,1,8
ダート,1150,全,新馬,500,0,0,1,2
ダート,1150,全,新馬,510,0,0,1,0
ダート,1150,全,新馬,520,0,0,0,1
ダート,1150,全,新馬,530,1,0,1,0
ダート,1150,全,未勝利,380,0,0,0,15
ダート,1150,全,未勝利,390,0,0,1,16
ダート,1150,全,未勝利,400,0,0,1,28
ダート,1150,全,未勝利,410,1,2,2,69
ダート,1150,全,未勝利,420,3,7,4,109
ダート,1150,全,未勝利,430,6,10,7,142
ダート,1150,全,未勝利,440,13,9,13,147
ダート,1150,全,未勝利,450,19,16,12,162
ダート,1150,全,未勝利,460,18,10,14,139
ダート,1150,全,未勝利,470,12,14,10,133
ダート,1150,全,未勝利,480,15,16,14,106
ダート,1150,全,未勝利,490,4,9,5,58
ダート,1150,全,未勝利,500,5,1,3,27
ダート,1150,全,未勝利,510,0,2,6,23
ダート,1150,全,未勝利,520,0,0,2,10
ダート,1150,全,未勝利,530,0,0,1,3
ダート,1150,全,未勝利,540,0,0,1,6
ダート,1150,全,未勝利,550,0,0,0,3
ダート,1150,稍重,1勝クラス,410,0,0,1,1
ダート,1150,稍重,1勝クラス,420,0,0,0,8
ダート,1150,稍重,1勝クラス,430,0,0,1,10
ダート,1150,稍重,1勝クラス,440,1,2,2,10
ダート,1150,稍重,1勝クラス,450,2,1,1,17
ダート,1150,稍重,1勝クラス,460,2,2,0,20
ダート,1150,稍重,1勝クラス,470,3,3,0,22
ダート,1150,稍重,1勝クラス,480,1,0,3,10
ダート,1150,稍重,1勝クラス,490,0,1,0,11
ダート,1150,稍重,1勝クラス,500,0,0,0,5
ダート,1150,稍重,1勝クラス,510,0,0,1,3
ダート,1150,稍重,1勝クラス,520,1,0,1,4
ダート,1150,稍重,1勝クラス,530,0,1,0,0
ダート,1150,稍重,1勝クラス,540,0,0,0,1
ダート,1150,稍重,2勝クラス,430,0,0,0,4
ダート,1150,稍重,2勝クラス,440,0,0,1,4
ダート,1150,稍重,2勝クラス,450,0,0,1,5
ダート,1150,稍重,2勝クラス,460,0,1,0,11
ダート,1150,稍重,2勝クラス,470,2,0,1,12
ダート,1150,稍重,2勝クラス,480,1,1,0,12
ダート,1150,稍重,2勝クラス,490,1,0,0,13
ダート,1150,稍重,2勝クラス,500,1,1,1,7
ダート,1150,稍重,2勝クラス,510,0,2,0,6
ダート,1150,稍重,2勝クラス,520,0,0,2,3
ダート,1150,稍重,2勝クラス,540,1,1,0,0
ダート,1150,稍重,3勝クラス,440,1,0,0,1
ダート,1150,稍重,3勝クラス,450,0,0,0,2
ダート,1150,稍重,3勝クラス,460,0,0,0,2
ダート,1150,稍重,3勝クラス,470,0,0,0,2
ダート,1150,稍重,3勝クラス,480,0,0,0,1
ダート,1150,稍重,3勝クラス,490,0,0,1,0
ダート,1150,稍重,3勝クラス,500,0,0,0,1
ダート,1150,稍重,3勝クラス,520,0,1,0,1
ダート,1150,稍重,all,380,0,0,0,3
ダート,1150,稍重,all,390,0,0,0,1
ダート,1150,稍重,all,400,0,0,0,5
ダート,1150,稍重,all,410,0,1,3,18
ダート,1150,稍重,all,420,2,2,0,29
ダート,1150,稍重,all,430,2,1,3,46
ダート,1150,稍重,all,440,3,6,5,49
ダート,1150,稍重,all,450,6,6,4,59
ダート,1150,稍重,all,460,4,5,3,73
ダート,1150,稍重,all,470,7,7,3,64
ダート,1150,稍重,all,480,6,2,5,53
ダート,1150,稍重,all,490,3,3,3,37
ダート,1150,稍重,all,500,3,1,3,21
ダート,1150,稍重,all,510,0,2,3,14
ダート,1150,稍重,all,520,2,2,4,12
ダート,1150,稍重,all,530,1,1,1,1
ダート,1150,稍重,all,540,1,1,0,1
ダート,1150,稍重,all,550,0,0,0,1
ダート,1150,稍重,オープン,440,0,0,0,1
ダート,1150,稍重,オープン,460,0,0,0,2
ダート,1150,稍重,オープン,470,0,0,1,1
ダート,1150,稍重,オープン,480,0,0,0,1
ダート,1150,稍重,オープン,490,0,0,0,2
ダート,1150,稍重,オープン,500,0,0,0,2
ダート,1150,稍重,オープン,510,0,0,0,1
ダート,1150,稍重,オープン,520,1,1,0,0
ダート,1150,稍重,新馬,380,0,0,0,1
ダート,1150,稍重,新馬,400,0,0,0,1
ダート,1150,稍重,新馬,410,0,0,0,2
ダート,1150,稍重,新馬,420,0,1,0,4
ダート,1150,稍重,新馬,430,0,0,0,3
ダート,1150,稍重,新馬,440,0,1,0,8
ダート,1150,稍重,新馬,450,0,1,2,9
ダート,1150,稍重,新馬,460,1,1,0,7
ダート,1150,稍重,新馬,470,1,1,0,6
ダート,1150,稍重,新馬,480,1,0,0,9
ダート,1150,稍重,新馬,490,1,0,0,2
ダート,1150,稍重,新馬,500,0,0,1,2
ダート,1150,稍重,新馬,510,0,0,1,0
ダート,1150,稍重,新馬,530,1,0,1,0
ダート,1150,稍重,未勝利,380,0,0,0,2
ダート,1150,稍重,未勝利,390,0,0,0,1
ダート,1150,稍重,未勝利,400,0,0,0,4
ダート,1150,稍重,未勝利,410,0,1,2,15
ダート,1150,稍重,未勝利,420,2,1,0,17
ダート,1150,稍重,未勝利,430,2,1,2,29
ダート,1150,稍重,未勝利,440,1,3,2,25
ダート,1150,稍重,未勝利,450,4,4,0,26
ダート,1150,稍重,未勝利,460,1,1,3,31
ダート,1150,稍重,未勝利,470,1,3,1,21
ダート,1150,稍重,未勝利,480,3,1,2,20
ダート,1150,稍重,未勝利,490,1,2,2,9
ダート,1150,稍重,未勝利,500,2,0,1,4
ダート,1150,稍重,未勝利,510,0,0,1,4
ダート,1150,稍重,未勝利,520,0,0,1,4
ダート,1150,稍重,未勝利,530,0,0,0,1
ダート,1150,稍重,未勝利,550,0,0,0,1
ダート,1150,良,1勝クラス,380,0,0,0,1
ダート,1150,良,1勝クラス,390,0,1,0,4
ダート,1150,良,1勝クラス,400,1,0,0,5
ダート,1150,良,1勝クラス,410,2,0,0,5
ダート,1150,良,1勝クラス,420,0,5,0,23
ダート,1150,良,1勝クラス,430,3,1,13,58
ダート,1150,良,1勝クラス,440,4,7,7,81
ダート,1150,良,1勝クラス,450,7,8,9,103
ダート,1150,良,1勝クラス,460,12,7,6,119
ダート,1150,良,1勝クラス,470,13,10,9,132
ダート,1150,良,1勝クラス,480,9,10,9,82
ダート,1150,良,1勝クラス,490,6,6,6,87
ダート,1150,良,1勝クラス,500,5,9,6,55
ダート,1150,良,1勝クラス,510,1,1,2,43
ダート,1150,良,1勝クラス,520,2,3,0,24
ダート,1150,良,1勝クラス,530,3,0,1,5
ダート,1150,良,1勝クラス,540,0,0,1,3
ダート,1150,良,1勝クラス,550,1,1,0,5
ダート,1150,良,2勝クラス,410,0,0,0,2
ダート,1150,良,2勝クラス,420,0,1,0,4
ダート,1150,良,2勝クラス,430,0,3,1,6
ダート,1150,良,2勝クラス,440,1,0,0,13
ダート,1150,良,2勝クラス,450,2,2,0,27
ダート,1150,良,2勝クラス,460,1,1,3,23
ダート,1150,良,2勝クラス,470,3,2,1,22
ダート,1150,良,2勝クラス,480,2,0,5,24
ダート,1150,良,2勝クラス,490,1,3,3,26
ダート,1150,良,2勝クラス,500,1,1,1,19
ダート,1150,良,2勝クラス,510,1,1,0,13
ダート,1150,良,2勝クラス,520,2,0,0,4
ダート,1150,良,2勝クラス,530,0,1,1,7
ダート,1150,良,2勝クラス,540,0,0,0,2
ダート,1150,良,2勝クラス,550,1,0,0,1
ダート,1150,良,3勝クラス,420,0,0,0,1
ダート,1150,良,3勝クラス,430,0,0,0,8
ダート,1150,良,3勝クラス,440,0,0,0,2
ダート,1150,良,3勝クラス,450,2,2,2,11
ダート,1150,良,3勝クラス,460,2,3,5,20
ダート,1150,良,3勝クラス,470,5,1,2,19
ダート,1150,良,3勝クラス,480,1,2,0,26
ダート,1150,良,3勝クラス,490,1,1,0,21
ダート,1150,良,3勝クラス,500,1,2,0,14
ダート,1150,良,3勝クラス,510,1,0,1,12
ダート,1150,良,3勝クラス,520,0,1,3,9
ダート,1150,良,3勝クラス,530,0,0,0,3
ダート,1150,良,3勝クラス,550,0,1,0,2
ダート,1150,良,all,380,0,0,0,14
ダート,1150,良,all,390,1,1,1,19
ダート,1150,良,all,400,1,0,0,26
ダート,1150,良,all,410,3,1,1,45
ダート,1150,良,all,420,1,11,5,106
ダート,1150,良,all,430,6,12,19,174
ダート,1150,良,all,440,16,12,16,207
ダート,1150,良,all,450,21,25,23,257
ダート,1150,良,all,460,33,20,22,264
ダート,1150,良,all,470,31,24,19,281
ダート,1150,良,all,480,22,25,23,207
ダート,1150,良,all,490,12,16,13,182
ダート,1150,良,all,500,11,14,9,116
ダート,1150,良,all,510,3,3,9,89
ダート,1150,良,all,520,4,4,5,46
ダート,1150,良,all,530,3,1,4,19
ダート,1150,良,all,540,0,0,2,11
ダート,1150,良,all,550,3,2,0,10
ダート,1150,良,オープン,440,0,0,0,1
ダート,1150,良,オープン,450,0,1,0,1
ダート,1150,良,オープン,470,1,1,0,4
ダート,1150,良,オープン,480,0,0,0,3
ダート,1150,良,オープン,490,0,0,0,2
ダート,1150,良,オープン,500,0,0,1,3
ダート,1150,良,オープン,510,0,0,0,1
ダート,1150,良,オープン,520,0,0,0,2
ダート,1150,良,オープン,530,0,0,1,1
ダート,1150,良,オープン,550,1,0,0,0
ダート,1150,良,新馬,380,0,0,0,1
ダート,1150,良,新馬,390,1,0,0,0
ダート,1150,良,新馬,400,0,0,0,2
ダート,1150,良,新馬,410,0,0,1,0
ダート,1150,良,新馬,420,0,0,2,3
ダート,1150,良,新馬,430,0,0,0,5
ダート,1150,良,新馬,440,0,0,1,4
ダート,1150,良,新馬,450,0,1,0,6
ダート,1150,良,新馬,460,2,1,0,9
ダート,1150,良,新馬,470,1,1,0,4
ダート,1150,良,新馬,480,0,1,1,3
ダート,1150,良,新馬,490,1,1,0,5
ダート,1150,良,新馬,520,0,0,0,1
ダート,1150,良,未勝利,380,0,0,0,12
ダート,1150,良,未勝利,390,0,0,1,15
ダート,1150,良,未勝利,400,0,0,0,19
ダート,1150,良,未勝利,410,1,1,0,38
ダート,1150,良,未勝利,420,1,5,3,74
ダート,1150,良,未勝利,430,3,7,5,90
ダート,1150,良,未勝利,440,11,5,8,98
ダート,1150,良,未勝利,450,10,11,11,107
ダート,1150,良,未勝利,460,15,7,8,82
ダート,1150,良,未勝利,470,7,9,7,96
ダート,1150,良,未勝利,480,10,11,8,64
ダート,1150,良,未勝利,490,2,5,3,40
ダート,1150,良,未勝利,500,3,1,1,21
ダート,1150,良,未勝利,510,0,1,5,17
ダート,1150,良,未勝利,520,0,0,1,4
ダート,1150,良,未勝利,530,0,0,1,1
ダート,1150,良,未勝利,540,0,0,1,6
ダート,1150,良,未勝利,550,0,0,0,2
ダート,1150,重,1勝クラス,380,0,0,0,1
ダート,1150,重,1勝クラス,390,0,0,0,1
ダート,1150,重,1勝クラス,410,0,0,0,1
ダート,1150,重,1勝クラス,420,1,1,0,4
ダート,1150,重,1勝クラス,430,0,0,1,8
ダート,1150,重,1勝クラス,440,0,0,1,10
ダート,1150,重,1勝クラス,450,1,2,0,11
ダート,1150,重,1勝クラス,460,1,2,0,17
ダート,1150,重,1勝クラス,470,1,3,2,12
ダート,1150,重,1勝クラス,480,1,0,2,14
ダート,1150,重,1勝クラス,490,1,1,0,11
ダート,1150,重,1勝クラス,500,2,0,0,9
ダート,1150,重,1勝クラス,510,1,0,2,2
ダート,1150,重,1勝クラス,530,0,0,1,3
ダート,1150,重,2勝クラス,420,0,0,0,1
ダート,1150,重,2勝クラス,430,0,1,0,3
ダート,1150,重,2勝クラス,440,0,0,1,3
ダート,1150,重,2勝クラス,450,0,0,1,6
ダート,1150,重,2勝クラス,460,1,1,0,7
ダート,1150,重,2勝クラス,470,0,2,2,8
ダート,1150,重,2勝クラス,480,1,0,1,14
ダート,1150,重,2勝クラス,490,0,0,0,8
ダート,1150,重,2勝クラス,500,1,0,0,6
ダート,1150,重,2勝クラス,510,0,0,0,5
ダート,1150,重,2勝クラス,520,0,1,0,1
ダート,1150,重,2勝クラス,530,2,0,0,2
ダート,1150,重,2勝クラス,540,0,0,0,1
ダート,1150,重,3勝クラス,420,0,0,0,1
ダート,1150,重,3勝クラス,450,0,0,0,2
ダート,1150,重,3勝クラス,460,0,0,0,5
ダート,1150,重,3勝クラス,470,2,0,0,3
ダート,1150,重,3勝クラス,480,0,0,0,3
ダート,1150,重,3勝クラス,490,0,1,0,5
ダート,1150,重,3勝クラス,500,0,0,1,2
ダート,1150,重,3勝クラス,510,0,0,1,0
ダート,1150,重,3勝クラス,520,0,1,0,1
ダート,1150,重,3勝クラス,530,0,0,0,1
ダート,1150,重,3勝クラス,540,0,0,0,2
ダート,1150,重,all,380,0,0,0,2
ダート,1150,重,all,390,0,0,0,1
ダート,1150,重,all,400,0,0,1,7
ダート,1150,重,all,410,0,1,1,11
ダート,1150,重,all,420,1,2,1,18
ダート,1150,重,all,430,2,4,1,30
ダート,1150,重,all,440,3,1,5,37
ダート,1150,重,all,450,5,3,3,40
ダート,1150,重,all,460,3,5,1,52
ダート,1150,重,all,470,5,6,6,38
ダート,1150,重,all,480,3,1,6,48
ダート,1150,重,all,490,2,4,0,31
ダート,1150,重,all,500,3,0,1,21
ダート,1150,重,all,510,1,1,3,10
ダート,1150,重,all,520,0,2,0,4
ダート,1150,重,all,530,2,0,1,7
ダート,1150,重,all,540,0,0,0,4
ダート,1150,重,新馬,400,0,0,0,3
ダート,1150,重,新馬,410,0,1,1,1
ダート,1150,重,新馬,420,0,0,0,1
ダート,1150,重,新馬,430,0,1,0,4
ダート,1150,重,新馬,440,2,0,1,6
ダート,1150,重,新馬,450,1,0,1,4
ダート,1150,重,新馬,460,0,1,0,6
ダート,1150,重,新馬,470,0,0,0,3
ダート,1150,重,新馬,480,0,0,0,3
ダート,1150,重,未勝利,380,0,0,0,1
ダート,1150,重,未勝利,400,0,0,1,4
ダート,1150,重,未勝利,410,0,0,0,9
ダート,1150,重,未勝利,420,0,1,1,11
ダート,1150,重,未勝利,430,1,2,0,14
ダート,1150,重,未勝利,440,1,1,2,17
ダート,1150,重,未勝利,450,3,0,1,16
ダート,1150,重,未勝利,460,1,1,1,16
ダート,1150,重,未勝利,470,2,1,2,11
ダート,1150,重,未勝利,480,1,1,2,12
ダート,1150,重,未勝利,490,1,2,0,6
ダート,1150,重,未勝利,500,0,0,0,2
ダート,1150,重,未勝利,510,0,1,0,2
ダート,1150,重,未勝利,520,0,0,0,1
ダート,1150,重,未勝利,530,0,0,0,1
ダート,1700,不良,1勝クラス,420,0,0,0,1
ダート,1700,不良,1勝クラス,430,0,0,1,1
ダート,1700,不良,1勝クラス,440,0,0,0,1
ダート,1700,不良,1勝クラス,450,0,0,0,1
ダート,1700,不良,1勝クラス,470,0,0,0,2
ダート,1700,不良,1勝クラス,480,0,1,0,2
ダート,1700,不良,1勝クラス,490,0,0,0,1
ダート,1700,不良,1勝クラス,510,1,0,0,0
ダート,1700,不良,1勝クラス,530,0,0,0,1
ダート,1700,不良,2勝クラス,450,1,0,0,0
ダート,1700,不良,2勝クラス,470,0,0,1,6
ダート,1700,不良,2勝クラス,480,1,0,1,0
ダート,1700,不良,2勝クラス,490,0,1,0,2
ダート,1700,不良,2勝クラス,500,0,0,0,5
ダート,1700,不良,2勝クラス,510,0,0,0,1
ダート,1700,不良,2勝クラス,520,0,0,0,2
ダート,1700,不良,2勝クラス,530,0,0,0,2
ダート,1700,不良,2勝クラス,540,0,1,0,0
ダート,1700,不良,3勝クラス,460,0,0,0,1
ダート,1700,不良,3勝クラス,470,0,1,0,4
ダート,1700,不良,3勝クラス,480,0,0,0,1
ダート,1700,不良,3勝クラス,490,0,0,0,3
ダート,1700,不良,3勝クラス,500,0,0,0,2
ダート,1700,不良,3勝クラス,510,1,0,0,1
ダート,1700,不良,3勝クラス,520,0,0,1,0
ダート,1700,不良,all,390,0,0,0,1
ダート,1700,不良,all,400,0,0,0,2
ダート,1700,不良,all,410,1,0,0,5
ダート,1700,不良,all,420,1,0,1,9
ダート,1700,不良,all,430,0,3,1,14
ダート,1700,不良,all,440,3,0,0,15
ダート,1700,不良,all,450,2,2,2,20
ダート,1700,不良,all,460,0,1,1,22
ダート,1700,不良,all,470,3,3,4,31
ダート,1700,不良,all,480,1,4,2,15
ダート,1700,不良,all,490,1,2,1,18
ダート,1700,不良,all,500,1,0,2,11
ダート,1700,不良,all,510,2,0,1,6
ダート,1700,不良,all,520,1,0,1,4
ダート,1700,不良,all,530,0,0,0,4
ダート,1700,不良,all,540,0,1,0,2
ダート,1700,不良,未勝利,390,0,0,0,1
ダート,1700,不良,未勝利,400,0,0,0,2
ダート,1700,不良,未勝利,410,1,0,0,5
ダート,1700,不良,未勝利,420,1,0,1,8
ダート,1700,不良,未勝利,430,0,3,0,13
ダート,1700,不良,未勝利,440,3,0,0,14
ダート,1700,不良,未勝利,450,1,2,2,19
ダート,1700,不良,未勝利,460,0,1,1,21
ダート,1700,不良,未勝利,470,3,2,3,19
ダート,1700,不良,未勝利,480,0,3,1,12
ダート,1700,不良,未勝利,490,1,1,1,12
ダート,1700,不良,未勝利,500,1,0,2,4
ダート,1700,不良,未勝利,510,0,0,1,4
ダート,1700,不良,未勝利,520,1,0,0,2
ダート,1700,不良,未勝利,530,0,0,0,1
ダート,1700,不良,未勝利,540,0,0,0,2
ダート,1700,全,1勝クラス,380,0,0,1,1
ダート,1700,全,1勝クラス,390,0,0,0,3
ダート,1700,全,1勝クラス,400,0,0,0,5
ダート,1700,全,1勝クラス,410,2,1,1,21
ダート,1700,全,1勝クラス,420,1,1,6,37
ダート,1700,全,1勝クラス,430,4,7,4,68
ダート,1700,全,1勝クラス,440,7,11,7,110
ダート,1700,全,1勝クラス,450,24,12,20,156
ダート,1700,全,1勝クラス,460,17,15,23,215
ダート,1700,全,1勝クラス,470,17,14,18,219
ダート,1700,全,1勝クラス,480,19,24,19,208
ダート,1700,全,1勝クラス,490,18,18,17,185
ダート,1700,全,1勝クラス,500,7,19,14,138
ダート,1700,全,1勝クラス,510,11,8,7,67
ダート,1700,全,1勝クラス,520,5,6,2,56
ダート,1700,全,1勝クラス,530,2,1,0,24
ダート,1700,全,1勝クラス,540,2,1,0,12
ダート,1700,全,1勝クラス,550,3,1,0,8
ダート,1700,全,2勝クラス,400,0,0,0,1
ダート,1700,全,2勝クラス,410,0,0,1,1
ダート,1700,全,2勝クラス,420,0,1,1,10
ダート,1700,全,2勝クラス,430,1,0,0,20
ダート,1700,全,2勝クラス,440,2,2,2,29
ダート,1700,全,2勝クラス,450,10,5,5,55
ダート,1700,全,2勝クラス,460,4,6,5,62
ダート,1700,全,2勝クラス,470,5,6,7,74
ダート,1700,全,2勝クラス,480,6,5,9,71
ダート,1700,全,2勝クラス,490,9,8,2,57
ダート,1700,全,2勝クラス,500,7,4,9,51
ダート,1700,全,2勝クラス,510,2,4,1,28
ダート,1700,全,2勝クラス,520,0,1,1,32
ダート,1700,全,2勝クラス,530,0,2,2,25
ダート,1700,全,2勝クラス,540,0,1,0,3
ダート,1700,全,2勝クラス,550,1,0,1,3
ダート,1700,全,3勝クラス,420,0,0,1,2
ダート,1700,全,3勝クラス,430,1,0,0,3
ダート,1700,全,3勝クラス,440,1,3,0,12
ダート,1700,全,3勝クラス,450,2,0,2,19
ダート,1700,全,3勝クラス,460,2,4,1,18
ダート,1700,全,3勝クラス,470,0,2,1,22
ダート,1700,全,3勝クラス,480,3,1,1,20
ダート,1700,全,3勝クラス,490,5,1,6,30
ダート,1700,全,3勝クラス,500,0,1,0,24
ダート,1700,全,3勝クラス,510,1,1,1,14
ダート,1700,全,3勝クラス,520,0,1,2,7
ダート,1700,全,3勝クラス,530,0,1,0,2
ダート,1700,全,3勝クラス,540,0,0,0,5
ダート,1700,全,3勝クラス,550,1,1,1,4
ダート,1700,全,all,380,0,0,1,12
ダート,1700,全,all,390,0,0,0,14
ダート,1700,全,all,400,0,1,5,40
ダート,1700,全,all,410,6,1,7,72
ダート,1700,全,all,420,9,9,16,148
ダート,1700,全,all,430,14,19,15,230
ダート,1700,全,all,440,29,41,26,387
ダート,1700,全,all,450,52,36,52,536
ダート,1700,全,all,460,54,55,53,613
ダート,1700,全,all,470,50,48,53,627
ダート,1700,全,all,480,54,58,51,549
ダート,1700,全,all,490,53,46,48,505
ダート,1700,全,all,500,31,36,38,380
