,race_time,race_id,race_name
0,0950,202404010401,3歳未勝利
1,0955,202408030601,3歳未勝利
2,1005,202405020601,3歳未勝利
3,1015,202404010402,3歳未勝利
4,1025,202408030602,3歳未勝利
5,1035,202405020602,3歳未勝利
6,1045,202404010403,3歳未勝利
7,1055,202408030603,3歳未勝利
8,1105,202405020603,3歳未勝利
9,1115,202404010404,4歳以上障害未勝利
10,1125,202408030604,3歳未勝利
11,1135,202405020604,3歳未勝利
12,1205,202404010405,3歳未勝利
13,1215,202408030605,3歳未勝利
14,1225,202405020605,3歳1勝クラス
15,1235,202404010406,4歳以上1勝クラス
16,1245,202408030606,3歳1勝クラス
17,1255,202405020606,4歳以上1勝クラス
18,1305,202404010407,4歳以上1勝クラス
19,1315,202408030607,4歳以上1勝クラス
20,1325,202405020607,4歳以上1勝クラス
21,1335,202404010408,4歳以上1勝クラス
22,1345,202408030608,4歳以上2勝クラス
23,1355,202405020608,4歳以上2勝クラス
24,1405,202404010409,咲花特別
25,1415,202408030609,烏丸S
26,1425,202405020609,分倍河原S
27,1440,202404010410,駿風S
28,1450,202408030610,橘S
29,1501,202405020610,キングカメハメハC
30,1520,202404010411,新潟大賞典
31,1530,202408030611,鞍馬S
32,1540,202405020611,NHKマイルC
33,1601,202404010412,4歳以上1勝クラス
34,1610,202408030612,4歳以上1勝クラス
35,1625,202405020612,日吉特別
