,race_time,race_id,race_name
0,0950,202407030201,3歳以上障害未勝利
1,1005,202406040201,2歳未勝利
2,1025,202407030202,2歳未勝利
3,1040,202406040202,2歳未勝利
4,1055,202407030203,2歳未勝利
5,1110,202406040203,2歳新馬
6,1125,202407030204,2歳新馬
7,1140,202406040204,3歳以上1勝クラス
8,1215,202407030205,2歳新馬
9,1230,202406040205,2歳新馬
10,1245,202407030206,3歳以上1勝クラス
11,1300,202406040206,3歳以上1勝クラス
12,1315,202407030207,3歳以上1勝クラス
13,1330,202406040207,3歳以上1勝クラス
14,1350,202407030208,3歳以上1勝クラス
15,1401,202406040208,3歳以上1勝クラス
16,1425,202407030209,天竜川特別
17,1435,202406040209,白井特別
18,1501,202407030210,浜松S
19,1510,202406040210,セプテンバーS
20,1535,202407030211,セントウルS
21,1545,202406040211,京成杯AH
22,1610,202407030212,3歳以上1勝クラス
23,1630,202406040212,3歳以上2勝クラス
