,race_time,race_id,race_name
0,0945,202610011201,3歳未勝利
1,0955,202609010401,3歳未勝利
2,1005,202606020201,3歳未勝利
3,1015,202610011202,3歳未勝利
4,1025,202609010402,3歳未勝利
5,1035,202606020202,3歳未勝利
6,1045,202610011203,3歳未勝利
7,1055,202609010403,3歳未勝利
8,1105,202606020203,3歳未勝利
9,1115,202610011204,4歳以上障害未勝利
10,1125,202609010404,3歳1勝クラス
11,1135,202606020204,3歳1勝クラス
12,1205,202610011205,3歳未勝利
13,1215,202609010405,3歳未勝利
14,1225,202606020205,3歳未勝利
15,1235,202610011206,3歳未勝利
16,1245,202609010406,3歳1勝クラス
17,1255,202606020206,4歳以上1勝クラス
18,1305,202610011207,4歳以上1勝クラス
19,1315,202609010407,4歳以上1勝クラス
20,1325,202606020207,3歳1勝クラス
21,1335,202610011208,4歳以上1勝クラス
22,1345,202609010408,4歳以上1勝クラス
23,1355,202606020208,4歳以上1勝クラス
24,1405,202610011209,唐戸特別
25,1415,202609010409,山陽特別
26,1425,202606020209,富里特別
27,1440,202610011210,西日本新聞杯
28,1450,202609010410,伊丹S
29,1500,202606020210,アクアマリンS
30,1515,202610011211,関門橋S
31,1530,202609010411,チューリップ賞
32,1545,202606020211,中山記念
33,1600,202610011212,4歳以上1勝クラス
34,1610,202609010412,4歳以上2勝クラス
35,1625,202606020212,4歳以上2勝クラス
