,race_time,race_id,race_name
0,0945,202506040401,3歳以上障害未勝利
1,1001,202509040401,2歳未勝利
2,1020,202506040402,2歳未勝利
3,1035,202509040402,2歳未勝利
4,1050,202506040403,2歳未勝利
5,1105,202509040403,3歳未勝利
6,1120,202506040404,2歳未勝利
7,1135,202509040404,3歳未勝利
8,1210,202506040405,2歳新馬
9,1225,202509040405,2歳新馬
10,1240,202506040406,3歳未勝利
11,1255,202509040406,2歳新馬
12,1310,202506040407,3歳未勝利
13,1325,202509040407,3歳以上1勝クラス
14,1340,202506040408,3歳以上1勝クラス
15,1355,202509040408,3歳以上1勝クラス
16,1415,202506040409,御宿特別
17,1430,202509040409,能勢特別
18,1450,202506040410,レインボーS
19,1505,202509040410,仲秋S
20,1530,202506040411,ラジオ日本賞
21,1545,202509040411,ローズS
22,1610,202506040412,3歳以上1勝クラス
23,1630,202509040412,3歳以上1勝クラス
