,race_time,race_id,race_name
0,0950,202407010201,3歳未勝利
1,1001,202409010601,3歳未勝利
2,1010,202406020601,3歳未勝利
3,1020,202407010202,3歳未勝利
4,1030,202409010602,3歳未勝利
5,1040,202406020602,3歳未勝利
6,1050,202407010203,3歳未勝利
7,1100,202409010603,3歳未勝利
8,1110,202406020603,3歳未勝利
9,1120,202407010204,3歳未勝利
10,1135,202409010604,3歳未勝利
11,1140,202406020604,4歳以上障害未勝利
12,1210,202407010205,3歳未勝利
13,1220,202409010605,3歳1勝クラス
14,1230,202406020605,3歳未勝利
15,1240,202407010206,4歳以上1勝クラス
16,1250,202409010606,3歳1勝クラス
17,1300,202406020606,3歳1勝クラス
18,1310,202407010207,4歳以上1勝クラス
19,1320,202409010607,4歳以上1勝クラス
20,1330,202406020607,3歳1勝クラス
21,1340,202407010208,4歳以上1勝クラス
22,1350,202409010608,4歳以上1勝クラス
23,1401,202406020608,4歳以上1勝クラス
24,1415,202407010209,岡崎特別
25,1425,202409010609,天神橋特別
26,1435,202406020609,房総特別
27,1450,202407010210,昇竜S
28,1501,202409010610,オークランドTRT
29,1510,202406020610,東風S
30,1525,202407010211,金鯱賞
31,1535,202409010611,フィリーズR
32,1545,202406020611,アネモネS
33,1601,202407010212,4歳以上1勝クラス
34,1610,202409010612,4歳以上2勝クラス
35,1625,202406020612,4歳以上1勝クラス
