,race_time,race_id,race_name
0,0945,202503030601,2歳未勝利
1,1000,202505050601,2歳未勝利
2,1015,202503030602,3歳以上1勝クラス
3,1030,202505050602,2歳未勝利
4,1045,202503030603,3歳以上1勝クラス
5,1100,202505050603,2歳未勝利
6,1115,202503030604,3歳以上障害未勝利
7,1130,202505050604,2歳未勝利
8,1205,202503030605,2歳新馬
9,1220,202505050605,3歳以上1勝クラス
10,1235,202503030606,2歳未勝利
11,1250,202505050606,2歳新馬
12,1305,202503030607,3歳以上1勝クラス
13,1320,202505050607,2歳新馬
14,1335,202503030608,3歳以上1勝クラス
15,1350,202505050608,3歳以上2勝クラス
16,1405,202503030609,磐梯山特別
17,1420,202505050609,南武特別
18,1440,202503030610,五色沼特別
19,1455,202505050610,晩秋S
20,1515,202503030611,奥羽S
21,1530,202505050611,東スポ杯2歳S
22,1555,202503030612,3歳以上1勝クラス
23,1605,202505050612,3歳以上1勝クラス
