,race_time,race_id,race_name
0,0950,202602010301,3歳未勝利
1,0955,202609030501,3歳以上障害OP
2,1005,202605030501,3歳未勝利
3,1020,202602010302,3歳未勝利
4,1030,202609030502,3歳未勝利
5,1040,202605030502,3歳未勝利
6,1050,202602010303,3歳未勝利
7,1100,202609030503,3歳未勝利
8,1110,202605030503,3歳未勝利
9,1120,202602010304,3歳未勝利
10,1130,202609030504,3歳未勝利
11,1140,202605030504,2歳新馬
12,1210,202602010305,2歳新馬
13,1220,202609030505,2歳新馬
14,1230,202605030505,2歳新馬
15,1240,202602010306,2歳新馬
16,1250,202609030506,3歳未勝利
17,1300,202605030506,3歳未勝利
18,1310,202602010307,3歳未勝利
19,1320,202609030507,3歳以上1勝クラス
20,1330,202605030507,3歳未勝利
21,1340,202602010308,3歳以上1勝クラス
22,1350,202609030508,3歳以上1勝クラス
23,1400,202605030508,3歳以上1勝クラス
24,1410,202602010309,下北半島特別
25,1420,202609030509,舞子特別
26,1435,202605030509,町田特別
27,1445,202602010310,駒ケ岳特別
28,1455,202609030510,ストークS
29,1510,202605030510,相模湖特別
30,1520,202602010311,STV杯
31,1530,202609030511,天保山S
32,1545,202605030511,スレイプニルS
33,1605,202602010312,3歳以上1勝クラス
34,1615,202609030512,3歳以上1勝クラス
35,1630,202605030512,3歳以上1勝クラス
