,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,course_len,weather,race_type,ground_state,date,class,horse_id,jockey_id,通過,上り
202206010101,1,8,15,ニシノアナ,牝3,51.0,横山琉人,0:1:12.5,nan,6.8,4.0,456,[東] 相沢郁,1200,晴,ダート,良,2022年01月05日,未勝利,2019103610,01192,2-2,37.6
202206010101,2,5,10,トラストパッキャオ,牝3,54.0,菅原明良,0:1:12.5,クビ,57.2,12.0,458,[東] 高木登,1200,晴,ダート,良,2022年01月05日,未勝利,2019100855,01179,1-1,37.7
202206010101,3,2,4,マイネルシトラス,牡3,56.0,柴田大知,0:1:12.5,クビ,3.7,1.0,518,[東] 武市康男,1200,晴,ダート,良,2022年01月05日,未勝利,2019103542,01009,4-3,37.3
202206010101,4,1,2,ピカリエ,牝3,54.0,伊藤工真,0:1:12.8,1.1/2,16.0,9.0,486,[東] 金成貴史,1200,晴,ダート,良,2022年01月05日,未勝利,2019104288,01119,10-7,37.2
202206010101,5,8,16,ブラッドライン,牡3,56.0,Ｍ．デム,0:1:13.2,2.1/2,10.0,5.0,478,[東] 伊藤大士,1200,晴,ダート,良,2022年01月05日,未勝利,2019101003,05212,4-5,38.0
202206010101,6,4,8,デザートサファリ,牡3,56.0,丹内祐次,0:1:13.4,1,6.3,3.0,470,[東] 岩戸孝樹,1200,晴,ダート,良,2022年01月05日,未勝利,2019101217,01091,2-3,38.4
202206010101,7,5,9,ニシノスーベニア,牡3,56.0,内田博幸,0:1:13.7,1.3/4,14.3,8.0,536,[東] 上原博之,1200,晴,ダート,良,2022年01月05日,未勝利,2019101408,00422,7-7,38.4
202206010101,8,6,11,ペルペテュエル,牡3,56.0,戸崎圭太,0:1:13.7,クビ,6.2,2.0,472,[東] 武藤善則,1200,晴,ダート,良,2022年01月05日,未勝利,2019102271,05386,7-7,38.4
202206010101,9,4,7,アイアムラベンダー,牝3,54.0,松岡正海,0:1:13.9,3/4,10.7,6.0,462,[東] 奥平雅士,1200,晴,ダート,良,2022年01月05日,未勝利,2019104028,01085,4-5,38.7
202206010101,10,3,6,オールフラッグ,牡3,56.0,横山武史,0:1:13.9,クビ,12.6,7.0,478,[東] 奥村武,1200,晴,ダート,良,2022年01月05日,未勝利,2019105170,01170,10-11,38.3
202206010101,11,1,1,サノプリ,牝3,51.0,小林凌大,0:1:14.0,1/2,258.1,15.0,424,[東] 尾形和幸,1200,晴,ダート,良,2022年01月05日,未勝利,2019102173,01177,9-7,38.5
202206010101,12,7,14,ヤマタケコーチャン,牡3,56.0,丸田恭介,0:1:14.2,1.1/4,239.2,14.0,444,[東] 萱野浩二,1200,晴,ダート,良,2022年01月05日,未勝利,2019102153,01117,14-15,38.3
202206010101,13,3,5,キタノドーベル,牝3,54.0,武士沢友,0:1:14.4,1,273.2,16.0,448,[東] 深山雅史,1200,晴,ダート,良,2022年01月05日,未勝利,2019101943,01029,14-13,38.5
202206010101,14,7,13,アイスケイブ,牝3,54.0,三浦皇成,0:1:14.5,3/4,25.3,10.0,432,[東] 高柳瑞樹,1200,晴,ダート,良,2022年01月05日,未勝利,2019105024,01122,16-15,38.4
202206010101,15,6,12,ミュージアムピース,牡3,56.0,黛弘人,0:1:15.3,5,67.9,13.0,464,[東] 伊藤大士,1200,晴,ダート,良,2022年01月05日,未勝利,2019104143,01109,12-13,39.5
202206010101,16,2,3,コンセプシオン,牝3,54.0,斎藤新,0:1:16.0,4,32.8,11.0,528,[東] 水野貴広,1200,晴,ダート,良,2022年01月05日,未勝利,2019106127,01178,12-11,40.2
202206010102,1,1,1,シンボリックレルム,牝3,54.0,団野大成,0:1:56.6,nan,15.1,4.0,484,[東] 水野貴広,1800,晴,ダート,良,2022年01月05日,未勝利,2019104958,01180,5-6-6-5,39.4
202206010102,2,4,8,タマモタップダンス,牝3,51.0,永野猛蔵,0:1:56.6,アタマ,1.5,1.0,490,[東] 伊藤圭三,1800,晴,ダート,良,2022年01月05日,未勝利,2019106690,01188,3-3-3-3,39.7
