,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,マカナアネラ,牡3,55.0,松本,角田,450(-8),12.2,6,栗東,2023103875,1191,サトノアラジン,ブリスフルデイズ,キングカメハメハ,-0.009793770493993,7,-0.3242661120749799,10,-0.9293875478149,6,-0.5279314831756339,5,0.0877057581237597,0.065253854681036,45.0,48.7,41.9,11
1,2,2,アドミラルシップ,牡5,58.0,横山武,相沢,474(+2),6.3,4,美浦,2021102708,1170,ゴールドシップ,ヴィーヴァブーケ,キングカメハメハ,0.3615237020874383,6,-1.2935015815186397,9,-0.6805867095180058,4,-0.9041303837504278,7,0.0602070017507455,0.1263646074775619,46.1,51.8,42.5,10
2,3,3,ホウオウペトリュス,牝5,56.0,岩田康,須貝,464(+8),66.5,12,栗東,2021105694,5203,スワーヴリチャード,パシオンルージュ,ボストンハーバー,-1.2236329378874748,12,-0.4328798889952288,12,0.1577244026785438,1,-1.564376870667011,12,0.0311103999489135,0.0119713838662953,41.9,80.5,76.6,1
3,4,4,グランセゾン,牝4,56.0,鮫島駿,栗田,470(-2),10.2,7,美浦,2022106645,1157,オルフェーヴル,ディルガ,Curlin,0.6536661831869522,4,-0.6459754257471917,5,-0.12218274230747,7,-0.0968821759640932,2,0.1349678850324287,0.0780487281479059,49.8,48.6,52.8,4
4,4,5,ドッグウッド,牡3,55.0,斎藤,斎藤誠,460(+2),3.0,1,美浦,2023101382,1178,レイデオロ,ハナソメイ,タートルボウル,1.894764122156472,1,0.1802218351879384,2,0.0739662850009973,3,-0.907636888143788,8,0.0599962553421366,0.2653656757028799,58.1,52.9,57.6,2
5,5,6,ビービーバザーク,牡4,58.0,和田陽,武幸,504(+22),33.4,11,栗東,2022102397,1223,シニスターミニスター,カリビアンロマンス,コマンズ,-1.3123165083541988,13,-0.2839857874973187,6,-0.2707319519963398,12,-2.5843257983258767,13,0.0112188257654043,0.023835240332594,48.3,41.2,50.8,5
6,5,7,マイネルシンベリン,牡3,55.0,丹内,武市,450(-4),7.0,2,美浦,2023100207,1091,リオンディーズ,フォトジェニック,Sinndar,1.0371107213451336,3,-0.232243356488848,1,0.1000078834874936,2,-0.1040925516566134,3,0.1339982159152849,0.1137281467298057,80.0,53.2,57.5,3
7,6,8,ハミルトン,牡4,58.0,北村友,高野,522(0),30.5,10,栗東,2022102896,1102,キズナ,ドリームオブジェニー,Pivotal,-0.8350681991116401,11,-0.291294834440118,7,0.0878826398779819,8,-1.0477281920864274,10,0.0521534766393435,0.0261015418724144,47.9,46.4,46.5,9
8,6,9,ウインポセイドン,牡4,58.0,佐々木,奥村豊,490(+6),29.1,9,栗東,2022101102,1197,ゴールドシップ,サマーラグーン,ボストンハーバー,-0.7949564498562114,10,-0.0989996866051979,11,-0.2764192857814395,9,-1.0031921531596295,9,0.0545286844990446,0.027357286154936,44.5,46.1,40.3,12
9,7,10,ディーリライズ,牡3,55.0,浜中,緒方,486(+2),12.1,3,栗東,2023100521,1115,ディーマジェスティ,トーセンディオール,キングカメハメハ,-0.5054884360289882,8,-0.9000916353633316,3,-0.6021005893770799,11,-1.257232744850516,11,0.0422957366519741,0.0657931427362512,51.2,45.3,48.5,7
10,7,11,マイバラード,牡6,58.0,横山琉,松永康,474(+2),71.0,13,美浦,2020100621,1192,ダノンバラード,マイネアロマ,ロージズインメイ,-0.773502564595437,9,-0.8429421534676426,13,-0.6810071869081924,13,-0.7167425438108092,6,0.0726153617385707,0.0112126341846287,41.2,40.0,38.6,13
11,8,12,コウギョク,牝3,53.0,横山和,昆,442(+4),10.1,8,栗東,2023104678,1140,シルバーステート,ハーランズルビー,Harlan's Holiday,0.4095702417971246,5,-0.2155961924253543,8,-0.2907890085676315,10,-0.2825336127460542,4,0.1120993380099423,0.0788214878325386,46.3,46.1,49.5,6
12,8,13,ゴーゴータカシ,セ4,58.0,吉田隼,武井,480(+2),7.5,5,美浦,2022102135,1095,モーリス,ビップベリンダ,ハーツクライ,1.098123895754824,2,0.8103123835545599,4,-0.1716317644565964,5,-0.010785603927957,1,0.1471030605824511,0.1061462702811519,49.8,49.2,46.9,8
