,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,サンオブザサン,牡3,57.0,斎藤,高橋一,510(0),12.9,8,栗東,2023101979,1178,タニノフランケル,ソレイユフルール,マツリダゴッホ,2.614823784226418,1,0.0,7,-0.6975316149721459,14,1.0570753369325117,1,0.3419520295268028,0.0616769093144153,48.5,42.4,58.9,2
1,2,2,バンダムソレール,牡3,53.0,★河原田,小栗,472(0),26.8,10,栗東,2023102317,1204,ルーラーシップ,ボンボンキャスト,ゼンノロブロイ,-0.7834360734366286,12,0.0,10,-1.214381313726112,5,-1.2211428330966998,9,0.0350386694368261,0.0296877660505954,43.7,48.3,43.3,12
2,3,3,チャーチルデュース,牡3,57.0,武豊,松永幹,500(-4),7.8,5,栗東,2023105320,666,Into Mischief,ビューティフルギフト,Medaglia d'Oro,0.1217424099722105,6,0.0,8,0.1641143442702083,4,-0.8074130123026071,7,0.0529941809139546,0.1020041192507637,47.2,49.2,51.4,5
3,3,4,コウソクユノ,牝3,54.0,☆長浜,中舘,424(-6),12.7,6,美浦,2023106929,1214,ブリックスアンドモルタル,エルディアマンテ,キングカメハメハ,-0.334975372995571,8,0.0,9,0.3282648306381439,10,-0.9316598640885247,8,0.0468024364123778,0.0626481992248785,47.0,45.6,45.3,8
4,4,5,ディープマウンテン,牝3,53.0,△鷲頭,深山,414(+12),45.4,13,美浦,2023103475,1202,エイシンフラッシュ,テクニカルラン,アグネスタキオン,-0.6878927956769795,10,-0.0140215476198475,12,-0.7752968086201306,8,-0.739294379213664,5,0.0567298624411749,0.0175249367875761,43.2,46.3,45.1,10
5,4,6,イトシサ,牡3,56.0,☆舟山,田中博,506(-8),7.3,3,美浦,2023106849,1221,インディチャンプ,アルビアーノ,Harlan's Holiday,-0.0551642310115725,7,-0.0140215476198475,4,-1.3625110467732575,2,-1.432438854321777,11,0.0283650079606464,0.10899070276109,51.8,59.1,49.8,6
6,5,7,フロムザムーン,牡3,54.0,▲大久保,畑端,452(-4),134.4,14,栗東,2023102369,1194,ルヴァンスレーヴ,カグラヒメ,マンハッタンカフェ,-1.1308123050505143,14,0.0,14,-1.6791093520146478,12,-1.5927589129476938,13,0.0241633304375566,0.0059198819208032,41.1,44.2,42.1,13
7,5,8,ホウオウライセンス,牡3,57.0,横山武,稲垣,502(+4),28.5,11,美浦,2023102400,1170,マインドユアビスケッツ,ハナズリベンジ,ハーツクライ,-0.3399811113222343,9,-0.0140215476198475,3,-1.8988764438285977,3,-0.3827200707470153,4,0.0810345052742043,0.0279169168475774,54.9,54.9,45.1,9
8,6,9,ペガサスウィンド,牝3,55.0,鮫島駿,宮地,496(-4),6.8,4,栗東,2023100609,1157,マインドユアビスケッツ,ペガサスハーツ,ハーツクライ,0.5619121760242091,3,0.0,5,-0.7104589613897421,6,-0.3722068256689187,3,0.0818909349270541,0.1170047250229349,51.3,47.5,47.6,7
9,6,10,ダノンアクション,牡3,57.0,横山和,安田,484(-4),16.4,7,栗東,2023105235,1140,エピファネイア,カジノブギ,ワークフォース,0.3246481372675343,5,-0.0064907629733172,1,-0.4172903386382793,7,0.064381477411224,2,0.1267195786688274,0.0485141542778022,80.6,46.7,53.8,3
10,7,11,ルージュプルーヴ,牝3,55.0,小沢,中内田,454(-4),34.5,12,栗東,2023103606,1185,エピファネイア,レッドルレーヴ,キングカメハメハ,-1.081604648337265,13,-0.0064907629733172,13,-0.7392969657659267,11,-2.298639070836677,14,0.0119288048981971,0.0230618008740857,41.6,45.1,41.8,14
11,7,12,モンロワイヤル,牡3,57.0,丹内,牧浦,460(+2),4.2,1,栗東,2023100926,1091,フィレンツェファイア,サンドスラッシュ,Holy Roman Emperor,1.0341271238464205,2,0.0,2,-0.2757686825341552,1,-0.7424238036774752,6,0.0565526081184883,0.1894362214657041,55.6,81.1,80.2,1
12,8,13,レースクイーン,牝3,55.0,横山琉,蛯名利,424(+8),21.9,9,美浦,2023101563,1192,フィレンツェファイア,レッドブリエ,ディープインパクト,-0.7779266214025153,11,-0.0103692549006235,11,-0.7698000775235767,13,-1.4121752185192122,10,0.0289456492349594,0.0363302342536966,43.3,43.6,43.6,11
13,8,14,メイショウセンドウ,牡3,57.0,吉田隼,飯田,470(+4),4.7,2,栗東,2023101756,1095,ホッコータルマエ,ルンルンクオリティ,ヴィクトワールピサ,0.5345395278964863,4,0.0,6,-0.0607907588066169,9,-1.4861232633085495,12,0.0268824017489297,0.169283431948076,50.2,46.0,52.0,4
