,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,パーセンタイル,牡2,52.0,▲森田,前川,402(-6),22.4,8,栗東,2024104857,1222,レイデオロ,スウィートマナ,Easing Along,-0.4971855754924132,8,0.1460022584289632,7,-0.1108885655331241,3,-0.7197388293456907,7,0.0687354084329145,0.0349411672729596,46.6,47.5,43.2,8
1,2,2,イザベル,牝2,55.0,松若,藤野,424(0),30.1,9,栗東,2024104426,1154,ブラックタイド,ブロークインベガス,キングカメハメハ,-0.824391097986095,10,-0.6441193995451525,11,-1.0128994128408322,6,-1.682426988157509,11,0.0262476461419148,0.0260027291333653,37.9,47.0,40.8,11
2,3,3,アイルエクラ,牡2,55.0,飛田愛,新谷,452(+4),76.9,11,栗東,2024105099,5609,クリソベリル,グリントオブライト,ステイゴールド,-0.8672799017882725,11,0.0177902941549441,10,-0.8880722634663104,11,-1.3852224034799234,10,0.0353317113397097,0.0101779212862717,41.2,44.8,41.1,10
3,4,4,プリメラエストレラ,牡2,55.0,コレット,橋田,504(-8),27.9,6,栗東,2024103554,5691,ジャンダルム,エクロジオン,エンパイアメーカー,-0.1593385194013499,6,-0.171851771298598,3,-0.813331825455121,4,-0.0923470197345277,4,0.1287221599360692,0.0280531235453152,54.2,47.4,54.4,4
4,5,5,ブレイクガール,牝2,55.0,松山,武幸,454(-4),1.9,1,栗東,2024106674,1126,キズナ,ラッキーダイム,Creative Cause,2.592301115934051,1,-0.3293067048361434,4,-0.7174875036080757,2,0.2278776843325467,1,0.177306697393336,0.4119379720601557,51.1,52.6,54.8,3
5,6,6,フランヴィア,牝2,55.0,高杉,庄野,432(-10),42.0,10,栗東,2024106922,1213,ダノンキングリー,フローレスクイーン,Frankel,-0.7945883180971454,9,-0.170052164235279,9,-0.1665060859382022,10,-1.304576226546624,9,0.0382991259908378,0.0186352892122451,42.1,45.5,41.3,9
6,6,7,アシャカブラーヴ,牡2,55.0,幸,大根田,486(-4),10.1,4,栗東,2024103516,732,モーリス,ホウライマツリ,エンパイアメーカー,-0.0453743709684472,4,-0.3035816228039675,2,-0.5552944880638303,5,-0.3732994042892359,5,0.0971935059578348,0.0774932818727025,56.5,47.4,54.9,2
7,7,8,スピークロウ,牡2,54.0,☆田山,浜田,456(-2),6.9,3,栗東,2024105823,1220,イスラボニータ,ギブンアンソート,エピファネイア,-0.113197510249055,5,0.0041741518437993,6,0.0491372626748337,8,-1.0261510755546714,8,0.0505949731671454,0.1134321952049704,49.3,46.2,49.8,5
8,7,9,プリマアルバ,牡2,55.0,西村淳,新谷,456(-2),13.5,5,栗東,2024100190,1171,ルーラーシップ,ツクバビューティ,ゼンノロブロイ,-0.2555949561999254,7,-1.2607652935587292,8,-0.2673783699647083,9,-0.523117942750063,6,0.0836704074180597,0.0579764553269848,46.4,45.6,47.3,6
9,8,10,ニシノフランケン,牡2,55.0,亀田,北出,428(0),4.3,2,栗東,2024103936,1176,タニノフランケル,ニシノカグラ,エピファネイア,0.9288397912420184,2,0.1350156269590961,1,-0.247648621403113,1,0.0321149848809356,3,0.1457828647971622,0.1820191039335571,75.0,79.5,75.1,1
10,8,11,ドナズエクリプス,牡2,55.0,吉村,清水久,458(+4),19.9,7,栗東,2024108020,1216,モーリス,ベルアクトリス,ルーラーシップ,0.0358093430066358,3,-0.6147660609710419,5,-0.2055268213614242,7,0.0479890685392816,2,0.1481154994250157,0.0393307611514721,49.5,46.6,47.3,7
