,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,ファインブライト,牡3,56.0,☆舟山,佐藤吉,482(0),29.9,11,美浦,2023106627,1221,アジアエクスプレス,イムディーナ,スペシャルウィーク,-0.6867043581041969,12,-0.9808423923559144,11,-0.4145186034589221,7,-2.3878483888447555,12,0.0080577068687202,0.0266377354843952
1,2,2,トリニタリオ,牡3,57.0,横山和,勢司,430(-4),2.3,1,美浦,2023106438,1140,ウインブライト,コスモチョコレイ,ブラックタイド,2.894909695128436,1,0.02959558379805,2,-0.4730653653272696,9,1.4570286730237874,1,0.3767214557878512,0.3462905612971382
2,3,3,ホウショウリュウ,牡3,57.0,岩田康,本間,470(0),71.7,12,美浦,2023101598,5203,アメリカンペイトリオット,ローズカスケイド,シンボリクリスエス,-0.669878637347187,11,-0.7796172338505921,8,-0.1684898031618932,5,-1.1853043768357665,9,0.0268206743327698,0.0111083443651801
3,4,4,エイシンリーガル,牡3,57.0,松本,高橋康,468(0),18.1,7,栗東,2023105537,1191,ルーラーシップ,エーシンリジル,フレンチデピュティ,-0.2949366903998637,7,-0.6856482559473565,6,-0.1765488231831466,6,-0.285098496587993,5,0.0659817969826408,0.0440037729825092
4,5,5,テンユウ,牡3,57.0,佐々木,奥村武,478(-4),8.2,4,美浦,2023103178,1197,サートゥルナーリア,レーヌミノル,ダイワメジャー,-0.1821996061925146,5,-0.9638791339518988,9,-0.5074001793680316,11,-0.9329047560887588,7,0.0345211659318745,0.0971302793882216
5,5,6,コスモクラシック,牡3,54.0,▲和田陽,嘉藤,494(+8),22.1,9,美浦,2023104491,1223,ダノンバラード,マーマレードガール,タイキシャトル,-0.6060676064514232,10,-1.5823992397112856,12,-0.4734606175234712,10,-1.8245529850548623,11,0.0141529688135282,0.03603928918477
6,6,7,カリドーラ,牝3,54.0,☆長浜,中舘,492(+8),24.8,8,美浦,2023103527,1214,ブリックスアンドモルタル,フローレスダンサー,ハービンジャー,-0.5911517614147035,8,-0.9707079198529138,10,0.5556980124220632,1,-1.4326664192100915,10,0.0209431364737011,0.0321156568944926
7,6,8,ホテルストリート,牝3,55.0,丹内,伊藤大,494(-2),9.1,5,美浦,2023106085,1091,オルフェーヴル,サイドストリート,ヨハネスブルグ,-0.2234230594000347,6,-0.3871516732375075,4,-0.1406142339663798,4,-0.8852770949242609,6,0.0362051112043833,0.0875239880201558
8,7,9,イーサンミラー,牡3,57.0,横山琉,稲垣,422(+4),14.4,6,美浦,2023106657,1192,ウインブライト,アースヴィグラス,サウスヴィグラス,0.1985382716856793,3,-0.0425381164092113,3,0.1250637039778236,3,0.5328963425418685,2,0.1495115638224373,0.0553102979849595
9,7,10,グローリーバローズ,セ3,57.0,鮫島駿,辻野,428(-2),38.9,10,栗東,2023105470,1157,サートゥルナーリア,サンドラバローズ,ディープインパクト,-0.5917759723880577,9,-0.480011031048587,5,-0.8729823483065152,12,-0.994343492068239,8,0.0324640688928584,0.0204747632643552
10,8,11,ジュラトリー,牝3,55.0,横山武,池上,452(-2),12.0,3,美浦,2023103437,1170,コントレイル,ジュマイエル,Lope de Vega,0.1123089982875994,4,-0.7410164100611766,7,-0.4374372109813394,8,0.328542446830509,3,0.1218779146502329,0.0663723575819514
11,8,12,ショウナンマルチ,牡3,57.0,池添,大竹,508(0),4.5,2,美浦,2023103888,1032,グレーターロンドン,エンブレマータ,ウォーエンブレム,0.640380726596268,2,0.1205796202458124,1,0.3222505832674482,2,0.2506284944974065,4,0.1127424362390019,0.1769929535518706
