,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ニシノオールワン,牝3,55.0,武豊,加藤征,454(0),3.8,2,美浦,2023104689,666,ミッキーアイル,グレイシャーパーク,Dawn Approach,1.6798695819317708,2,-0.0133825093620526,3,-0.1694066601134421,3,-1.3209777552242452,14,0.0362275379642017,0.2082592053388946,57.1,57.5,80.3,1
1,1,2,イズントイット,牝3,55.0,小沢,岡田,500(+14),34.8,6,栗東,2023101056,1185,モーリス,レディヴァルール,Multiplex,-0.5540875165742237,13,0.0070747361998612,7,-0.0710199802146261,10,-0.7700846768734323,7,0.0628475922746067,0.0227409477094195,48.9,44.7,53.6,4
2,2,3,スッサンエア,牝3,55.0,鮫島駿,河嶋,440(-2),7.6,3,栗東,2023102151,1157,イスラボニータ,ベネディーレ,クロフネ,0.1431420273829344,3,-0.0109598037539903,6,-0.0236065476181841,1,-1.475137724780571,15,0.0310518869329307,0.1041296026694473,49.1,81.2,53.3,5
3,2,4,シバノパージャン,牡3,54.0,▲遠藤,牧田,440(-4),147.4,16,栗東,2023107409,1218,シスキン,ルナリア,ネオユニヴァース,-0.2012257853772745,6,0.0070747361998612,16,0.0125660580004976,6,-0.2538116935043302,1,0.1053181331108528,0.0053689618744084,42.3,50.3,41.9,16
4,3,5,レッドアイスピア,牡3,53.0,★河原田,中竹,450(-4),12.0,7,栗東,2023105670,1204,リオンディーズ,アマルフィターナ,シンボリクリスエス,-0.3133710464866627,9,0.0070747361998612,10,0.0178713121850979,7,-1.3063431238018304,13,0.0367616130940073,0.0659487483573166,47.2,47.5,51.7,7
5,3,6,ガルフコースト,牡3,57.0,佐々木,須貝,522(0),12.4,8,栗東,2023101395,1197,スワーヴリチャード,ガルフパール,Bernardini,-0.3270463261167774,10,-0.0133825093620526,9,-0.0487028568174367,4,-1.275416498477525,11,0.0379162888084885,0.0638213693780483,48.5,56.6,46.2,9
6,4,7,オリヒメボシ,牝3,55.0,北村友,庄野,428(+2),52.3,12,栗東,2023103612,1102,ニューイヤーズデイ,ロイヤルヴィザージ,ロードカナロア,-0.247587195413919,8,0.0070747361998612,8,0.0480584267457162,8,-0.3862101491530681,4,0.0922578295922075,0.0151316439825583,48.5,45.2,43.8,10
7,4,8,ホウオウザロイヤル,牡3,57.0,丹内,堀,520(-6),2.6,1,美浦,2023107192,1091,ドレフォン,ブラックエンブレム,ウォーエンブレム,3.047693341752622,1,-0.0109598037539903,1,-0.1885100532030043,15,-1.289146094727238,12,0.0373992708175388,0.3043788385722306,83.0,43.2,61.1,2
8,5,9,エコロデュラン,牡3,55.0,◇古川奈,矢作,448(+2),42.7,11,栗東,2023103623,1190,カラヴァッジオ,クィーンリズ,Lizard Island,-0.0259602051581742,5,0.0070747361998612,12,0.0135356246946834,12,-0.2604636988163831,2,0.1046198812921013,0.018533606095733,43.5,44.1,42.5,12
9,5,10,メカニックバレエ,牝3,55.0,横山和,中村,430(+20),42.8,10,栗東,2023105791,1140,ダノンプレミアム,エトワールブリエ,ロードカナロア,-0.7711760168687085,14,0.0009287233360444,4,-0.0223861753645453,2,-0.9661708282322616,10,0.0516570392539619,0.0184903032777523,51.3,59.4,49.0,8
10,6,11,シュヴェスター,牝3,55.0,川又,高橋亮,422(-2),59.6,13,栗東,2023104158,1166,シニスターミニスター,ペルレストラーダ,アルデバラン,-0.7905333923946425,15,0.0009287233360444,14,-0.0268391215288899,13,-0.8945546812039529,8,0.0554922083549813,0.0132782714813389,42.3,43.5,42.0,14
11,6,12,エルファリス,牝3,55.0,荻野琢,加藤和,448(0),104.1,14,美浦,2023103842,1112,ダンカーク,ミアフィリア,ゴールドアリュール,-0.3607982812694983,12,0.0070747361998612,13,-0.0063009883278055,14,-0.3918958426502139,5,0.0917347682427785,0.0076021611939269,42.7,43.5,42.3,13
12,7,13,デルマアサマ,牡3,54.0,▲和田陽,森田,454(+4),174.7,15,栗東,2023103863,1223,サトノクラウン,ファニーママ,ロサード,-0.3376910501975222,11,-0.0133825093620526,15,-0.0760077175754364,16,-0.3417668758630906,3,0.0964505485016737,0.0045299655425746,42.3,42.2,41.9,15
13,7,14,スノーガーネット,牝3,55.0,横山琉,中尾,480(+2),14.5,4,栗東,2023102176,1192,フィレンツェファイア,スノーサミット,アドマイヤムーン,-0.2247585106179983,7,-0.0133825093620526,5,-0.1660818812393996,5,-0.9137905040848712,9,0.0544349710777337,0.0545782745026068,50.7,51.3,52.2,6
14,8,15,ココソラーレ,牝3,54.0,☆舟山,天間,422(0),14.7,5,美浦,2023109031,1221,セイウンコウセイ,ニシノプレジール,オルフェーヴル,0.1334094176155934,4,0.0070747361998612,2,-0.0002731083898591,9,-0.5206349781518196,6,0.080653509914159,0.0538357129447482,57.3,45.0,54.7,3
15,8,16,ヨドノサファイア,牝3,55.0,横山武,稲垣,442(0),20.1,9,美浦,2023101825,1170,ジャスタウェイ,ヨドノグレイス,バゴ,-0.8498790422075158,16,-0.0133825093620526,11,-0.0535243965532199,11,-1.6848695697716225,16,0.025176920767776,0.039372387078995,45.4,44.6,43.6,11
