,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,ラミアメンテ,牝4,56.0,丹内,堀,490(-8),5.8,2,美浦,2022105858,01091,ドゥラメンテ,ラフォルス,Power,0.7870067840038257,3,-0.004309032721141037,8,-0.1300019686621193,10,-1.0588224517816704,10,0.06215244514031083,0.1368419499365818
1,2,2,オンザヴィーナス,牝5,52.0,★河原田,大和田,454(0),20.8,9,美浦,2021105057,01204,ミッキーアイル,シアン,Smart Strike,-0.9580988402411109,11,-0.004309032721141037,8,-0.027431335293993032,6,-0.698056699870636,7,0.08915317088546697,0.03815785142462376
2,3,3,ハーモニーソング,牝4,56.0,北村友,田島,458(+2),7.9,5,美浦,2022104440,01102,デクラレーションオブウォー,リルティングソング,スペシャルウィーク,0.2730738730448562,5,-0.010959803753990359,11,-0.1654934636776806,11,-0.8392006801110037,8,0.07741742863551804,0.10046624172559167
3,4,4,ルージュナリッシュ,牝4,56.0,横山和,手塚徳,460(0),8.2,7,美浦,2022105162,01140,ドレフォン,レッドラヴィータ,スペシャルウィーク,0.5040095109305671,4,0.007074736199861274,1,0.02901179253057512,3,-0.6821888638271114,6,0.09057912224534274,0.09679064751611884
4,5,5,メイショウハッケイ,牝3,53.0,浜中,本田,466(-4),6.3,3,栗東,2023105035,01115,ダイワメジャー,メイショウヒサカタ,シニスターミニスター,1.4626312914851511,2,-0.00047562625756216424,7,-0.058899637075684276,9,-0.5756173988970094,4,0.10076541711872536,0.12598147771939275
5,5,6,バレンタインビスタ,牝3,53.0,佐々木,蛯名正,470(-6),4.6,1,美浦,2023105817,01197,ロードカナロア,プリメラビスタ,オルフェーヴル,1.946039929964655,1,-0.010959803753990359,11,-0.17537182841222032,12,-0.8834839739588074,9,0.07406392988217038,0.1725398499200379
6,6,7,ルージュベルベット,牝5,55.0,☆舟山,浅利,454(0),8.1,6,美浦,2021105749,01221,ドレフォン,プラトリーナ,ディープインパクト,-0.525422763816418,8,0.00022502895967220612,6,-0.027967751891656394,7,-1.3361739707058229,11,0.04709838166236571,0.09798559378174992
7,6,8,アルバニー,牝5,56.0,斎藤,千田,462(-4),31.8,11,栗東,2021105715,01178,ロードカナロア,ピースアンドウォー,War Front,-0.8618584540888733,10,-0.010959803753990359,11,0.014780571552560538,4,-0.5220939338376835,2,0.10630567575749918,0.024958594642521207
8,7,9,エコロハート,牝4,56.0,鮫島駿,須貝,428(-4),17.9,8,栗東,2022105212,01157,ストロングリターン,アップロック,ハーツクライ,-0.5996957612870286,9,0.0009287233360444244,3,0.045261622040357455,2,-0.6065803700011236,5,0.09769322791281151,0.044339849700121475
9,7,10,ランプローグ,牝3,53.0,横山武,矢野,416(+12),6.8,4,美浦,2023106780,01170,ダノンキングリー,ベネラ,フォーティナイナー,-0.29555454512110807,6,0.0009287233360444244,3,-0.020773714248250114,5,-1.555889381051963,12,0.03780809489938269,0.1167181337694374
10,8,11,メラヴィリオーザ,牝6,56.0,黛,秋山,472(-6),54.9,12,栗東,2020101920,01109,ディーマジェスティ,メイクデュース,トウカイテイオー,-1.2137110133640683,12,0.0009287233360444244,3,-0.041640797905422376,8,-0.5599713236377318,3,0.10235439866588593,0.014456890885831956
11,8,12,アルマロクザン,牝6,53.0,▲遠藤,伊藤伸,488(0),25.8,10,美浦,2020100759,01218,ドレフォン,アルマディヴァン,メジロベイリー,-0.5184200115104468,7,0.0009287233360444244,3,0.05374530822019286,1,-0.4468888311236608,1,0.11460870719452068,0.030762918977991254
