,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,リンゲルブルーメ,牝3,53.0,小沢,佐藤悠,栗東,2022105011,01185,ドレフォン Drefong(米) ,ブルーメンブラット ,アドマイヤベガ ,-0.38063376040423413,6
1,1,2,ルージュミラージュ,牝3,51.0,◇今村,武幸,栗東,2022102435,01193,リアルスティール ,レッドディオーサ ,キングカメハメハ ,-3.406187621127936,16
2,2,3,アンジュグルーヴ,牝4,53.0,▲田山,安田,栗東,2021105613,01220,ニューイヤーズデイ ,スプレンダークラン ,ルーラーシップ ,-0.04278757996721898,4
3,2,4,レイフロレット,牝4,56.0,藤懸,井上,栗東,2021105875,01138,レイデオロ ,レイズアベール ,ハーツクライ ,1.1182417037988506,1
4,3,5,マキシマムビスタ,牝3,53.0,団野,斉藤崇,栗東,2022103746,01180,ヘニーヒューズ Henny Hughes(米) ,サンビスタ ,スズカマンボ ,-1.9268822372004952,13
5,3,6,オンリーラヴ,牝5,56.0,角田和,森田,栗東,2020106394,01186,ブラックタイド ,スウェプトレジーナ ,スウェプトオーヴァーボード Swept Overboard(米) ,-1.7941675594813886,12
6,4,7,ディアマイハニー,牝3,53.0,水口,中尾,栗東,2022104500,01133,カリフォルニアクローム California Chrome(米) ,ハニーパイ ,サウスヴィグラス ,-0.8116402249861094,8
7,4,8,サンコンクエスト,牝3,53.0,幸英明,渡辺,栗東,2022104970,00732,サートゥルナーリア ,ビッグワールド Big World(米) ,Custom for Carlos ,-1.5133075214074723,10
8,5,9,クインズセレネ,牝4,52.0,★河原田,野中,栗東,2021103943,01204,キンシャサノキセキ ,ターフデザイナー ,Unbridled's Song (米) ,-0.7296800933015782,7
9,5,10,ウィンターガーデン,牝4,56.0,浜中,武幸,栗東,2021105857,01115,リアルインパクト ,リッチダンサー Rich Dancer(英) ,Halling ,-1.665279365147588,11
10,6,11,ネティフラウ,牝3,52.0,☆吉村,西園翔,栗東,2022104656,01216,ミッキーアイル ,ウィラビーオーサム Willa B Awesome(米) ,Awesome Gambler ,-2.1000190489724044,14
11,6,12,クロユキ,牝3,51.0,◇永島,松永幹,栗東,2022104900,01187,モーリス ,チカリータ ,クロフネ ,-3.2291945142279004,15
12,7,13,カンカール,牝4,56.0,Ｍデムーロ,藤野,栗東,2021102303,05212,シャンハイボビー Shanghai Bobby(米) ,ウィズペイシェンス ,ネオユニヴァース ,-0.8674084279876899,9
13,7,14,キミオモウハナ,牝3,53.0,秋山稔,杉山佳,栗東,2022105335,01181,ルヴァンスレーヴ ,サツマキリコ ,エンパイアメーカー Empire Maker(米) ,-0.3698171951745518,5
14,8,15,ハイウェイスター,牝4,56.0,川田,宮本,栗東,2021106621,01088,アメリカンペイトリオット ,キエレ ,Distorted Humor (米) ,0.7070450630842504,3
15,8,16,レイナデアルシーラ,牝3,53.0,田口,西園正,栗東,2022104628,01208,ナダル Nadal(米) ,アンデスクイーン ,タートルボウル Turtle Bowl(愛) ,0.7213836273554824,2
