,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,キングオブフジ,牡4,58.0,中井,角田,栗東,2021106164,1141,ヘニーヒューズ  Henny Hughes(米)  ,ヘイローフジ  ,キングヘイロー  ,1.1715727893825627,4,0.16868553451941626,4,,
1,2,2,メイショウトム,牡4,58.0,田口,谷,栗東,2021110065,1208,パレスマリス  ,Nothing But Tom  ,Street Cry  (愛)  ,1.4630983232853296,2,0.26950973364567254,2,,
2,3,3,バトンインディ,牡4,58.0,幸,安達,栗東,2021106359,732,パイロ  Pyro(米)  ,ミスアシング  ,キングカメハメハ  ,-0.7716643379898352,12,-0.5033836474036888,12,,
3,4,4,メイショウマントル,牡7,58.0,川須,安達,栗東,2018100858,1128,メイショウボーラー  ,ピンクトルマリン  ,Fusaichi Pegasus  ,-0.20166312528730548,11,-0.30624854571172005,11,,
4,5,5,タッチャブル,牡5,58.0,団野,中村,栗東,2020105670,1180,リアルスティール  ,フルボイス  ,ルーラーシップ  ,0.44085954137508154,8,-0.08403187597633921,8,,
5,5,6,ヴォルスター,牡4,58.0,吉村,清水久,栗東,2021100677,1216,シニスターミニスター  Sinister Minister(米)  ,ヴォルカン  ,ロードカナロア  ,0.6480535019083131,6,-0.012373778468051036,6,,
6,6,7,ワンダースティング,牡7,58.0,太宰,渡辺,栗東,2018102956,1037,マクフィ  Makfi(英)  ,ワンダーノンブーレ  ,デヒア  Dehere(米)  ,0.47833827460615375,7,-0.07106984410317298,7,,
7,6,8,グラヴィス,牡4,58.0,坂井,矢作,栗東,2021105831,1163,ハーツクライ  ,ラヴズオンリーミー  Loves Only Me(米)  ,Storm Cat  (米)  ,1.3647756085227953,3,0.23550479130275495,3,,
8,7,9,イサナ,牡3,55.0,松山,橋口,栗東,2022102924,1126,デクラレーションオブウォー  ,エイドローン  ,プリサイスエンド  Precise End(米)  ,0.7464801335084019,5,0.021667103546366022,5,,
9,7,10,タイセイミニスター,牡4,58.0,和田竜,大橋,栗東,2021104197,1018,シニスターミニスター  Sinister Minister(米)  ,フロイラインシチー  ,フレンチデピュティ  French Deputy(米)  ,2.417249684087891,1,0.5995032869041402,1,,
10,8,11,ダブルジャッジ,牡4,58.0,西塚,笹田,栗東,2021105221,1200,ロードカナロア  ,プリンセスオブシルマー  Princess of Sylmar(米)  ,マジェスティックウォリアー  Majestic Warrior(米)  ,-0.05162881852393203,10,-0.2543591327386336,10,,
11,8,12,ボックスオフィス,牡4,58.0,川又,吉村,栗東,2021101691,1166,タリスマニック  Talismanic(英)  ,ベストピクチャー  ,Dubawi  ,0.3887523818544654,9,-0.10205315375972017,9,,
