,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ショーダンサー,牡3,55.0,国分優,大根田,栗東,2022105885,1125,シニスターミニスター  Sinister Minister(米)  ,カマクラ  ,シンボリクリスエス  ,-0.4349851468793818,6,-0.3869430414926157,6,,
1,2,2,ゼンエスポワール,牡3,55.0,角田和,飯田,栗東,2022110135,1186,Practical Joke  (米)  ,Elite Mom  ,Scat Daddy  (米)  ,0.1957038317180742,4,-0.16881905655874715,4,,
2,3,3,ポルトドール,牡5,57.0,☆高杉,小栗,栗東,2020102728,1213,モーリス  ,レクレドール  ,サンデーサイレンス  Sunday Silence(米)  ,-0.4192083831052457,5,-0.38148664269613175,5,,
3,4,4,レガッタ,牡4,58.0,太宰,昆,栗東,2021102991,1037,デクラレーションオブウォー  ,スリーベラミ  ,ディープインパクト  ,0.8635708165962688,1,0.062162953736346276,1,,
4,5,5,ディオスパーダ,牡3,55.0,秋山稔,小椋,栗東,2022100413,1181,コパノリッキー  ,シノニム  ,フレンチデピュティ  French Deputy(米)  ,-0.9684381168594678,8,-0.5714379217513859,8,,
5,6,6,エンマ,牡3,55.0,松山,武英,栗東,2022102956,1126,バゴ  Bago(仏)  ,ウェルノーテッド  ,ドリームジャーニー  ,0.4445925123388384,3,-0.0827408267747695,3,,
6,7,7,リヴァイデント,牝4,56.0,川須,秋山,栗東,2021103490,1128,ブリックスアンドモルタル  Bricks and Mortar(米)  ,オートクレール  ,デュランダル  ,-1.0526331703355294,9,-0.6005568079205389,9,,
7,7,8,スーパージョック,牡3,52.0,▲田山,佐々木,栗東,2022103733,1220,デクラレーションオブウォー  ,イチリュウ  ,キングヘイロー  ,0.5254290680229261,2,-0.054783478140973514,2,,
8,8,9,ディズレーリ,セ5,57.0,☆吉村,池上,美浦,2020103119,1216,エピファネイア  ,レディシビル  Lady Sybil(仏)  ,Siyouni  ,-0.7760471847267113,7,-0.5048994563492134,7,,
9,8,10,シャンパンポップ,牡4,58.0,団野,武幸,栗東,2021105562,1180,キズナ  ,シャンパンルーム  ,Broken Vow  ,-1.3748551657322101,10,-0.711997388070785,10,,
