,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ウインアプローチ,牡3,57.0,松岡,畠山,444(0),美浦,2023105876,1085,ウインブライト,コスモアクセス,ロージズインメイ,1.0290226013079344,7,0.0910310950436152,6,,12,52.1,42.5,54.0,6
1,1,2,ピコブロッサム,牝3,50.0,▲石神道,伊藤大,474(0),美浦,2023107510,1209,Ocean Park,Toffee Nose,Toorak Toff,1.157134836873802,5,0.1757902322575994,9,,8,45.9,49.8,47.6,9
2,2,3,キタノボストン,セ3,57.0,岩部,伊藤伸,438(0),美浦,2023106348,726,ファインニードル,ラペーシュ,バゴ,0.8464271421606973,9,-0.0297741778341184,16,,7,41.5,49.9,39.2,16
3,2,4,ティーナ,牝3,55.0,杉原,池上,454(0),美浦,2023105961,1135,Earthlight,アシーアビューティ,Dabirsim,1.5704132467636358,2,0.4492154932930278,15,,6,41.7,50.9,39.4,15
4,3,5,ターンザテーブルス,牝3,52.0,▲小林美,西田,416(0),美浦,2023103820,1206,ポエティックフレア,リバースシンキング,ディープブリランテ,1.234554173313129,4,0.2270109148980392,4,,5,56.3,51.5,55.6,4
5,3,6,ダノンケリー,牝3,55.0,横山武,尾関,404(0),美浦,2023107100,1170,サートゥルナーリア,ダノングレース,ディープインパクト,-1.01392950386647,15,-1.260587327968349,11,,16,43.4,41.2,46.4,10
6,4,7,グンバイ,牡3,57.0,高杉,高橋一,480(0),栗東,2023106643,1213,ジャスタウェイ,シャイニングスカイ,ディープインパクト,1.270877699877644,3,0.2510425833688822,3,,4,57.2,52.3,55.3,5
7,4,8,サンプレクス,牡3,57.0,石川,大竹,422(0),美浦,2023107133,1150,シルバーステート,トロシュナ,スクリーンヒーロー,0.7944025102451887,10,-0.0641937076749389,2,,1,58.7,81.8,57.2,3
8,5,9,チャリティチャリス,牡3,57.0,荻野極,浅利,474(0),美浦,2023103473,1160,ブリックスアンドモルタル,チャリティーライン,Manduro,0.1422435787173775,12,-0.4956624750298827,8,,9,46.2,49.3,47.6,8
9,5,10,ヤジロベエバランス,牝3,52.0,▲遠藤,岩戸,398(0),美浦,2023106291,1218,ディーマジェスティ,イタリアンフェッテ,ヨハネスブルグ,1.12600858832364,6,0.1551970862542786,10,,13,45.4,42.0,42.3,12
10,6,11,ジンカイト,牡3,57.0,佐々木,堀,476(0),美浦,2023103712,1197,キタサンブラック,ハニージェイド,Harlan's Holiday,-1.516304906777392,16,-1.5929592167280675,5,,11,52.1,43.1,53.9,7
11,6,12,カムオンオーバー,牝3,55.0,菱田,斎藤誠,460(0),美浦,2023102798,1144,エピファネイア,ケーピーパーゴリシャス,デクラレーションオブウォー,-0.4092161417839372,14,-0.8605085797871819,14,,14,42.7,41.7,39.6,14
12,7,13,オラロア,牡3,57.0,斎藤,西園翔,520(0),栗東,2023102367,1178,マインドユアビスケッツ,オヒア,ブラックタイド,0.7142891784557198,11,-0.1171967393668013,1,,10,80.7,49.0,58.4,2
13,7,14,ドロワ,牡3,54.0,▲舟山,田中博,496(0),美浦,2023103705,1221,シルバーステート,ディレクタ,Anodin,1.001997521141582,8,0.0731512846732693,13,,2,42.9,56.9,44.9,11
14,8,15,トリトマフロックス,牝3,50.0,▲石田,伊藤大,424(0),美浦,2023110078,1203,モーリス,Jellicles,Tale of the Cat,1.9497821387906156,1,0.7002061955628336,7,,3,49.9,56.6,77.6,1
15,8,16,スピニンググローブ,牡3,57.0,丹内,黒岩,492(0),美浦,2023100240,1091,サートゥルナーリア,グランデセーヌ,ゼンノロブロイ,-0.2042511643991428,13,-0.7249036192969952,12,,15,43.4,41.5,41.0,13
