,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,クレアノア,牝2,55.0,戸崎圭,久保田,418(0),美浦,2023107319,5386,アドマイヤマーズ  2016 栗毛  [血統][産駒]  Halo系,リリレフア  2017 鹿毛  [血統][産駒]  FNo.[1-l],ロードカナロア  2008 鹿毛  [血統][産駒],-0.22809378503323705,8,-0.04171435378854913,8,,
1,2,2,オダイ,牝2,53.0,△長浜,根本,438(0),美浦,2023100892,1214,フォーウィールドライブ  Four Wheel Drive(米)  2017 鹿毛  [血統][産駒]  Mr. Prospector系,ナリタアルテミス  2010 栗毛  [血統][産駒]  FNo.[10-b],ネオユニヴァース  2000 鹿毛  [血統][産駒],0.7779623617034469,3,0.07589986271551463,3,,
2,3,3,フェルミアーク,牝2,55.0,ルメール,森一,456(0),美浦,2023107178,5339,サートゥルナーリア  2016 黒鹿毛  [血統][産駒]  Mr. Prospector系,フェルミオン  2006 鹿毛  [血統][産駒]  FNo.[2-f],アグネスタキオン  1998 栗毛  [血統][産駒],-0.8901691573400038,10,-0.11911507981470554,10,,
3,4,4,コンサートピアノ,牝2,55.0,松山,中舘,390(0),美浦,2023105283,1126,シスキン  Siskin(米)  2017 鹿毛  [血統][産駒]  Mr. Prospector系,クッカーニャ  2009 青鹿毛  [血統][産駒]  FNo.[23-b],フジキセキ  1992 青鹿毛  [血統][産駒],-0.25901372024271085,9,-0.0453290863915104,9,,
4,4,5,ギルランダ,牝2,55.0,プーシャン,中舘,416(0),美浦,2023106805,5678,サトノクラウン  2012 黒鹿毛  [血統][産駒]  Northern Dancer系,ネオフレグランス  2014 青鹿毛  [血統][産駒]  FNo.[3-n],ネオユニヴァース  2000 鹿毛  [血統][産駒],1.1175690433604495,2,0.11560199456192694,2,,
5,5,6,アジャイブ,牝2,55.0,北村宏,小笠,476(0),美浦,2023102676,1043,キセキ  2014 黒鹿毛  [血統][産駒]  Mr. Prospector系,アレクサンドレッタ  2016 鹿毛  [血統][産駒]  FNo.[1-m],ダイワメジャー  2001 栗毛  [血統][産駒],1.8004160003683614,1,0.19543104794147947,1,,
6,5,7,ビアーレ,牝2,55.0,佐々木,林,412(0),美浦,2023104914,1197,ミスチヴィアスアレックス  Mischevious Alex(米)  2017 鹿毛  [血統][産駒]  Storm Bird系,カレーニナ  2011 鹿毛  [血統][産駒]  FNo.[7-f],カンパニー  2001 鹿毛  [血統][産駒],0.5024557102183606,5,0.04369142279773976,5,,
7,6,8,テンハートビート,牝2,55.0,津村,西田,464(0),美浦,2023104170,1092,リオンディーズ  2013 黒鹿毛  [血統][産駒]  Mr. Prospector系,ベストリーダー  2011 栗毛  [血統][産駒]  FNo.[22-b],ゼンノロブロイ  2000 黒鹿毛  [血統][産駒],0.1519184050439546,6,0.0027114331249324143,6,,
8,6,9,クロムハーツガール,牝2,52.0,▲佐藤,伊藤圭,424(0),美浦,2023103972,1207,カリフォルニアクローム  California Chrome(米)  2011 栗毛  [血統][産駒]  Seattle Slew系,テメノス  2016 栗毛  [血統][産駒]  FNo.[13-d],ハーツクライ  2001 鹿毛  [血統][産駒],0.7754303908413318,4,0.07560385958475027,4,,
9,7,10,グラスベルグ,牝2,55.0,Ｃデムーロ,斉藤崇,420(0),栗東,2023107007,5473,アドマイヤマーズ  2016 栗毛  [血統][産駒]  Halo系,ゴールドエッセンス  2012 鹿毛  [血統][産駒]  FNo.[2-s],キングカメハメハ  2001 鹿毛  [血統][産駒],-1.0751016547813697,12,-0.1407348381783497,12,,
10,7,11,エヴァンスベイ,牝2,55.0,マーカンド,宮田,448(0),美浦,2023103345,5626,イスラボニータ  2011 黒鹿毛  [血統][産駒]  Halo系,エヴァディングタンペット  Evading Tempete(英)  2007 鹿毛  [血統][産駒]  FNo.[2-o],Dubai Destination  1999 鹿毛  [血統][産駒],-0.903737247492249,11,-0.12070127388338558,11,,
11,8,12,フクシマエクラ,牝2,55.0,木幡巧,的場,362(0),美浦,2023101964,1162,クワイトファイン  2010 鹿毛  [血統][産駒]  パーソロン系,ガレットデロワ  2017 黒鹿毛  [血統][産駒]  FNo.[4-r],エピファネイア  2010 鹿毛  [血統][産駒],-1.772955549555513,13,-0.2223182958555408,13,,
12,8,13,ファンシーシェイプ,牝2,55.0,岩田望,矢野,442(0),美浦,2023103514,1174,ロゴタイプ  2010 黒鹿毛  [血統][産駒]  Sadler's Wells系,ピンクレガシー  2017 鹿毛  [血統][産駒]  FNo.[1-n],ヴィクトワールピサ  2007 黒鹿毛  [血統][産駒],0.0033192029091784836,7,-0.014660737194687988,7,,
