,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ラストスマイル,牡2,56.0,杉原,本間,512(+6),美浦,2023100940,01135,ポエティックフレア  Poetic Flare(愛),スナップドラゴン,ゼンノロブロイ,-1.397203265481415,7
1,2,2,テルヒコウ,牡2,56.0,坂井,矢作,486(0),栗東,2023100627,01163,コントレイル,ミッシングリンク,ヴィクトワールピサ,-2.1814213389997965,11
2,3,3,リネンタイリン,牡2,56.0,内田博,南田,472(+8),美浦,2023100728,00422,キズナ,リネンパズル,パラダイスクリーク Paradise Creek(米),-0.06273883882148334,4
3,4,4,ライヒスアドラー,牡2,56.0,佐々木,上原佑,512(+2),美浦,2023103687,01197,シスキン  Siskin(米),クライリング,ハーツクライ,-1.857115734465059,9
4,5,5,ローベルクランツ,牡2,56.0,松山,小林,484(+20),栗東,2023107199,01126,サトノダイヤモンド,ブルーメンクローネ,キングカメハメハ,-3.286569422394808,12
5,5,6,サレジオ,牡2,56.0,プーシャン,田中博,510(+24),美浦,2023107014,05678,エピファネイア,サラキア,ディープインパクト,-1.3594864224171375,6
6,6,7,チュウワカーネギー,牡2,56.0,北村友,大久保,522(-12),栗東,2023103895,01102,モーリス,デックドアウト Decked Out(米),Street Boss,0.3782945926906114,3
7,6,8,ゾロアストロ,牡2,56.0,マーカンド,宮田,468(-2),美浦,2023106850,05626,モーリス,アルミレーナ,ディープインパクト,-1.9196945812927022,10
8,7,9,ダノンヒストリー,牡2,56.0,レーン,堀,492(+6),美浦,2023107005,05585,エピファネイア,コーステッド Coasted(米),Tizway (米),0.9689477641021913,2
9,7,10,パントルナイーフ,牡2,56.0,ルメール,木村,512(+6),美浦,2023107377,05339,キズナ,アールブリュット,マクフィ  Makfi(英),0.9894757594631101,1
10,8,11,ストームサンダー,牡2,56.0,戸崎圭,安達,458(+2),栗東,2023100772,05386,ヘンリーバローズ,マイヴィクトリア,キングカメハメハ,-1.6999831680925273,8
11,8,12,コッツォリーノ,牡2,56.0,横山典,池上,452(+2),美浦,2023106718,00660,シルバーステート,シンジュボシ,ダイワメジャー,-0.28024666611716653,5
