,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id,通過,上り
201904010101,1,3,3,マイブルーヘブン,牡5,60.0,難波剛健,0:3:07.2,nan,7.9,3.0,486,[西] 高橋義忠,障害,2890,曇,重,2019年04月27日,オープン,2014101874,01066,4-4-5-4,13.0
201904010101,2,4,6,リリーシューター,牡6,60.0,森一馬,0:3:07.8,3.1/2,10.4,5.0,502,[西] 平田修,障害,2890,曇,重,2019年04月27日,オープン,2013100401,01139,5-5-3-3,13.0
201904010101,3,5,8,キズナエンドレス,牝8,58.0,伊藤工真,0:3:08.1,1.3/4,32.7,8.0,484,[東] 宗像義忠,障害,2890,曇,重,2019年04月27日,オープン,2011109234,01119,7-7-5-4,13.0
201904010101,4,7,12,クロフネフリート,牡8,60.0,草野太郎,0:3:08.3,1.1/2,144.2,13.0,542,[東] 戸田博文,障害,2890,曇,重,2019年04月27日,オープン,2011100416,01113,11-11-8-7,13.0
201904010101,5,4,5,シーレーン,牡4,59.0,白浜雄造,0:3:08.4,クビ,1.9,1.0,468,[西] 大久保龍,障害,2890,曇,重,2019年04月27日,オープン,2015104437,01035,2-2-2-2,13.0
201904010101,6,8,14,マイネルヴァッサー,牡6,60.0,浜野谷憲,0:3:08.8,2.1/2,58.7,10.0,428,[東] 土田稔,障害,2890,曇,重,2019年04月27日,オープン,2013101904,00695,13-13-11-10,13.1
201904010101,7,2,2,ジャズファンク,牡7,60.0,高田潤,0:3:08.9,クビ,6.7,2.0,514,[西] 角田晃一,障害,2890,曇,重,2019年04月27日,オープン,2012104772,01046,1-1-1-1,13.1
201904010101,8,6,10,アットザトップ,セ5,60.0,石神深一,0:3:09.0,3/4,8.3,4.0,456,[西] 角田晃一,障害,2890,曇,重,2019年04月27日,オープン,2014101228,01059,10-9-9-9,13.1
201904010101,9,1,1,ウインレーベン,牡8,60.0,熊沢重文,0:3:09.1,3/4,13.5,7.0,478,[西] 長谷川浩,障害,2890,曇,重,2019年04月27日,オープン,2011106314,00652,6-6-7-7,13.1
201904010101,10,7,11,ノーブルサンズ,牝6,58.0,江田勇亮,0:3:10.0,5,47.6,9.0,466,[東] 田村康仁,障害,2890,曇,重,2019年04月27日,オープン,2013103352,01023,8-8-10-10,13.1
201904010101,11,8,13,ツジスーパーサクラ,牝7,60.0,北沢伸也,0:3:10.1,1/2,120.4,11.0,482,[西] 作田誠二,障害,2890,曇,重,2019年04月27日,オープン,2012103615,00691,12-12-13-13,13.2
201904010101,12,5,7,ダンツペンダント,牝6,58.0,平沢健治,0:3:10.1,アタマ,11.6,6.0,520,[西] 本田優,障害,2890,曇,重,2019年04月27日,オープン,2013103528,01067,3-3-4-6,13.2
201904010101,13,6,9,プリンシパルスター,セ6,60.0,小坂忠士,0:3:10.3,3/4,142.8,12.0,444,[西] 斉藤崇史,障害,2890,曇,重,2019年04月27日,オープン,2013105905,01063,8-9-11-12,13.2
201904010101,14,3,4,ルー,牡9,60.0,蓑島靖典,0:3:13.6,大,152.1,14.0,476,[東] 奥村武,障害,2890,曇,重,2019年04月27日,オープン,2010109123,01068,13-14-14-14,13.4
201904010102,1,3,3,ダノングリスター,牡3,56.0,岩田康誠,0:1:51.6,nan,1.1,1.0,492,[西] 寺島良,ダート,1800,曇,不良,2019年04月27日,未勝利,2016105172,05203,2-2-1-1,37.3
201904010102,2,7,10,シゲルヒスイ,牡3,56.0,吉田隼人,0:1:52.3,4,23.1,4.0,476,[東] 伊藤圭三,ダート,1800,曇,不良,2019年04月27日,未勝利,2016105671,01095,4-4-5-4,37.6
201904010102,3,8,11,シイチ,牡3,53.0,団野大成,0:1:52.3,ハナ,245.6,12.0,442,[西] 森秀行,ダート,1800,曇,不良,2019年04月27日,未勝利,2016100311,01180,2-3-2-2,37.9
201904010102,4,7,9,サングリーンベイ,牡3,56.0,村田一誠,0:1:52.6,1.3/4,29.1,7.0,480,[東] 藤原辰雄,ダート,1800,曇,不良,2019年04月27日,未勝利,2016100296,01031,8-7-6-6,37.7
201904010102,5,5,6,ザプラウドワンズ,牡3,55.0,加藤祥太,0:1:52.6,クビ,39.9,8.0,502,[西] 奥村豊,ダート,1800,曇,不良,2019年04月27日,未勝利,2016103685,01156,10-9-6-6,37.7
201904010102,6,8,12,コンシード,牡3,56.0,丹内祐次,0:1:52.7,1/2,24.7,5.0,458,[東] 天間昭一,ダート,1800,曇,不良,2019年04月27日,未勝利,2016101379,01091,6-4-4-4,38.2
201904010102,7,4,4,ビービーオネスト,牡3,56.0,幸英明,0:1:52.8,3/4,6.7,2.0,512,[西] 加用正,ダート,1800,曇,不良,2019年04月27日,未勝利,2016103864,00732,6-7-9-8,37.6
201904010102,8,5,5,フェブタイズ,牡3,56.0,鮫島克駿,0:1:53.9,7,26.4,6.0,494,[西] 川村禎彦,ダート,1800,曇,不良,2019年04月27日,未勝利,2016102571,01157,4-4-6-8,38.9
201904010102,9,6,7,アイルビーザスター,牡3,55.0,木幡巧也,0:1:54.1,1.1/4,67.8,9.0,476,[東] 牧光二,ダート,1800,曇,不良,2019年04月27日,未勝利,2016105500,01162,10-11-10-10,38.7
201904010102,10,2,2,プリマヴェージ,牝3,53.0,横山武史,0:1:54.8,4,197.7,11.0,500,[東] 粕谷昌央,ダート,1800,曇,不良,2019年04月27日,未勝利,2016101287,01170,1-1-2-2,40.5
201904010102,11,1,1,パシフィスタ,牡3,53.0,木幡育也,0:1:55.7,5,18.5,3.0,482,[東] 中川公成,ダート,1800,曇,不良,2019年04月27日,未勝利,2016104584,01167,12-12-12-11,38.7
201904010102,12,6,8,デルマロンシャン,牡3,54.0,西村淳也,0:1:55.8,3/4,116.3,10.0,442,[西] 田所秀孝,ダート,1800,曇,不良,2019年04月27日,未勝利,2016105260,01171,9-9-11-12,39.0
201904010103,1,3,4,エリンアクトレス,牝3,54.0,丹内祐次,0:1:11.3,nan,13.3,6.0,478,[東] 清水英克,ダート,1200,小雨,不良,2019年04月27日,未勝利,2016100401,01091,2-2,37.1
201904010103,2,7,11,ファムファタル,牝3,51.0,藤田菜七,0:1:11.5,1,2.0,1.0,480,[東] 栗田徹,ダート,1200,小雨,不良,2019年04月27日,未勝利,2016105319,01164,1-1,37.5
201904010103,3,4,6,セイドアモール,牝3,53.0,横山武史,0:1:12.6,7,5.0,2.0,464,[東] 武市康男,ダート,1200,小雨,不良,2019年04月27日,未勝利,2016102323,01170,7-7,37.8
201904010103,4,5,8,ジャングルキッド,牝3,54.0,幸英明,0:1:12.7,1/2,11.9,5.0,476,[西] 牧浦充徳,ダート,1200,小雨,不良,2019年04月27日,未勝利,2016103766,00732,4-4,38.1
201904010103,5,4,5,マサノバルサー,牝3,54.0,川島信二,0:1:12.8,1/2,6.8,3.0,456,[西] 加用正,ダート,1200,小雨,不良,2019年04月27日,未勝利,2016101042,01062,11-11,37.5
201904010103,6,7,12,サパムーカンチャイ,牝3,54.0,杉原誠人,0:1:12.9,3/4,273.7,14.0,450,[東] 田中清隆,ダート,1200,小雨,不良,2019年04月27日,未勝利,2016105279,01135,6-4,38.2
201904010103,7,8,13,キクノプレミア,牝3,51.0,亀田温心,0:1:13.0,1/2,23.7,7.0,434,[西] 北出成人,ダート,1200,小雨,不良,2019年04月27日,未勝利,2016101352,01176,3-3,38.6
201904010103,8,6,10,ローレルリース,牝3,54.0,北村友一,0:1:13.1,3/4,43.1,8.0,508,[東] 小島茂之,ダート,1200,小雨,不良,2019年04月27日,未勝利,2016101761,01102,10-9,38.0
201904010103,9,8,14,ダンツシャープ,牝3,53.0,森裕太朗,0:1:13.5,2.1/2,205.0,13.0,464,[西] 本田優,ダート,1200,小雨,不良,2019年04月27日,未勝利,2016105982,01165,9-9,38.6
201904010103,10,5,7,アイカリトマナカ,牝3,54.0,鮫島克駿,0:1:13.5,クビ,87.0,9.0,458,[西] 高柳大輔,ダート,1200,小雨,不良,2019年04月27日,未勝利,2016105273,01157,11-11,38.3
201904010103,11,1,1,ルナーレス,牝3,54.0,西田雄一,0:1:13.6,1/2,130.4,10.0,466,[東] 萱野浩二,ダート,1200,小雨,不良,2019年04月27日,未勝利,2016102085,01004,7-7,38.8
201904010103,12,6,9,フレッシュスマイル,牝3,51.0,大塚海渡,0:1:14.0,2.1/2,6.8,4.0,454,[東] 勢司和浩,ダート,1200,小雨,不良,2019年04月27日,未勝利,2016106303,01175,4-4,39.4
201904010103,13,2,2,ランランコハク,牝3,51.0,山田敬士,0:1:14.0,クビ,139.6,11.0,450,[東] 黒岩陽一,ダート,1200,小雨,不良,2019年04月27日,未勝利,2016102427,01173,14-14,38.4
201904010103,14,3,3,マハロモアナ,牝3,54.0,菱田裕二,0:1:14.3,1.3/4,167.1,12.0,440,[東] 和田正一,ダート,1200,小雨,不良,2019年04月27日,未勝利,2016100436,01144,13-13,38.8
201904010104,1,6,7,タガノエスプレッソ,牡7,60.0,平沢健治,0:3:09.9,nan,1.9,1.0,458,[西] 五十嵐忠,障害,2890,小雨,重,2019年04月27日,未勝利,2012100517,01067,1-2-2-3,13.1
201904010104,2,7,8,ボナパルト,牡5,60.0,白浜雄造,0:3:10.0,1/2,18.2,6.0,500,[西] 庄野靖志,障害,2890,小雨,重,2019年04月27日,未勝利,2014104072,01035,5-4-2-2,13.1
201904010104,3,8,11,レインボーナンバー,牡4,59.0,難波剛健,0:3:11.6,10,4.6,3.0,462,[西] 浅見秀一,障害,2890,小雨,重,2019年04月27日,未勝利,2015105068,01066,4-3-4-4,13.3
