,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,パウンドフォーワン,牡2,56.0,坂井,田中克,488(0),栗東,2023106716,01163,コントレイル  ,マダムクレアシオン  ,Invincible Spirit  (愛)  ,-1.0450092499630275,8
1,2,2,マーゴットバディ,牡2,56.0,西村淳,石坂,508(0),栗東,2023105638,01171,レイデオロ  ,コンシダレイト  ,Dansili  ,-0.5436402063201915,7
2,3,3,インフィオラータ,牝2,55.0,岩田望,須貝,446(0),栗東,2023102923,01174,サートゥルナーリア  ,トウシンハンター  ,エンパイアメーカー  Empire Maker(米)  ,-1.732324727849354,10
3,4,4,ヴァロンブローサ,牡2,56.0,北村友,池添,462(0),栗東,2023106902,01102,コントレイル  ,ヴィルジニア  ,Galileo  (愛)  ,-0.27792636096637824,5
4,5,5,タガノアルトゥーラ,牡2,55.0,☆吉村,長谷川,488(0),栗東,2023104315,01216,シルバーステート  ,タガノヴェローナ  ,クロフネ  ,1.9638892906294665,2
5,6,6,マジョレルブルー,牡2,56.0,川田,友道,464(0),栗東,2023103531,01088,コントレイル  ,ブルーミングアレー  ,シンボリクリスエス  ,-0.34459146449641037,6
6,6,7,マジックファイヤー,牡2,56.0,岩田康,辻野,466(0),栗東,2023100771,05203,キセキ  ,デトロイトカフェ  ,マンハッタンカフェ  ,0.0705171033117486,4
7,7,8,ゴールデンドラゴン,牡2,56.0,松若,宮本,450(0),栗東,2023104872,01154,フィエールマン  ,デコラス  ,タートルボウル  Turtle Bowl(愛)  ,-2.182183320947206,11
8,7,9,トラカイキャッスル,牝2,55.0,丹内,西村,438(0),栗東,2023103412,01091,ブリックスアンドモルタル  Bricks and Mortar(米)  ,サラス  ,オルフェーヴル  ,-1.3071611542394352,9
9,8,10,ダンツカレン,牝2,55.0,藤岡佑,四位,502(0),栗東,2023104337,01093,サートゥルナーリア  ,ウインジュビリー  ,シンボリクリスエス  ,2.1821023844250034,1
10,8,11,リン,牡2,56.0,松山,四位,460(0),栗東,2023101576,01126,キタサンブラック  ,ティーンエイジギャル  Teenage Gal(愛)  ,Acclamation  ,0.3166136995921018,3
