,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,クリノフィガロ,牡4,58.0,岩田望,荒川,496(0),栗東,2021101226,01174,ゴールドシップ  ,クリノスペシャル  ,スペシャルウィーク  ,-0.6590027717095874,4
1,2,2,プルナチャンドラ,牡4,58.0,酒井,小野,506(-18),美浦,2021100329,01034,アニマルキングダム  Animal Kingdom(米)  ,エーシンジョイフル  ,オペラハウス  Opera House(英)  ,-1.1778767143452809,5
2,3,3,ポッドフォルク,牡3,56.0,松山,西園正,492(0),栗東,2022100736,01126,ルヴァンスレーヴ  ,シールヴィクトリー  ,キングカメハメハ  ,-0.1884563683885702,3
3,3,4,ストップヤーニング,牡3,56.0,高杉,羽月,436(-6),栗東,2022107306,01213,サンダースノー  Thunder Snow(愛)  ,アルトゥーナ  ,ハーツクライ  ,-3.629861686681631,13
4,4,5,メイショウマントル,牡7,58.0,高倉,安達,512(0),栗東,2018100858,01130,メイショウボーラー  ,ピンクトルマリン  ,Fusaichi Pegasus  ,-1.840395789237415,10
5,4,6,バッケンレコード,牡3,56.0,太宰,秋山,490(+2),栗東,2022102516,01037,オルフェーヴル  ,ホウショウアマネ  ,Unbridled's Song  (米)  ,-1.4740701583379672,6
6,5,7,タガノマルアフ,牡3,56.0,横山武,角田,480(+4),栗東,2022107133,01170,サトノアラジン  ,タガノアニード  ,アイルハヴアナザー  I'll Have Another(米)  ,-1.4762246330317113,7
7,5,8,アーロンイメル,牡4,58.0,藤懸,高橋一,500(+4),栗東,2021100255,01138,パイロ  Pyro(米)  ,アビス  ,ダイワメジャー  ,-1.9095409004794461,11
8,6,9,テスティモーネ,牡3,56.0,古川吉,大根田,520(+2),栗東,2022103686,01015,ドレフォン  Drefong(米)  ,ワイズアンサー  ,サウスヴィグラス  ,-3.9310172929084173,14
9,6,10,アリエスキング,牡4,58.0,田口,庄野,470(+8),栗東,2021101468,01208,シニスターミニスター  Sinister Minister(米)  ,ピシーズクイーン  ,アグネスデジタル  ,0.7170543779229233,2
10,7,11,インペリアルライン,セ6,58.0,丹内,中舘,474(-2),美浦,2019104953,01091,ドゥラメンテ  ,ルーヴインペリアル  Louve Imperiale(米)  ,Giant's Causeway  (米)  ,-1.6861010344011587,8
11,7,12,アンバードール,牡4,58.0,川田,吉岡,508(+4),栗東,2021104448,01088,カリフォルニアクローム  California Chrome(米)  ,バードオンアスク  ,マンハッタンカフェ  ,2.592227253785754,1
12,8,13,ヴォルスター,牡4,58.0,吉村,清水久,434(0),栗東,2021100677,01216,シニスターミニスター  Sinister Minister(米)  ,ヴォルカン  ,ロードカナロア  ,-1.8175581051315584,9
13,8,14,トーレ,牡4,58.0,松若,高橋亮,492(-6),栗東,2021103161,01154,マジェスティックウォリアー  Majestic Warrior(米)  ,マミモナ  ,ダンスインザダーク  ,-2.630635335710026,12
