,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,セイゲン,セ6,55.0,▲舟山,中川,456(-2),美浦,2019100234,01221,エスポワールシチー  ,ヘイブンズギフト  ,クロフネ  ,-3.9146809426704734,14
1,2,2,ブリングライト,牡5,58.0,菊沢,土田,474(-4),美浦,2020100617,01161,バトルプラン  Battle Plan(米)  ,ティンタジェル  ,キングカメハメハ  ,-1.6043154294123334,7
2,3,3,トーアジョウトウ,牡3,57.0,江田照,村田,500(0),美浦,2022105905,00689,モズアスコット  ,トーアポリネシア  ,キンシャサノキセキ  ,-0.325554633691408,2
3,3,4,ディナーラッシュ,牝3,53.0,◇今村,寺島,466(-4),栗東,2022100466,01193,キタサンブラック  ,ラファイエ  ,Elusive Quality  ,-1.8803929791559053,11
4,4,5,レーヴレジェンド,牡3,54.0,▲石神道,金成,486(+8),美浦,2022101409,01209,ゴールドドリーム  ,サイズミックレディ  ,サクラバクシンオー  ,-1.8538236315601924,10
5,4,6,ベンダバール,牡4,58.0,国分恭,牧浦,488(+24),栗東,2021101077,01124,ドレフォン  Drefong(米)  ,ラヴアズギフト  ,Tiznow  ,-0.9485801137104375,4
6,5,7,ケイツーギルダー,牡3,57.0,荻野極,千葉,496(0),美浦,2022100918,01160,アジアエクスプレス  ,ゼマティス  ,ゼンノロブロイ  ,-2.1859493518654083,13
7,5,8,ヒデノブルースカイ,牡3,57.0,国分優,梅田,424(0),栗東,2022100837,01125,ナダル  Nadal(米)  ,ブロンシェダーム  ,ディープインパクト  ,-1.742871862226241,9
8,6,9,ジロラータ,牡3,54.0,▲石田,久保田,474(+6),美浦,2022105347,01203,リアルインパクト  ,シティイメージ  City Image(愛)  ,Elusive City  ,-0.9093835294869773,3
9,6,10,スノーサイレンス,牝3,55.0,鮫島駿,小栗,466(+6),栗東,2022101675,01157,ホッコータルマエ  ,スープリムシチー  ,ネオユニヴァース  ,-1.982870205021917,12
10,7,11,ダイチラファール,牡6,56.0,◇永島,粕谷,458(-6),美浦,2019102469,01187,エピファネイア  ,スカイノダン  ,サクラバクシンオー  ,-1.5769186412971277,6
11,7,12,スカイブルー,牡3,54.0,▲和田陽,杉山晴,520(+4),栗東,2022100136,01223,シュヴァルグラン  ,キーレター  ,リンドシェーバー  ,1.4747795008879327,1
12,8,13,キーガッツ,牡3,57.0,長岡,杉山佳,458(-4),栗東,2022106513,01142,シニスターミニスター  Sinister Minister(米)  ,アイムヒアー  ,プリサイスエンド  Precise End(米)  ,-1.2369152929081404,5
13,8,14,クリノミニスター,牡6,55.0,▲川端,荒川,466(-4),栗東,2019103285,01195,,,,-1.6062451903866863,8
